	source	target	weight	edge_sample	edcolor
0	[Clostridium] aminophilum	[Bacteroides] pectinophilus	0.831974200296	Stool	#b2f396
1	[Bacteroides] pectinophilus	[Clostridium] aminophilum	0.831974200296	Stool	#b2f396
2	[Clostridium] innocuum	[Bacteroides] pectinophilus	0.831974200296	Stool	#b2f396
3	[Bacteroides] pectinophilus	[Clostridium] innocuum	0.831974200296	Stool	#b2f396
4	[Clostridium] innocuum	[Clostridium] aminophilum	1.0	Stool	#b2f396
5	[Clostridium] aminophilum	[Clostridium] innocuum	1.0	Stool	#b2f396
6	[Clostridium] leptum	[Clostridium] aminophilum	0.863129666127	Intertype	#cccccc
7	[Clostridium] aminophilum	[Clostridium] leptum	0.863129666127	Intertype	#cccccc
8	[Clostridium] leptum	[Clostridium] innocuum	0.863129666127	Intertype	#cccccc
9	[Clostridium] innocuum	[Clostridium] leptum	0.863129666127	Intertype	#cccccc
10	[Clostridium] scindens	[Clostridium] leptum	0.860434426563	Intertype	#cccccc
11	[Clostridium] leptum	[Clostridium] scindens	0.860434426563	Intertype	#cccccc
12	[Clostridium] spiroforme	[Clostridium] aminophilum	0.911111111111	Stool	#b2f396
13	[Clostridium] aminophilum	[Clostridium] spiroforme	0.911111111111	Stool	#b2f396
14	[Clostridium] spiroforme	[Clostridium] innocuum	0.911111111111	Stool	#b2f396
15	[Clostridium] innocuum	[Clostridium] spiroforme	0.911111111111	Stool	#b2f396
16	[Eubacterium] cellulosolvens	[Clostridium] citroniae	0.995861643492	Stool	#b2f396
17	[Clostridium] citroniae	[Eubacterium] cellulosolvens	0.995861643492	Stool	#b2f396
18	[Eubacterium] hallii	[Clostridium] citroniae	0.861644032389	Stool	#b2f396
19	[Clostridium] citroniae	[Eubacterium] hallii	0.861644032389	Stool	#b2f396
20	[Eubacterium] hallii	[Eubacterium] cellulosolvens	0.8652246404100001	Stool	#b2f396
21	[Eubacterium] cellulosolvens	[Eubacterium] hallii	0.8652246404100001	Stool	#b2f396
22	[Ruminococcus] gnavus	[Eubacterium] cellulosolvens	0.854031315056	Stool	#b2f396
23	[Eubacterium] cellulosolvens	[Ruminococcus] gnavus	0.854031315056	Stool	#b2f396
24	Acidaminococcus sp. BV3L6	Acidaminococcus intestini	1.0	Stool	#b2f396
25	Acidaminococcus intestini	Acidaminococcus sp. BV3L6	1.0	Stool	#b2f396
26	Acidaminococcus sp. HPA0509	Acidaminococcus intestini	1.0	Stool	#b2f396
27	Acidaminococcus intestini	Acidaminococcus sp. HPA0509	1.0	Stool	#b2f396
28	Acidaminococcus sp. HPA0509	Acidaminococcus sp. BV3L6	1.0	Stool	#b2f396
29	Acidaminococcus sp. BV3L6	Acidaminococcus sp. HPA0509	1.0	Stool	#b2f396
30	Aggregatibacter aphrophilus	Actinomyces sp. ICM47	1.0	Intertype	#cccccc
31	Actinomyces sp. ICM47	Aggregatibacter aphrophilus	1.0	Intertype	#cccccc
32	Alistipes indistinctus	Acidaminococcus intestini	0.8550767726	Stool	#b2f396
33	Acidaminococcus intestini	Alistipes indistinctus	0.8550767726	Stool	#b2f396
34	Alistipes indistinctus	Acidaminococcus sp. BV3L6	0.8550767726	Stool	#b2f396
35	Acidaminococcus sp. BV3L6	Alistipes indistinctus	0.8550767726	Stool	#b2f396
36	Alistipes indistinctus	Acidaminococcus sp. HPA0509	0.8550767726	Stool	#b2f396
37	Acidaminococcus sp. HPA0509	Alistipes indistinctus	0.8550767726	Stool	#b2f396
38	Alistipes onderdonkii	[Clostridium] citroniae	0.92653990354	Stool	#b2f396
39	[Clostridium] citroniae	Alistipes onderdonkii	0.92653990354	Stool	#b2f396
40	Alistipes onderdonkii	[Eubacterium] cellulosolvens	0.932085385888	Stool	#b2f396
41	[Eubacterium] cellulosolvens	Alistipes onderdonkii	0.932085385888	Stool	#b2f396
42	Alistipes timonensis	[Clostridium] scindens	0.909873826818	Stool	#b2f396
43	[Clostridium] scindens	Alistipes timonensis	0.909873826818	Stool	#b2f396
44	Alistipes timonensis	Actinomyces sp. S6-Spd3	0.8666753160870001	Intertype	#cccccc
45	Actinomyces sp. S6-Spd3	Alistipes timonensis	0.8666753160870001	Intertype	#cccccc
46	Anaerococcus vaginalis	[Bacteroides] pectinophilus	0.831974200296	Stool	#b2f396
47	[Bacteroides] pectinophilus	Anaerococcus vaginalis	0.831974200296	Stool	#b2f396
48	Anaerococcus vaginalis	[Clostridium] aminophilum	1.0	Stool	#b2f396
49	[Clostridium] aminophilum	Anaerococcus vaginalis	1.0	Stool	#b2f396
