	source	source_freq	first_sample	fscolor	spect_cluster	commun_cluster	spect_color	comm_color
0	[Clostridium] aminophilum	1	Stool	#b2f396	13.0	0.0	#f0c46c	#8000ff
1	[Bacteroides] pectinophilus	12	Stool	#b2f396	13.0	0.0	#f0c46c	#8000ff
2	[Clostridium] innocuum	1	Stool	#b2f396	13.0	0.0	#f0c46c	#8000ff
3	[Bacteroides] pectinophilus	12	Stool	#b2f396	13.0	0.0	#f0c46c	#8000ff
4	[Clostridium] innocuum	1	Stool	#b2f396	13.0	0.0	#f0c46c	#8000ff
5	[Clostridium] aminophilum	1	Stool	#b2f396	13.0	0.0	#f0c46c	#8000ff
6	[Clostridium] leptum	15	Anterior_nares	#8000ff	13.0	0.0	#f0c46c	#8000ff
7	[Clostridium] aminophilum	1	Stool	#b2f396	13.0	0.0	#f0c46c	#8000ff
8	[Clostridium] leptum	15	Anterior_nares	#8000ff	13.0	0.0	#f0c46c	#8000ff
9	[Clostridium] innocuum	1	Stool	#b2f396	13.0	0.0	#f0c46c	#8000ff
10	[Clostridium] scindens	2	Stool	#b2f396	4.0	0.0	#10a2f0	#8000ff
11	[Clostridium] leptum	15	Anterior_nares	#8000ff	13.0	0.0	#f0c46c	#8000ff
12	[Clostridium] spiroforme	1	Stool	#b2f396	13.0	0.0	#f0c46c	#8000ff
13	[Clostridium] aminophilum	1	Stool	#b2f396	13.0	0.0	#f0c46c	#8000ff
14	[Clostridium] spiroforme	1	Stool	#b2f396	13.0	0.0	#f0c46c	#8000ff
15	[Clostridium] innocuum	1	Stool	#b2f396	13.0	0.0	#f0c46c	#8000ff
16	[Eubacterium] cellulosolvens	10	Stool	#b2f396	4.0	3.0	#10a2f0	#2686f5
17	[Clostridium] citroniae	2	Stool	#b2f396	4.0	3.0	#10a2f0	#2686f5
18	[Eubacterium] hallii	14	Stool	#b2f396	4.0	3.0	#10a2f0	#2686f5
19	[Clostridium] citroniae	2	Stool	#b2f396	4.0	3.0	#10a2f0	#2686f5
20	[Eubacterium] hallii	14	Stool	#b2f396	4.0	3.0	#10a2f0	#2686f5
21	[Eubacterium] cellulosolvens	10	Stool	#b2f396	4.0	3.0	#10a2f0	#2686f5
22	[Ruminococcus] gnavus	1	Stool	#b2f396	4.0	3.0	#10a2f0	#2686f5
23	[Eubacterium] cellulosolvens	10	Stool	#b2f396	4.0	3.0	#10a2f0	#2686f5
24	Acidaminococcus sp. BV3L6	13	Stool	#b2f396	17.0	10.0	#ff2f18	#acf59a
25	Acidaminococcus intestini	3	Stool	#b2f396	17.0	10.0	#ff2f18	#acf59a
26	Acidaminococcus sp. HPA0509	2	Stool	#b2f396	17.0	10.0	#ff2f18	#acf59a
27	Acidaminococcus intestini	3	Stool	#b2f396	17.0	10.0	#ff2f18	#acf59a
28	Acidaminococcus sp. HPA0509	2	Stool	#b2f396	17.0	10.0	#ff2f18	#acf59a
29	Acidaminococcus sp. BV3L6	13	Stool	#b2f396	17.0	10.0	#ff2f18	#acf59a
30	Aggregatibacter aphrophilus	3	Anterior_nares	#8000ff	1.0	2.0	#642cfe	#445cfb
31	Actinomyces sp. ICM47	2	Tongue_dorsum	#ff0000	1.0	2.0	#642cfe	#445cfb
32	Alistipes indistinctus	15	Stool	#b2f396	17.0	10.0	#ff2f18	#acf59a
33	Acidaminococcus intestini	3	Stool	#b2f396	17.0	10.0	#ff2f18	#acf59a
34	Alistipes indistinctus	15	Stool	#b2f396	17.0	10.0	#ff2f18	#acf59a
35	Acidaminococcus sp. BV3L6	13	Stool	#b2f396	17.0	10.0	#ff2f18	#acf59a
