	source	target	weight	source_freq	target_freq	first_sample	second_sample	edge_sample	fscolor	sscolor	edcolor	num_samps
0	[Clostridium] innocuum	[Clostridium] aminophilum	1.0	1	1	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	57
1	[Clostridium] aminophilum	[Clostridium] innocuum	1.0	1	1	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	57
2	[Clostridium] saccharogumia	[Clostridium] citroniae	1.0	4	1	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	57
3	[Clostridium] citroniae	[Clostridium] saccharogumia	1.0	1	4	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	57
4	[Clostridium] scindens	[Clostridium] aminophilum	1.0	1	1	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	57
5	[Clostridium] aminophilum	[Clostridium] scindens	1.0	1	1	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	57
6	[Clostridium] scindens	[Clostridium] innocuum	1.0	1	1	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	57
7	[Clostridium] innocuum	[Clostridium] scindens	1.0	1	1	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	57
8	[Clostridium] spiroforme	[Bacteroides] pectinophilus	0.855798720298	1	11	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	57
9	[Bacteroides] pectinophilus	[Clostridium] spiroforme	0.855798720298	11	1	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	57
10	[Clostridium] spiroforme	[Clostridium] aminophilum	0.910721513176	1	1	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	57
11	[Clostridium] aminophilum	[Clostridium] spiroforme	0.910721513176	1	1	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	57
12	[Clostridium] spiroforme	[Clostridium] innocuum	0.910721513176	1	1	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	57
13	[Clostridium] innocuum	[Clostridium] spiroforme	0.910721513176	1	1	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	57
14	[Clostridium] spiroforme	[Clostridium] scindens	0.910721513176	1	1	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	57
15	[Clostridium] scindens	[Clostridium] spiroforme	0.910721513176	1	1	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	57
16	[Clostridium] symbiosum	[Bacteroides] pectinophilus	0.846955260394	8	11	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	57
17	[Bacteroides] pectinophilus	[Clostridium] symbiosum	0.846955260394	11	8	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	57
18	[Eubacterium] hallii	[Clostridium] sordellii	0.873883560682	15	1	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	57
19	[Clostridium] sordellii	[Eubacterium] hallii	0.873883560682	1	15	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	57
20	[Eubacterium] hallii	[Clostridium] symbiosum	0.842103932972	15	8	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	57
21	[Clostridium] symbiosum	[Eubacterium] hallii	0.842103932972	8	15	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	57
