	source	target	weight	source_freq	target_freq	first_sample	second_sample	edge_sample	fscolor	sscolor	edcolor	num_samps
0	Anaerostipes	Anaeroglobus	0.923380516877	1	1	Stool	Saliva	Intertype	#b2f396	#7effb5	#cccccc	16
1	Anaeroglobus	Anaerostipes	0.923380516877	1	1	Saliva	Stool	Intertype	#7effb5	#b2f396	#cccccc	16
2	Campylobacter	Anaerofustis	1.0	16	2	Saliva	Stool	Intertype	#7effb5	#b2f396	#cccccc	16
3	Anaerofustis	Campylobacter	1.0	2	16	Stool	Saliva	Intertype	#b2f396	#7effb5	#cccccc	16
4	Catabacter	Anaerococcus	1.0	11	15	Stool	Anterior_nares	Intertype	#b2f396	#8000ff	#cccccc	16
5	Anaerococcus	Catabacter	1.0	15	11	Anterior_nares	Stool	Intertype	#8000ff	#b2f396	#cccccc	16
6	Cellulomonas	Capnocytophaga	0.963671323835	1	10	Stool	Supragingival_plaque	Intertype	#b2f396	#ff964f	#cccccc	16
7	Capnocytophaga	Cellulomonas	0.963671323835	10	1	Supragingival_plaque	Stool	Intertype	#ff964f	#b2f396	#cccccc	16
8	Desulfotomaculum	Anaerofustis	1.0	11	2	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	16
9	Anaerofustis	Desulfotomaculum	1.0	2	11	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	16
10	Desulfotomaculum	Campylobacter	1.0	11	16	Stool	Saliva	Intertype	#b2f396	#7effb5	#cccccc	16
11	Campylobacter	Desulfotomaculum	1.0	16	11	Saliva	Stool	Intertype	#7effb5	#b2f396	#cccccc	16
12	Desulfovibrio	Anaerofustis	0.997925308968	10	2	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	16
13	Anaerofustis	Desulfovibrio	0.997925308968	2	10	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	16
14	Desulfovibrio	Campylobacter	0.997925308968	10	16	Stool	Saliva	Intertype	#b2f396	#7effb5	#cccccc	16
15	Campylobacter	Desulfovibrio	0.997925308968	16	10	Saliva	Stool	Intertype	#7effb5	#b2f396	#cccccc	16
16	Desulfovibrio	Desulfotomaculum	0.997925308968	10	11	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	16
17	Desulfotomaculum	Desulfovibrio	0.997925308968	11	10	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	16
18	Eggerthella	Anaerococcus	0.943370070517	2	15	Stool	Anterior_nares	Intertype	#b2f396	#8000ff	#cccccc	16
19	Anaerococcus	Eggerthella	0.943370070517	15	2	Anterior_nares	Stool	Intertype	#8000ff	#b2f396	#cccccc	16
20	Eggerthella	Catabacter	0.943370070517	2	11	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	16
21	Catabacter	Eggerthella	0.943370070517	11	2	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	16
22	Enterobacter	Anaerofustis	1.0	1	2	Anterior_nares	Stool	Intertype	#8000ff	#b2f396	#cccccc	16
23	Anaerofustis	Enterobacter	1.0	2	1	Stool	Anterior_nares	Intertype	#b2f396	#8000ff	#cccccc	16
24	Enterobacter	Campylobacter	1.0	1	16	Anterior_nares	Saliva	Intertype	#8000ff	#7effb5	#cccccc	16
25	Campylobacter	Enterobacter	1.0	16	1	Saliva	Anterior_nares	Intertype	#7effb5	#8000ff	#cccccc	16
26	Enterobacter	Desulfotomaculum	1.0	1	11	Anterior_nares	Stool	Intertype	#8000ff	#b2f396	#cccccc	16
27	Desulfotomaculum	Enterobacter	1.0	11	1	Stool	Anterior_nares	Intertype	#b2f396	#8000ff	#cccccc	16
28	Enterobacter	Desulfovibrio	0.997925308968	1	10	Anterior_nares	Stool	Intertype	#8000ff	#b2f396	#cccccc	16
29	Desulfovibrio	Enterobacter	0.997925308968	10	1	Stool	Anterior_nares	Intertype	#b2f396	#8000ff	#cccccc	16
30	Enterococcus	Bacillus	0.811004893776	4	10	Attached	Anterior_nares	Intertype	#4e4dfc	#8000ff	#cccccc	16
31	Bacillus	Enterococcus	0.811004893776	10	4	Anterior_nares	Attached	Intertype	#8000ff	#4e4dfc	#cccccc	16
32	Enterorhabdus	Capnocytophaga	1.0	13	10	Stool	Supragingival_plaque	Intertype	#b2f396	#ff964f	#cccccc	16
33	Capnocytophaga	Enterorhabdus	1.0	10	13	Supragingival_plaque	Stool	Intertype	#ff964f	#b2f396	#cccccc	16
34	Enterorhabdus	Cellulomonas	0.963671323835	13	1	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	16
35	Cellulomonas	Enterorhabdus	0.963671323835	1	13	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	16
36	Erysipelatoclostridium	Anaerococcus	0.984008894408	5	15	Stool	Anterior_nares	Intertype	#b2f396	#8000ff	#cccccc	16
37	Anaerococcus	Erysipelatoclostridium	0.984008894408	15	5	Anterior_nares	Stool	Intertype	#8000ff	#b2f396	#cccccc	16
38	Erysipelatoclostridium	Catabacter	0.984008894408	5	11	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	16
39	Catabacter	Erysipelatoclostridium	0.984008894408	11	5	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	16
40	Faecalicoccus	Anaerococcus	1.0	1	15	Stool	Anterior_nares	Intertype	#b2f396	#8000ff	#cccccc	16
41	Anaerococcus	Faecalicoccus	1.0	15	1	Anterior_nares	Stool	Intertype	#8000ff	#b2f396	#cccccc	16
42	Faecalicoccus	Catabacter	1.0	1	11	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	16
43	Catabacter	Faecalicoccus	1.0	11	1	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	16
44	Faecalicoccus	Eggerthella	0.943370070517	1	2	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	16
45	Eggerthella	Faecalicoccus	0.943370070517	2	1	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	16
46	Faecalicoccus	Erysipelatoclostridium	0.984008894408	1	5	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	16
47	Erysipelatoclostridium	Faecalicoccus	0.984008894408	5	1	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	16
48	Faecalitalea	Anaerotruncus	0.858136625155	11	1	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	16
49	Anaerotruncus	Faecalitalea	0.858136625155	1	11	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	16
50	Flavonifractor	Dysgonomonas	0.807962185569	1	15	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	16
51	Dysgonomonas	Flavonifractor	0.807962185569	15	1	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	16
52	Gemella	Anaerofustis	0.888634548902	4	2	Buccal_mucosa	Stool	Intertype	#1996f3	#b2f396	#cccccc	16
53	Anaerofustis	Gemella	0.888634548902	2	4	Stool	Buccal_mucosa	Intertype	#b2f396	#1996f3	#cccccc	16
54	Gemella	Campylobacter	0.888634548902	4	16	Buccal_mucosa	Saliva	Intertype	#1996f3	#7effb5	#cccccc	16
55	Campylobacter	Gemella	0.888634548902	16	4	Saliva	Buccal_mucosa	Intertype	#7effb5	#1996f3	#cccccc	16
56	Gemella	Desulfotomaculum	0.888634548902	4	11	Buccal_mucosa	Stool	Intertype	#1996f3	#b2f396	#cccccc	16
57	Desulfotomaculum	Gemella	0.888634548902	11	4	Stool	Buccal_mucosa	Intertype	#b2f396	#1996f3	#cccccc	16
58	Gemella	Desulfovibrio	0.882845229769	4	10	Buccal_mucosa	Stool	Intertype	#1996f3	#b2f396	#cccccc	16
59	Desulfovibrio	Gemella	0.882845229769	10	4	Stool	Buccal_mucosa	Intertype	#b2f396	#1996f3	#cccccc	16
60	Gemella	Enterobacter	0.888634548902	4	1	Buccal_mucosa	Anterior_nares	Intertype	#1996f3	#8000ff	#cccccc	16
61	Enterobacter	Gemella	0.888634548902	1	4	Anterior_nares	Buccal_mucosa	Intertype	#8000ff	#1996f3	#cccccc	16
62	Gordonibacter	Anaerofustis	0.8892972918	16	2	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	16
63	Anaerofustis	Gordonibacter	0.8892972918	2	16	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	16
64	Gordonibacter	Campylobacter	0.8892972918	16	16	Stool	Saliva	Intertype	#b2f396	#7effb5	#cccccc	16
65	Campylobacter	Gordonibacter	0.8892972918	16	16	Saliva	Stool	Intertype	#7effb5	#b2f396	#cccccc	16
66	Gordonibacter	Desulfotomaculum	0.8892972918	16	11	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	16
67	Desulfotomaculum	Gordonibacter	0.8892972918	11	16	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	16
