	source	target	weight	source_freq	target_freq	first_sample	second_sample	edge_sample	fscolor	sscolor	edcolor	num_samps
0	Akkermansia	Aggregatibacter	0.912710162929	1	8	Stool	Mixed	Intertype	#b2f396	#cccccc	#cccccc	8
1	Aggregatibacter	Akkermansia	0.912710162929	8	1	Mixed	Stool	Intertype	#cccccc	#b2f396	#cccccc	8
2	Alicycliphilus	Acidovorax	0.987267385173	1	5	Buccal_mucosa	Anterior_nares	Intertype	#1996f3	#8000ff	#cccccc	8
3	Acidovorax	Alicycliphilus	0.987267385173	5	1	Anterior_nares	Buccal_mucosa	Intertype	#8000ff	#1996f3	#cccccc	8
4	Alicycliphilus	Actinomyces	0.858077989122	1	8	Buccal_mucosa	Supragingival_plaque	Intertype	#1996f3	#ff964f	#cccccc	8
5	Actinomyces	Alicycliphilus	0.858077989122	8	1	Supragingival_plaque	Buccal_mucosa	Intertype	#ff964f	#1996f3	#cccccc	8
6	Alistipes	Akkermansia	0.999035286036	4	1	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	8
7	Akkermansia	Alistipes	0.999035286036	1	4	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	8
8	Anaeroglobus	Abiotrophia	0.92078305264	1	8	Saliva	Buccal_mucosa	Intertype	#7effb5	#1996f3	#cccccc	8
9	Abiotrophia	Anaeroglobus	0.92078305264	8	1	Buccal_mucosa	Saliva	Intertype	#1996f3	#7effb5	#cccccc	8
10	Avibacterium	Acinetobacter	0.9441175905	2	4	Buccal_mucosa	Anterior_nares	Intertype	#1996f3	#8000ff	#cccccc	8
11	Acinetobacter	Avibacterium	0.9441175905	4	2	Anterior_nares	Buccal_mucosa	Intertype	#8000ff	#1996f3	#cccccc	8
12	Bacillus	Acinetobacter	0.856348838578	4	4	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	8
13	Acinetobacter	Bacillus	0.856348838578	4	4	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	8
14	Bacillus	Avibacterium	0.870388279778	4	2	Anterior_nares	Buccal_mucosa	Intertype	#8000ff	#1996f3	#cccccc	8
15	Avibacterium	Bacillus	0.870388279778	2	4	Buccal_mucosa	Anterior_nares	Intertype	#1996f3	#8000ff	#cccccc	8
16	Basfia	Acinetobacter	0.9441175905	2	4	Buccal_mucosa	Anterior_nares	Intertype	#1996f3	#8000ff	#cccccc	8
17	Acinetobacter	Basfia	0.9441175905	4	2	Anterior_nares	Buccal_mucosa	Intertype	#8000ff	#1996f3	#cccccc	8
18	Basfia	Avibacterium	1.0	2	2	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	8
19	Avibacterium	Basfia	1.0	2	2	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	8
20	Basfia	Bacillus	0.870388279778	2	4	Buccal_mucosa	Anterior_nares	Intertype	#1996f3	#8000ff	#cccccc	8
21	Bacillus	Basfia	0.870388279778	4	2	Anterior_nares	Buccal_mucosa	Intertype	#8000ff	#1996f3	#cccccc	8
22	Bibersteinia	Acinetobacter	0.819272049176	2	4	Buccal_mucosa	Anterior_nares	Intertype	#1996f3	#8000ff	#cccccc	8
23	Acinetobacter	Bibersteinia	0.819272049176	4	2	Anterior_nares	Buccal_mucosa	Intertype	#8000ff	#1996f3	#cccccc	8
24	Bibersteinia	Avibacterium	0.933256525257	2	2	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	8
25	Avibacterium	Bibersteinia	0.933256525257	2	2	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	8
26	Bibersteinia	Bacillus	0.812295541611	2	4	Buccal_mucosa	Anterior_nares	Intertype	#1996f3	#8000ff	#cccccc	8
27	Bacillus	Bibersteinia	0.812295541611	4	2	Anterior_nares	Buccal_mucosa	Intertype	#8000ff	#1996f3	#cccccc	8
28	Bibersteinia	Basfia	0.933256525257	2	2	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	8
29	Basfia	Bibersteinia	0.933256525257	2	2	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	8
30	Bifidobacterium	Akkermansia	0.882497503293	2	1	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	8
31	Akkermansia	Bifidobacterium	0.882497503293	1	2	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	8
32	Blautia	Bifidobacterium	0.933256525257	2	2	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	8
33	Bifidobacterium	Blautia	0.933256525257	2	2	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	8
34	Brochothrix	Acidovorax	0.987267385173	1	5	Saliva	Anterior_nares	Intertype	#7effb5	#8000ff	#cccccc	8
35	Acidovorax	Brochothrix	0.987267385173	5	1	Anterior_nares	Saliva	Intertype	#8000ff	#7effb5	#cccccc	8
36	Brochothrix	Actinomyces	0.858077989122	1	8	Saliva	Supragingival_plaque	Intertype	#7effb5	#ff964f	#cccccc	8
37	Actinomyces	Brochothrix	0.858077989122	8	1	Supragingival_plaque	Saliva	Intertype	#ff964f	#7effb5	#cccccc	8
38	Brochothrix	Alicycliphilus	1.0	1	1	Saliva	Buccal_mucosa	Intertype	#7effb5	#1996f3	#cccccc	8
39	Alicycliphilus	Brochothrix	1.0	1	1	Buccal_mucosa	Saliva	Intertype	#1996f3	#7effb5	#cccccc	8
40	Bulleidia	Acidovorax	0.987267385173	1	5	Throat	Anterior_nares	Intertype	#ff5029	#8000ff	#cccccc	8
41	Acidovorax	Bulleidia	0.987267385173	5	1	Anterior_nares	Throat	Intertype	#8000ff	#ff5029	#cccccc	8
42	Bulleidia	Actinomyces	0.858077989122	1	8	Throat	Supragingival_plaque	Intertype	#ff5029	#ff964f	#cccccc	8
43	Actinomyces	Bulleidia	0.858077989122	8	1	Supragingival_plaque	Throat	Intertype	#ff964f	#ff5029	#cccccc	8
44	Bulleidia	Alicycliphilus	1.0	1	1	Throat	Buccal_mucosa	Intertype	#ff5029	#1996f3	#cccccc	8
45	Alicycliphilus	Bulleidia	1.0	1	1	Buccal_mucosa	Throat	Intertype	#1996f3	#ff5029	#cccccc	8
46	Bulleidia	Brochothrix	1.0	1	1	Throat	Saliva	Intertype	#ff5029	#7effb5	#cccccc	8
47	Brochothrix	Bulleidia	1.0	1	1	Saliva	Throat	Intertype	#7effb5	#ff5029	#cccccc	8
48	Butyrivibrio	Aggregatibacter	0.912710162929	1	8	Stool	Mixed	Intertype	#b2f396	#cccccc	#cccccc	8
49	Aggregatibacter	Butyrivibrio	0.912710162929	8	1	Mixed	Stool	Intertype	#cccccc	#b2f396	#cccccc	8
50	Butyrivibrio	Akkermansia	1.0	1	1	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	8
51	Akkermansia	Butyrivibrio	1.0	1	1	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	8
52	Butyrivibrio	Alistipes	0.999035286036	1	4	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	8
53	Alistipes	Butyrivibrio	0.999035286036	4	1	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	8
54	Butyrivibrio	Bacteroides	0.924482750823	1	6	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	8
55	Bacteroides	Butyrivibrio	0.924482750823	6	1	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	8
56	Butyrivibrio	Bifidobacterium	0.882497503293	1	2	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	8
57	Bifidobacterium	Butyrivibrio	0.882497503293	2	1	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	8
58	Cardiobacterium	Anaeroglobus	0.835917318863	6	1	Subgingival_plaque	Saliva	Intertype	#e4cf74	#7effb5	#cccccc	8
59	Anaeroglobus	Cardiobacterium	0.835917318863	1	6	Saliva	Subgingival_plaque	Intertype	#7effb5	#e4cf74	#cccccc	8
60	Centipeda	Acidovorax	0.987267385173	1	5	Subgingival_plaque	Anterior_nares	Intertype	#e4cf74	#8000ff	#cccccc	8
61	Acidovorax	Centipeda	0.987267385173	5	1	Anterior_nares	Subgingival_plaque	Intertype	#8000ff	#e4cf74	#cccccc	8
62	Centipeda	Actinomyces	0.858077989122	1	8	Subgingival_plaque	Supragingival_plaque	Intertype	#e4cf74	#ff964f	#cccccc	8
63	Actinomyces	Centipeda	0.858077989122	8	1	Supragingival_plaque	Subgingival_plaque	Intertype	#ff964f	#e4cf74	#cccccc	8
64	Centipeda	Alicycliphilus	1.0	1	1	Subgingival_plaque	Buccal_mucosa	Intertype	#e4cf74	#1996f3	#cccccc	8
65	Alicycliphilus	Centipeda	1.0	1	1	Buccal_mucosa	Subgingival_plaque	Intertype	#1996f3	#e4cf74	#cccccc	8
66	Centipeda	Brochothrix	1.0	1	1	Subgingival_plaque	Saliva	Intertype	#e4cf74	#7effb5	#cccccc	8
67	Brochothrix	Centipeda	1.0	1	1	Saliva	Subgingival_plaque	Intertype	#7effb5	#e4cf74	#cccccc	8
68	Centipeda	Bulleidia	1.0	1	1	Subgingival_plaque	Throat	Intertype	#e4cf74	#ff5029	#cccccc	8
69	Bulleidia	Centipeda	1.0	1	1	Throat	Subgingival_plaque	Intertype	#ff5029	#e4cf74	#cccccc	8
70	Chlamydia	Bacillus	0.856348838578	3	4	Attached	Anterior_nares	Intertype	#4e4dfc	#8000ff	#cccccc	8
71	Bacillus	Chlamydia	0.856348838578	4	3	Anterior_nares	Attached	Intertype	#8000ff	#4e4dfc	#cccccc	8
72	Clostridium	Akkermansia	0.904761904762	4	1	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	8
73	Akkermansia	Clostridium	0.904761904762	1	4	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	8
74	Clostridium	Bifidobacterium	0.927753785513	4	2	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	8
75	Bifidobacterium	Clostridium	0.927753785513	2	4	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	8
76	Clostridium	Blautia	0.800132264199	4	2	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	8
77	Blautia	Clostridium	0.800132264199	2	4	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	8
78	Clostridium	Butyrivibrio	0.904761904762	4	1	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	8
79	Butyrivibrio	Clostridium	0.904761904762	1	4	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	8
80	Comamonas	Acidovorax	0.987267385173	3	5	Mid_vagina	Anterior_nares	Intertype	#18cde4	#8000ff	#cccccc	8
81	Acidovorax	Comamonas	0.987267385173	5	3	Anterior_nares	Mid_vagina	Intertype	#8000ff	#18cde4	#cccccc	8
82	Comamonas	Actinomyces	0.858077989122	3	8	Mid_vagina	Supragingival_plaque	Intertype	#18cde4	#ff964f	#cccccc	8
83	Actinomyces	Comamonas	0.858077989122	8	3	Supragingival_plaque	Mid_vagina	Intertype	#ff964f	#18cde4	#cccccc	8
84	Comamonas	Alicycliphilus	1.0	3	1	Mid_vagina	Buccal_mucosa	Intertype	#18cde4	#1996f3	#cccccc	8
85	Alicycliphilus	Comamonas	1.0	1	3	Buccal_mucosa	Mid_vagina	Intertype	#1996f3	#18cde4	#cccccc	8
86	Comamonas	Brochothrix	1.0	3	1	Mid_vagina	Saliva	Intertype	#18cde4	#7effb5	#cccccc	8
87	Brochothrix	Comamonas	1.0	1	3	Saliva	Mid_vagina	Intertype	#7effb5	#18cde4	#cccccc	8
88	Comamonas	Bulleidia	1.0	3	1	Mid_vagina	Throat	Intertype	#18cde4	#ff5029	#cccccc	8
89	Bulleidia	Comamonas	1.0	1	3	Throat	Mid_vagina	Intertype	#ff5029	#18cde4	#cccccc	8
90	Comamonas	Centipeda	1.0	3	1	Mid_vagina	Subgingival_plaque	Intertype	#18cde4	#e4cf74	#cccccc	8
91	Centipeda	Comamonas	1.0	1	3	Subgingival_plaque	Mid_vagina	Intertype	#e4cf74	#18cde4	#cccccc	8
92	Conchiformibius	Abiotrophia	0.92078305264	1	8	Throat	Buccal_mucosa	Intertype	#ff5029	#1996f3	#cccccc	8
