	source	target	weight	source_freq	target_freq	first_sample	second_sample	edge_sample	fscolor	sscolor	edcolor	num_samps
0	Afipia	Acidovorax	1.0	1	1	Throat	Anterior_nares	Intertype	#ff5029	#8000ff	#cccccc	9
1	Acidovorax	Afipia	1.0	1	1	Anterior_nares	Throat	Intertype	#8000ff	#ff5029	#cccccc	9
2	Alistipes	Akkermansia	0.883883476483	2	1	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	9
3	Akkermansia	Alistipes	0.883883476483	1	2	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	9
4	Alloprevotella	Akkermansia	1.0	1	1	Attached	Stool	Intertype	#4e4dfc	#b2f396	#cccccc	9
5	Akkermansia	Alloprevotella	1.0	1	1	Stool	Attached	Intertype	#b2f396	#4e4dfc	#cccccc	9
6	Alloprevotella	Alistipes	0.883883476483	1	2	Attached	Stool	Intertype	#4e4dfc	#b2f396	#cccccc	9
7	Alistipes	Alloprevotella	0.883883476483	2	1	Stool	Attached	Intertype	#b2f396	#4e4dfc	#cccccc	9
8	Bacillus	Acidovorax	1.0	1	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	9
9	Acidovorax	Bacillus	1.0	1	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	9
10	Bacillus	Afipia	1.0	1	1	Anterior_nares	Throat	Intertype	#8000ff	#ff5029	#cccccc	9
11	Afipia	Bacillus	1.0	1	1	Throat	Anterior_nares	Intertype	#ff5029	#8000ff	#cccccc	9
12	Bosea	Acidovorax	1.0	1	1	Posterior_fornix	Anterior_nares	Intertype	#4df3ce	#8000ff	#cccccc	9
13	Acidovorax	Bosea	1.0	1	1	Anterior_nares	Posterior_fornix	Intertype	#8000ff	#4df3ce	#cccccc	9
14	Bosea	Afipia	1.0	1	1	Posterior_fornix	Throat	Intertype	#4df3ce	#ff5029	#cccccc	9
15	Afipia	Bosea	1.0	1	1	Throat	Posterior_fornix	Intertype	#ff5029	#4df3ce	#cccccc	9
16	Bosea	Bacillus	1.0	1	1	Posterior_fornix	Anterior_nares	Intertype	#4df3ce	#8000ff	#cccccc	9
17	Bacillus	Bosea	1.0	1	1	Anterior_nares	Posterior_fornix	Intertype	#8000ff	#4df3ce	#cccccc	9
18	Burkholderia	Brevibacterium	1.0	1	1	Posterior_fornix	Posterior_fornix	Posterior_fornix	#4df3ce	#4df3ce	#4df3ce	9
19	Brevibacterium	Burkholderia	1.0	1	1	Posterior_fornix	Posterior_fornix	Posterior_fornix	#4df3ce	#4df3ce	#4df3ce	9
20	Capnocytophaga	Akkermansia	1.0	1	1	Supragingival_plaque	Stool	Intertype	#ff964f	#b2f396	#cccccc	9
21	Akkermansia	Capnocytophaga	1.0	1	1	Stool	Supragingival_plaque	Intertype	#b2f396	#ff964f	#cccccc	9
22	Capnocytophaga	Alistipes	0.883883476483	1	2	Supragingival_plaque	Stool	Intertype	#ff964f	#b2f396	#cccccc	9
23	Alistipes	Capnocytophaga	0.883883476483	2	1	Stool	Supragingival_plaque	Intertype	#b2f396	#ff964f	#cccccc	9
24	Capnocytophaga	Alloprevotella	1.0	1	1	Supragingival_plaque	Attached	Intertype	#ff964f	#4e4dfc	#cccccc	9
25	Alloprevotella	Capnocytophaga	1.0	1	1	Attached	Supragingival_plaque	Intertype	#4e4dfc	#ff964f	#cccccc	9
26	Chlamydia	Actinomyces	0.979911869878	2	1	Attached	Supragingival_plaque	Intertype	#4e4dfc	#ff964f	#cccccc	9
27	Actinomyces	Chlamydia	0.979911869878	1	2	Supragingival_plaque	Attached	Intertype	#ff964f	#4e4dfc	#cccccc	9
28	Chryseobacterium	Brevibacterium	1.0	1	1	Attached	Posterior_fornix	Intertype	#4e4dfc	#4df3ce	#cccccc	9
29	Brevibacterium	Chryseobacterium	1.0	1	1	Posterior_fornix	Attached	Intertype	#4df3ce	#4e4dfc	#cccccc	9
30	Chryseobacterium	Burkholderia	1.0	1	1	Attached	Posterior_fornix	Intertype	#4e4dfc	#4df3ce	#cccccc	9
31	Burkholderia	Chryseobacterium	1.0	1	1	Posterior_fornix	Attached	Intertype	#4df3ce	#4e4dfc	#cccccc	9
32	Comamonas	Acidovorax	1.0	1	1	Mid_vagina	Anterior_nares	Intertype	#18cde4	#8000ff	#cccccc	9
33	Acidovorax	Comamonas	1.0	1	1	Anterior_nares	Mid_vagina	Intertype	#8000ff	#18cde4	#cccccc	9
34	Comamonas	Afipia	1.0	1	1	Mid_vagina	Throat	Intertype	#18cde4	#ff5029	#cccccc	9
35	Afipia	Comamonas	1.0	1	1	Throat	Mid_vagina	Intertype	#ff5029	#18cde4	#cccccc	9
36	Comamonas	Bacillus	1.0	1	1	Mid_vagina	Anterior_nares	Intertype	#18cde4	#8000ff	#cccccc	9
37	Bacillus	Comamonas	1.0	1	1	Anterior_nares	Mid_vagina	Intertype	#8000ff	#18cde4	#cccccc	9
38	Comamonas	Bosea	1.0	1	1	Mid_vagina	Posterior_fornix	Intertype	#18cde4	#4df3ce	#cccccc	9
39	Bosea	Comamonas	1.0	1	1	Posterior_fornix	Mid_vagina	Intertype	#4df3ce	#18cde4	#cccccc	9
40	Dolosigranulum	Akkermansia	1.0	1	1	Anterior_nares	Stool	Intertype	#8000ff	#b2f396	#cccccc	9
41	Akkermansia	Dolosigranulum	1.0	1	1	Stool	Anterior_nares	Intertype	#b2f396	#8000ff	#cccccc	9
42	Dolosigranulum	Alistipes	0.883883476483	1	2	Anterior_nares	Stool	Intertype	#8000ff	#b2f396	#cccccc	9
43	Alistipes	Dolosigranulum	0.883883476483	2	1	Stool	Anterior_nares	Intertype	#b2f396	#8000ff	#cccccc	9
44	Dolosigranulum	Alloprevotella	1.0	1	1	Anterior_nares	Attached	Intertype	#8000ff	#4e4dfc	#cccccc	9
45	Alloprevotella	Dolosigranulum	1.0	1	1	Attached	Anterior_nares	Intertype	#4e4dfc	#8000ff	#cccccc	9
46	Dolosigranulum	Capnocytophaga	1.0	1	1	Anterior_nares	Supragingival_plaque	Intertype	#8000ff	#ff964f	#cccccc	9
47	Capnocytophaga	Dolosigranulum	1.0	1	1	Supragingival_plaque	Anterior_nares	Intertype	#ff964f	#8000ff	#cccccc	9
48	Enhydrobacter	Acidovorax	1.0	1	1	Posterior_fornix	Anterior_nares	Intertype	#4df3ce	#8000ff	#cccccc	9
49	Acidovorax	Enhydrobacter	1.0	1	1	Anterior_nares	Posterior_fornix	Intertype	#8000ff	#4df3ce	#cccccc	9
50	Enhydrobacter	Afipia	1.0	1	1	Posterior_fornix	Throat	Intertype	#4df3ce	#ff5029	#cccccc	9
51	Afipia	Enhydrobacter	1.0	1	1	Throat	Posterior_fornix	Intertype	#ff5029	#4df3ce	#cccccc	9
52	Enhydrobacter	Bacillus	1.0	1	1	Posterior_fornix	Anterior_nares	Intertype	#4df3ce	#8000ff	#cccccc	9
53	Bacillus	Enhydrobacter	1.0	1	1	Anterior_nares	Posterior_fornix	Intertype	#8000ff	#4df3ce	#cccccc	9
54	Enhydrobacter	Bosea	1.0	1	1	Posterior_fornix	Posterior_fornix	Posterior_fornix	#4df3ce	#4df3ce	#4df3ce	9
55	Bosea	Enhydrobacter	1.0	1	1	Posterior_fornix	Posterior_fornix	Posterior_fornix	#4df3ce	#4df3ce	#4df3ce	9
56	Enhydrobacter	Comamonas	1.0	1	1	Posterior_fornix	Mid_vagina	Intertype	#4df3ce	#18cde4	#cccccc	9
57	Comamonas	Enhydrobacter	1.0	1	1	Mid_vagina	Posterior_fornix	Intertype	#18cde4	#4df3ce	#cccccc	9
58	Enterobacter	Akkermansia	1.0	1	1	Anterior_nares	Stool	Intertype	#8000ff	#b2f396	#cccccc	9
59	Akkermansia	Enterobacter	1.0	1	1	Stool	Anterior_nares	Intertype	#b2f396	#8000ff	#cccccc	9
60	Enterobacter	Alistipes	0.883883476483	1	2	Anterior_nares	Stool	Intertype	#8000ff	#b2f396	#cccccc	9
61	Alistipes	Enterobacter	0.883883476483	2	1	Stool	Anterior_nares	Intertype	#b2f396	#8000ff	#cccccc	9
62	Enterobacter	Alloprevotella	1.0	1	1	Anterior_nares	Attached	Intertype	#8000ff	#4e4dfc	#cccccc	9
63	Alloprevotella	Enterobacter	1.0	1	1	Attached	Anterior_nares	Intertype	#4e4dfc	#8000ff	#cccccc	9
64	Enterobacter	Capnocytophaga	1.0	1	1	Anterior_nares	Supragingival_plaque	Intertype	#8000ff	#ff964f	#cccccc	9
65	Capnocytophaga	Enterobacter	1.0	1	1	Supragingival_plaque	Anterior_nares	Intertype	#ff964f	#8000ff	#cccccc	9
66	Enterobacter	Dolosigranulum	1.0	1	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	9
67	Dolosigranulum	Enterobacter	1.0	1	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	9
68	Eubacterium	Akkermansia	1.0	1	1	Subgingival_plaque	Stool	Intertype	#e4cf74	#b2f396	#cccccc	9
69	Akkermansia	Eubacterium	1.0	1	1	Stool	Subgingival_plaque	Intertype	#b2f396	#e4cf74	#cccccc	9
70	Eubacterium	Alistipes	0.883883476483	1	2	Subgingival_plaque	Stool	Intertype	#e4cf74	#b2f396	#cccccc	9
71	Alistipes	Eubacterium	0.883883476483	2	1	Stool	Subgingival_plaque	Intertype	#b2f396	#e4cf74	#cccccc	9
72	Eubacterium	Alloprevotella	1.0	1	1	Subgingival_plaque	Attached	Intertype	#e4cf74	#4e4dfc	#cccccc	9
73	Alloprevotella	Eubacterium	1.0	1	1	Attached	Subgingival_plaque	Intertype	#4e4dfc	#e4cf74	#cccccc	9
