	source	target	weight	source_freq	target_freq	first_sample	second_sample	edge_sample	fscolor	sscolor	edcolor	num_samps
0	Arcanobacterium	Afipia	1.0	1	1	Anterior_nares	Throat	Intertype	#8000ff	#ff5029	#cccccc	7
1	Afipia	Arcanobacterium	1.0	1	1	Throat	Anterior_nares	Intertype	#ff5029	#8000ff	#cccccc	7
2	Arthrobacter	Aliterella	1.0	1	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	7
3	Aliterella	Arthrobacter	1.0	1	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	7
4	Atopobacter	Amphibacillus	1.0	1	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	7
5	Amphibacillus	Atopobacter	1.0	1	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	7
6	Aureimonas	Afipia	1.0	1	1	Anterior_nares	Throat	Intertype	#8000ff	#ff5029	#cccccc	7
7	Afipia	Aureimonas	1.0	1	1	Throat	Anterior_nares	Intertype	#ff5029	#8000ff	#cccccc	7
8	Aureimonas	Arcanobacterium	1.0	1	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	7
9	Arcanobacterium	Aureimonas	1.0	1	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	7
10	Azohydromonas	Aliterella	1.0	1	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	7
11	Aliterella	Azohydromonas	1.0	1	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	7
12	Azohydromonas	Arthrobacter	1.0	1	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	7
13	Arthrobacter	Azohydromonas	1.0	1	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	7
14	Blautia	Barnesiella	1.0	1	1	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	7
15	Barnesiella	Blautia	1.0	1	1	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	7
16	Calothrix	Aerococcus	0.860662965824	2	2	Anterior_nares	Posterior_fornix	Intertype	#8000ff	#4df3ce	#cccccc	7
17	Aerococcus	Calothrix	0.860662965824	2	2	Posterior_fornix	Anterior_nares	Intertype	#4df3ce	#8000ff	#cccccc	7
18	Calothrix	Amphibacillus	0.944444444444	2	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	7
19	Amphibacillus	Calothrix	0.944444444444	1	2	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	7
20	Calothrix	Atopobacter	0.944444444444	2	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	7
21	Atopobacter	Calothrix	0.944444444444	1	2	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	7
22	Capnocytophaga	Aliterella	0.915777325007	4	1	Supragingival_plaque	Anterior_nares	Intertype	#ff964f	#8000ff	#cccccc	7
23	Aliterella	Capnocytophaga	0.915777325007	1	4	Anterior_nares	Supragingival_plaque	Intertype	#8000ff	#ff964f	#cccccc	7
24	Capnocytophaga	Arthrobacter	0.915777325007	4	1	Supragingival_plaque	Anterior_nares	Intertype	#ff964f	#8000ff	#cccccc	7
25	Arthrobacter	Capnocytophaga	0.915777325007	1	4	Anterior_nares	Supragingival_plaque	Intertype	#8000ff	#ff964f	#cccccc	7
26	Capnocytophaga	Azohydromonas	0.915777325007	4	1	Supragingival_plaque	Anterior_nares	Intertype	#ff964f	#8000ff	#cccccc	7
27	Azohydromonas	Capnocytophaga	0.915777325007	1	4	Anterior_nares	Supragingival_plaque	Intertype	#8000ff	#ff964f	#cccccc	7
28	Clostridium	Barnesiella	0.987456948465	2	1	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	7
29	Barnesiella	Clostridium	0.987456948465	1	2	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	7
30	Clostridium	Blautia	0.987456948465	2	1	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	7
31	Blautia	Clostridium	0.987456948465	1	2	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	7
32	Coprococcus	Barnesiella	0.843373856175	2	1	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	7
33	Barnesiella	Coprococcus	0.843373856175	1	2	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	7
34	Coprococcus	Blautia	0.843373856175	2	1	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	7
35	Blautia	Coprococcus	0.843373856175	1	2	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	7
36	Coprococcus	Clostridium	0.91763315686	2	2	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	7
37	Clostridium	Coprococcus	0.91763315686	2	2	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	7
38	Corynebacterium	Coprococcus	0.820307696376	7	2	Supragingival_plaque	Stool	Intertype	#ff964f	#b2f396	#cccccc	7
39	Coprococcus	Corynebacterium	0.820307696376	2	7	Stool	Supragingival_plaque	Intertype	#b2f396	#ff964f	#cccccc	7
40	Crocosphaera	Afipia	1.0	1	1	Anterior_nares	Throat	Intertype	#8000ff	#ff5029	#cccccc	7
41	Afipia	Crocosphaera	1.0	1	1	Throat	Anterior_nares	Intertype	#ff5029	#8000ff	#cccccc	7
42	Crocosphaera	Arcanobacterium	1.0	1	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	7
43	Arcanobacterium	Crocosphaera	1.0	1	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	7
44	Crocosphaera	Aureimonas	1.0	1	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	7
45	Aureimonas	Crocosphaera	1.0	1	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	7
46	Delftia	Aliterella	1.0	1	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	7
47	Aliterella	Delftia	1.0	1	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	7
48	Delftia	Arthrobacter	1.0	1	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	7
49	Arthrobacter	Delftia	1.0	1	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	7
50	Delftia	Azohydromonas	1.0	1	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	7
51	Azohydromonas	Delftia	1.0	1	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	7
52	Delftia	Capnocytophaga	0.915777325007	1	4	Anterior_nares	Supragingival_plaque	Intertype	#8000ff	#ff964f	#cccccc	7
53	Capnocytophaga	Delftia	0.915777325007	4	1	Supragingival_plaque	Anterior_nares	Intertype	#ff964f	#8000ff	#cccccc	7
54	Dialister	Barnesiella	0.998701996523	2	1	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	7
55	Barnesiella	Dialister	0.998701996523	1	2	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	7
56	Dialister	Blautia	0.998701996523	2	1	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	7
57	Blautia	Dialister	0.998701996523	1	2	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	7
58	Dialister	Coprococcus	0.869647641076	2	2	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	7
59	Coprococcus	Dialister	0.869647641076	2	2	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	7
60	Dolosigranulum	Aerococcus	0.947360929789	3	2	Anterior_nares	Posterior_fornix	Intertype	#8000ff	#4df3ce	#cccccc	7
61	Aerococcus	Dolosigranulum	0.947360929789	2	3	Posterior_fornix	Anterior_nares	Intertype	#4df3ce	#8000ff	#cccccc	7
62	Dolosigranulum	Calothrix	0.81832034743	3	2	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	7
63	Calothrix	Dolosigranulum	0.81832034743	2	3	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	7
64	Enhydrobacter	Brevundimonas	1.0	1	1	Posterior_fornix	Anterior_nares	Intertype	#4df3ce	#8000ff	#cccccc	7
65	Brevundimonas	Enhydrobacter	1.0	1	1	Anterior_nares	Posterior_fornix	Intertype	#8000ff	#4df3ce	#cccccc	7
66	Escherichia	Enterobacter	1.0	1	1	Stool	Anterior_nares	Intertype	#b2f396	#8000ff	#cccccc	7
67	Enterobacter	Escherichia	1.0	1	1	Anterior_nares	Stool	Intertype	#8000ff	#b2f396	#cccccc	7
68	Eubacterium	Afipia	1.0	1	1	Subgingival_plaque	Throat	Intertype	#e4cf74	#ff5029	#cccccc	7
69	Afipia	Eubacterium	1.0	1	1	Throat	Subgingival_plaque	Intertype	#ff5029	#e4cf74	#cccccc	7
70	Eubacterium	Arcanobacterium	1.0	1	1	Subgingival_plaque	Anterior_nares	Intertype	#e4cf74	#8000ff	#cccccc	7
71	Arcanobacterium	Eubacterium	1.0	1	1	Anterior_nares	Subgingival_plaque	Intertype	#8000ff	#e4cf74	#cccccc	7
72	Eubacterium	Aureimonas	1.0	1	1	Subgingival_plaque	Anterior_nares	Intertype	#e4cf74	#8000ff	#cccccc	7
73	Aureimonas	Eubacterium	1.0	1	1	Anterior_nares	Subgingival_plaque	Intertype	#8000ff	#e4cf74	#cccccc	7
74	Eubacterium	Crocosphaera	1.0	1	1	Subgingival_plaque	Anterior_nares	Intertype	#e4cf74	#8000ff	#cccccc	7
75	Crocosphaera	Eubacterium	1.0	1	1	Anterior_nares	Subgingival_plaque	Intertype	#8000ff	#e4cf74	#cccccc	7
76	Exiguobacterium	Afipia	1.0	1	1	Anterior_nares	Throat	Intertype	#8000ff	#ff5029	#cccccc	7
77	Afipia	Exiguobacterium	1.0	1	1	Throat	Anterior_nares	Intertype	#ff5029	#8000ff	#cccccc	7
78	Exiguobacterium	Arcanobacterium	1.0	1	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	7
79	Arcanobacterium	Exiguobacterium	1.0	1	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	7
80	Exiguobacterium	Aureimonas	1.0	1	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	7
81	Aureimonas	Exiguobacterium	1.0	1	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	7
82	Exiguobacterium	Crocosphaera	1.0	1	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	7
83	Crocosphaera	Exiguobacterium	1.0	1	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	7
84	Exiguobacterium	Eubacterium	1.0	1	1	Anterior_nares	Subgingival_plaque	Intertype	#8000ff	#e4cf74	#cccccc	7
85	Eubacterium	Exiguobacterium	1.0	1	1	Subgingival_plaque	Anterior_nares	Intertype	#e4cf74	#8000ff	#cccccc	7
86	Facklamia	Aerococcus	1.0	2	2	Posterior_fornix	Posterior_fornix	Posterior_fornix	#4df3ce	#4df3ce	#4df3ce	7
87	Aerococcus	Facklamia	1.0	2	2	Posterior_fornix	Posterior_fornix	Posterior_fornix	#4df3ce	#4df3ce	#4df3ce	7
88	Facklamia	Calothrix	0.860662965824	2	2	Posterior_fornix	Anterior_nares	Intertype	#4df3ce	#8000ff	#cccccc	7
89	Calothrix	Facklamia	0.860662965824	2	2	Anterior_nares	Posterior_fornix	Intertype	#8000ff	#4df3ce	#cccccc	7
90	Facklamia	Dolosigranulum	0.947360929789	2	3	Posterior_fornix	Anterior_nares	Intertype	#4df3ce	#8000ff	#cccccc	7
91	Dolosigranulum	Facklamia	0.947360929789	3	2	Anterior_nares	Posterior_fornix	Intertype	#8000ff	#4df3ce	#cccccc	7
92	Fusobacterium	Bifidobacterium	0.999145309425	1	2	Tongue_dorsum	Stool	Intertype	#ff0000	#b2f396	#cccccc	7
93	Bifidobacterium	Fusobacterium	0.999145309425	2	1	Stool	Tongue_dorsum	Intertype	#b2f396	#ff0000	#cccccc	7
94	Granulicatella	Aliterella	0.911258556537	3	1	Attached	Anterior_nares	Intertype	#4e4dfc	#8000ff	#cccccc	7
95	Aliterella	Granulicatella	0.911258556537	1	3	Anterior_nares	Attached	Intertype	#8000ff	#4e4dfc	#cccccc	7
96	Granulicatella	Arthrobacter	0.911258556537	3	1	Attached	Anterior_nares	Intertype	#4e4dfc	#8000ff	#cccccc	7
97	Arthrobacter	Granulicatella	0.911258556537	1	3	Anterior_nares	Attached	Intertype	#8000ff	#4e4dfc	#cccccc	7
98	Granulicatella	Azohydromonas	0.911258556537	3	1	Attached	Anterior_nares	Intertype	#4e4dfc	#8000ff	#cccccc	7
99	Azohydromonas	Granulicatella	0.911258556537	1	3	Anterior_nares	Attached	Intertype	#8000ff	#4e4dfc	#cccccc	7
100	Granulicatella	Delftia	0.911258556537	3	1	Attached	Anterior_nares	Intertype	#4e4dfc	#8000ff	#cccccc	7
101	Delftia	Granulicatella	0.911258556537	1	3	Anterior_nares	Attached	Intertype	#8000ff	#4e4dfc	#cccccc	7
102	Gulbenkiania	Afipia	1.0	1	1	Anterior_nares	Throat	Intertype	#8000ff	#ff5029	#cccccc	7
103	Afipia	Gulbenkiania	1.0	1	1	Throat	Anterior_nares	Intertype	#ff5029	#8000ff	#cccccc	7
104	Gulbenkiania	Arcanobacterium	1.0	1	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	7
105	Arcanobacterium	Gulbenkiania	1.0	1	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	7
106	Gulbenkiania	Aureimonas	1.0	1	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	7
107	Aureimonas	Gulbenkiania	1.0	1	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	7
108	Gulbenkiania	Crocosphaera	1.0	1	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	7
109	Crocosphaera	Gulbenkiania	1.0	1	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	7
110	Gulbenkiania	Eubacterium	1.0	1	1	Anterior_nares	Subgingival_plaque	Intertype	#8000ff	#e4cf74	#cccccc	7
111	Eubacterium	Gulbenkiania	1.0	1	1	Subgingival_plaque	Anterior_nares	Intertype	#e4cf74	#8000ff	#cccccc	7
112	Gulbenkiania	Exiguobacterium	1.0	1	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	7
113	Exiguobacterium	Gulbenkiania	1.0	1	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	7
114	Helicobacter	Afipia	1.0	1	1	Anterior_nares	Throat	Intertype	#8000ff	#ff5029	#cccccc	7
115	Afipia	Helicobacter	1.0	1	1	Throat	Anterior_nares	Intertype	#ff5029	#8000ff	#cccccc	7
116	Helicobacter	Arcanobacterium	1.0	1	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	7
117	Arcanobacterium	Helicobacter	1.0	1	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	7
118	Helicobacter	Aureimonas	1.0	1	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	7
119	Aureimonas	Helicobacter	1.0	1	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	7
120	Helicobacter	Crocosphaera	1.0	1	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	7
121	Crocosphaera	Helicobacter	1.0	1	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	7
122	Helicobacter	Eubacterium	1.0	1	1	Anterior_nares	Subgingival_plaque	Intertype	#8000ff	#e4cf74	#cccccc	7
123	Eubacterium	Helicobacter	1.0	1	1	Subgingival_plaque	Anterior_nares	Intertype	#e4cf74	#8000ff	#cccccc	7
124	Helicobacter	Exiguobacterium	1.0	1	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	7
125	Exiguobacterium	Helicobacter	1.0	1	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	7
126	Helicobacter	Gulbenkiania	1.0	1	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	7
127	Gulbenkiania	Helicobacter	1.0	1	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	7
128	Kingella	Afipia	0.905821627316	4	1	Supragingival_plaque	Throat	Intertype	#ff964f	#ff5029	#cccccc	7
