	source	target	weight	source_freq	target_freq	first_sample	second_sample	edge_sample	fscolor	sscolor	edcolor	spect_cluster	commun_cluster	spect_color	comm_color
0	[Eubacterium] rectale	[Eubacterium] infirmum	0.9801960588200002	4	2	Stool	Subgingival_plaque	Intertype	#b2f396	#e4cf74	#cccccc	7.0	1.0	#ffa558	#4856fb
1	[Eubacterium] infirmum	[Eubacterium] rectale	0.9801960588200002	2	4	Subgingival_plaque	Stool	Intertype	#e4cf74	#b2f396	#cccccc	7.0	1.0	#ffa558	#4856fb
2	[Eubacterium] sulci	[Eubacterium] infirmum	0.924772198928	7	2	Tongue_dorsum	Subgingival_plaque	Intertype	#ff0000	#e4cf74	#cccccc	8.0	2.0	#ff592d	#10a2f0
3	[Eubacterium] infirmum	[Eubacterium] sulci	0.924772198928	2	7	Subgingival_plaque	Tongue_dorsum	Intertype	#e4cf74	#ff0000	#cccccc	7.0	1.0	#ffa558	#4856fb
4	[Haemophilus] ducreyi	[Actinobacillus] muris	1.0	2	2	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	1.0	0.0	#4856fb	#8000ff
5	[Actinobacillus] muris	[Haemophilus] ducreyi	1.0	2	2	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	1.0	0.0	#4856fb	#8000ff
6	[Haemophilus] parasuis	[Actinobacillus] muris	0.917328644212	6	2	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	1.0	0.0	#4856fb	#8000ff
7	[Actinobacillus] muris	[Haemophilus] parasuis	0.917328644212	2	6	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	1.0	0.0	#4856fb	#8000ff
8	[Haemophilus] parasuis	[Haemophilus] ducreyi	0.917328644212	6	2	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	1.0	0.0	#4856fb	#8000ff
9	[Haemophilus] ducreyi	[Haemophilus] parasuis	0.917328644212	2	6	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	1.0	0.0	#4856fb	#8000ff
10	[Mannheimia] succiniciproducens	[Actinobacillus] muris	1.0	2	2	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	1.0	0.0	#4856fb	#8000ff
11	[Actinobacillus] muris	[Mannheimia] succiniciproducens	1.0	2	2	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	1.0	0.0	#4856fb	#8000ff
12	[Mannheimia] succiniciproducens	[Haemophilus] ducreyi	1.0	2	2	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	1.0	0.0	#4856fb	#8000ff
13	[Haemophilus] ducreyi	[Mannheimia] succiniciproducens	1.0	2	2	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	1.0	0.0	#4856fb	#8000ff
14	[Mannheimia] succiniciproducens	[Haemophilus] parasuis	0.917328644212	2	6	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	1.0	0.0	#4856fb	#8000ff
15	[Haemophilus] parasuis	[Mannheimia] succiniciproducens	0.917328644212	6	2	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	1.0	0.0	#4856fb	#8000ff
16	Acidovorax delafieldii	Acidovorax caeni	0.979863710097	1	2	Buccal_mucosa	Anterior_nares	Intertype	#1996f3	#8000ff	#cccccc	6.0	4.0	#d4dd80	#62fbc4
17	Acidovorax caeni	Acidovorax delafieldii	0.979863710097	2	1	Anterior_nares	Buccal_mucosa	Intertype	#8000ff	#1996f3	#cccccc	6.0	4.0	#d4dd80	#62fbc4
18	Acidovorax ebreus	Acidovorax caeni	0.979863710097	1	2	Buccal_mucosa	Anterior_nares	Intertype	#1996f3	#8000ff	#cccccc	6.0	4.0	#d4dd80	#62fbc4
19	Acidovorax caeni	Acidovorax ebreus	0.979863710097	2	1	Anterior_nares	Buccal_mucosa	Intertype	#8000ff	#1996f3	#cccccc	6.0	4.0	#d4dd80	#62fbc4
20	Acidovorax ebreus	Acidovorax delafieldii	1.0	1	1	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	6.0	4.0	#d4dd80	#62fbc4
21	Acidovorax delafieldii	Acidovorax ebreus	1.0	1	1	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	6.0	4.0	#d4dd80	#62fbc4
22	Acidovorax sp. JS42	Acidovorax caeni	0.979863710097	1	2	Buccal_mucosa	Anterior_nares	Intertype	#1996f3	#8000ff	#cccccc	6.0	4.0	#d4dd80	#62fbc4
23	Acidovorax caeni	Acidovorax sp. JS42	0.979863710097	2	1	Anterior_nares	Buccal_mucosa	Intertype	#8000ff	#1996f3	#cccccc	6.0	4.0	#d4dd80	#62fbc4
24	Acidovorax sp. JS42	Acidovorax delafieldii	1.0	1	1	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	6.0	4.0	#d4dd80	#62fbc4
25	Acidovorax delafieldii	Acidovorax sp. JS42	1.0	1	1	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	6.0	4.0	#d4dd80	#62fbc4
26	Acidovorax sp. JS42	Acidovorax ebreus	1.0	1	1	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	6.0	4.0	#d4dd80	#62fbc4
27	Acidovorax ebreus	Acidovorax sp. JS42	1.0	1	1	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	6.0	4.0	#d4dd80	#62fbc4
28	Acidovorax temperans	Acidovorax caeni	0.979457574208	3	2	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	6.0	4.0	#d4dd80	#62fbc4
29	Acidovorax caeni	Acidovorax temperans	0.979457574208	2	3	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	6.0	4.0	#d4dd80	#62fbc4
