	source	target	weight	source_freq	target_freq	first_sample	second_sample	edge_sample	fscolor	sscolor	edcolor	spect_cluster	commun_cluster	spect_color	comm_color
0	Acinetobacter baumannii	[Clostridium] leptum	0.999172940184	1	2	Attached	Anterior_nares	Intertype	#4e4dfc	#8000ff	#cccccc	6.0	0.0	#d4dd80	#8000ff
1	[Clostridium] leptum	Acinetobacter baumannii	0.999172940184	2	1	Anterior_nares	Attached	Intertype	#8000ff	#4e4dfc	#cccccc	6.0	0.0	#d4dd80	#8000ff
2	Acinetobacter johnsonii	Acinetobacter baumannii	0.998474977871	2	1	Anterior_nares	Attached	Intertype	#8000ff	#4e4dfc	#cccccc	6.0	0.0	#d4dd80	#8000ff
3	Acinetobacter baumannii	Acinetobacter johnsonii	0.998474977871	1	2	Attached	Anterior_nares	Intertype	#4e4dfc	#8000ff	#cccccc	6.0	0.0	#d4dd80	#8000ff
4	Acinetobacter junii	Acinetobacter baumannii	0.999357827556	2	1	Anterior_nares	Attached	Intertype	#8000ff	#4e4dfc	#cccccc	6.0	0.0	#d4dd80	#8000ff
5	Acinetobacter baumannii	Acinetobacter junii	0.999357827556	1	2	Attached	Anterior_nares	Intertype	#4e4dfc	#8000ff	#cccccc	6.0	0.0	#d4dd80	#8000ff
6	Acinetobacter lwoffii	[Clostridium] leptum	0.999172940184	1	2	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	6.0	0.0	#d4dd80	#8000ff
7	[Clostridium] leptum	Acinetobacter lwoffii	0.999172940184	2	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	6.0	0.0	#d4dd80	#8000ff
8	Acinetobacter lwoffii	Acinetobacter baumannii	1.0	1	1	Anterior_nares	Attached	Intertype	#8000ff	#4e4dfc	#cccccc	6.0	0.0	#d4dd80	#8000ff
9	Acinetobacter baumannii	Acinetobacter lwoffii	1.0	1	1	Attached	Anterior_nares	Intertype	#4e4dfc	#8000ff	#cccccc	6.0	0.0	#d4dd80	#8000ff
10	Acinetobacter lwoffii	Acinetobacter johnsonii	0.998474977871	1	2	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	6.0	0.0	#d4dd80	#8000ff
11	Acinetobacter johnsonii	Acinetobacter lwoffii	0.998474977871	2	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	6.0	0.0	#d4dd80	#8000ff
12	Acinetobacter lwoffii	Acinetobacter junii	0.999357827556	1	2	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	6.0	0.0	#d4dd80	#8000ff
13	Acinetobacter junii	Acinetobacter lwoffii	0.999357827556	2	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	6.0	0.0	#d4dd80	#8000ff
