	source	target	weight	source_freq	target_freq	first_sample	second_sample	edge_sample	fscolor	sscolor	edcolor	spect_cluster	commun_cluster	spect_color	comm_color
0	Actinomyces meyeri	Actinomyces graevenitzii	0.9109906575	6	2	Subgingival_plaque	Tongue_dorsum	Intertype	#e4cf74	#ff0000	#cccccc	5.0	2.0	#9bfba5	#01b3ec
1	Actinomyces graevenitzii	Actinomyces meyeri	0.9109906575	2	6	Tongue_dorsum	Subgingival_plaque	Intertype	#ff0000	#e4cf74	#cccccc	5.0	2.0	#9bfba5	#01b3ec
2	Actinomyces slackii	[Eubacterium] infirmum	0.8661380721520001	1	3	Supragingival_plaque	Subgingival_plaque	Intertype	#ff964f	#e4cf74	#cccccc	3.0	0.0	#2adddd	#8000ff
3	[Eubacterium] infirmum	Actinomyces slackii	0.8661380721520001	3	1	Subgingival_plaque	Supragingival_plaque	Intertype	#e4cf74	#ff964f	#cccccc	3.0	0.0	#2adddd	#8000ff
4	Actinomyces slackii	Actinomyces odontolyticus	0.981019003089	1	7	Supragingival_plaque	Tongue_dorsum	Intertype	#ff964f	#ff0000	#cccccc	3.0	0.0	#2adddd	#8000ff
5	Actinomyces odontolyticus	Actinomyces slackii	0.981019003089	7	1	Tongue_dorsum	Supragingival_plaque	Intertype	#ff0000	#ff964f	#cccccc	3.0	0.0	#2adddd	#8000ff
6	Actinomyces sp. ICM47	[Eubacterium] infirmum	0.8661380721520001	1	3	Tongue_dorsum	Subgingival_plaque	Intertype	#ff0000	#e4cf74	#cccccc	3.0	0.0	#2adddd	#8000ff
7	[Eubacterium] infirmum	Actinomyces sp. ICM47	0.8661380721520001	3	1	Subgingival_plaque	Tongue_dorsum	Intertype	#e4cf74	#ff0000	#cccccc	3.0	0.0	#2adddd	#8000ff
8	Actinomyces sp. ICM47	Actinomyces odontolyticus	0.981019003089	1	7	Tongue_dorsum	Tongue_dorsum	Tongue_dorsum	#ff0000	#ff0000	#ff0000	3.0	0.0	#2adddd	#8000ff
9	Actinomyces odontolyticus	Actinomyces sp. ICM47	0.981019003089	7	1	Tongue_dorsum	Tongue_dorsum	Tongue_dorsum	#ff0000	#ff0000	#ff0000	3.0	0.0	#2adddd	#8000ff
10	Actinomyces sp. ICM47	Actinomyces slackii	1.0	1	1	Tongue_dorsum	Supragingival_plaque	Intertype	#ff0000	#ff964f	#cccccc	3.0	0.0	#2adddd	#8000ff
11	Actinomyces slackii	Actinomyces sp. ICM47	1.0	1	1	Supragingival_plaque	Tongue_dorsum	Intertype	#ff964f	#ff0000	#cccccc	3.0	0.0	#2adddd	#8000ff
12	Actinomyces sp. oral taxon 178	Actinomyces georgiae	0.889382426803	8	6	Supragingival_plaque	Subgingival_plaque	Intertype	#ff964f	#e4cf74	#cccccc	8.0	1.0	#ff592d	#425ffa
13	Actinomyces georgiae	Actinomyces sp. oral taxon 178	0.889382426803	6	8	Subgingival_plaque	Supragingival_plaque	Intertype	#e4cf74	#ff964f	#cccccc	8.0	1.0	#ff592d	#425ffa
14	Actinomyces sp. oral taxon 877	[Eubacterium] infirmum	0.8023809576459999	8	3	Supragingival_plaque	Subgingival_plaque	Intertype	#ff964f	#e4cf74	#cccccc	3.0	0.0	#2adddd	#8000ff
15	[Eubacterium] infirmum	Actinomyces sp. oral taxon 877	0.8023809576459999	3	8	Subgingival_plaque	Supragingival_plaque	Intertype	#e4cf74	#ff964f	#cccccc	3.0	0.0	#2adddd	#8000ff
16	Actinomyces sp. oral taxon 877	Actinomyces slackii	0.911684611677	8	1	Supragingival_plaque	Supragingival_plaque	Supragingival_plaque	#ff964f	#ff964f	#ff964f	3.0	0.0	#2adddd	#8000ff
17	Actinomyces slackii	Actinomyces sp. oral taxon 877	0.911684611677	1	8	Supragingival_plaque	Supragingival_plaque	Supragingival_plaque	#ff964f	#ff964f	#ff964f	3.0	0.0	#2adddd	#8000ff
18	Actinomyces sp. oral taxon 877	Actinomyces sp. ICM47	0.911684611677	8	1	Supragingival_plaque	Tongue_dorsum	Intertype	#ff964f	#ff0000	#cccccc	3.0	0.0	#2adddd	#8000ff
19	Actinomyces sp. ICM47	Actinomyces sp. oral taxon 877	0.911684611677	1	8	Tongue_dorsum	Supragingival_plaque	Intertype	#ff0000	#ff964f	#cccccc	3.0	0.0	#2adddd	#8000ff
20	Alloprevotella rava	Actinomyces johnsonii	0.8328256477779999	6	8	Saliva	Subgingival_plaque	Intertype	#7effb5	#e4cf74	#cccccc	0.0	4.0	#8000ff	#7effb5
21	Actinomyces johnsonii	Alloprevotella rava	0.8328256477779999	8	6	Subgingival_plaque	Saliva	Intertype	#e4cf74	#7effb5	#cccccc	0.0	3.0	#8000ff	#3febd5
22	Alloprevotella tannerae	Actinomyces slackii	0.894228954552	2	1	Subgingival_plaque	Supragingival_plaque	Intertype	#e4cf74	#ff964f	#cccccc	3.0	0.0	#2adddd	#8000ff
23	Actinomyces slackii	Alloprevotella tannerae	0.894228954552	1	2	Supragingival_plaque	Subgingival_plaque	Intertype	#ff964f	#e4cf74	#cccccc	3.0	0.0	#2adddd	#8000ff
24	Alloprevotella tannerae	Actinomyces sp. ICM47	0.894228954552	2	1	Subgingival_plaque	Tongue_dorsum	Intertype	#e4cf74	#ff0000	#cccccc	3.0	0.0	#2adddd	#8000ff
25	Actinomyces sp. ICM47	Alloprevotella tannerae	0.894228954552	1	2	Tongue_dorsum	Subgingival_plaque	Intertype	#ff0000	#e4cf74	#cccccc	3.0	0.0	#2adddd	#8000ff
26	Anaeroglobus geminatus	Alloprevotella rava	0.939087351623	4	6	Saliva	Saliva	Saliva	#7effb5	#7effb5	#7effb5	0.0	4.0	#8000ff	#7effb5
27	Alloprevotella rava	Anaeroglobus geminatus	0.939087351623	6	4	Saliva	Saliva	Saliva	#7effb5	#7effb5	#7effb5	0.0	4.0	#8000ff	#7effb5
28	Arcanobacterium haemolyticum	Actinomyces johnsonii	0.872708144742	4	8	Supragingival_plaque	Subgingival_plaque	Intertype	#ff964f	#e4cf74	#cccccc	0.0	4.0	#8000ff	#7effb5
29	Actinomyces johnsonii	Arcanobacterium haemolyticum	0.872708144742	8	4	Subgingival_plaque	Supragingival_plaque	Intertype	#e4cf74	#ff964f	#cccccc	0.0	3.0	#8000ff	#3febd5
30	Arcanobacterium haemolyticum	Actinomyces massiliensis	0.934071219449	4	8	Supragingival_plaque	Supragingival_plaque	Supragingival_plaque	#ff964f	#ff964f	#ff964f	0.0	4.0	#8000ff	#7effb5
31	Actinomyces massiliensis	Arcanobacterium haemolyticum	0.934071219449	8	4	Supragingival_plaque	Supragingival_plaque	Supragingival_plaque	#ff964f	#ff964f	#ff964f	0.0	4.0	#8000ff	#7effb5
32	Arcanobacterium haemolyticum	Alloprevotella rava	0.975157827299	4	6	Supragingival_plaque	Saliva	Intertype	#ff964f	#7effb5	#cccccc	0.0	4.0	#8000ff	#7effb5
