	source	target	weight	source_freq	target_freq	first_sample	second_sample	edge_sample	fscolor	sscolor	edcolor	spect_cluster	commun_cluster	spect_color	comm_color
0	Atopobium	Actinobaculum	4.0	5	8	Saliva	Supragingival_plaque	Intertype	#7effb5	#ff964f	#cccccc	7.0	1.0	#ffa558	#386df9
1	Actinobaculum	Atopobium	4.0	8	5	Supragingival_plaque	Saliva	Intertype	#ff964f	#7effb5	#cccccc	7.0	1.0	#ffa558	#386df9
2	Campylobacter	Bergeyella	3.0	8	3	Saliva	Supragingival_plaque	Intertype	#7effb5	#ff964f	#cccccc	2.0	4.0	#10a2f0	#a2f9a0
3	Bergeyella	Campylobacter	3.0	3	8	Supragingival_plaque	Saliva	Intertype	#ff964f	#7effb5	#cccccc	2.0	4.0	#10a2f0	#a2f9a0
4	Capnocytophaga	Bergeyella	3.0	8	3	Supragingival_plaque	Supragingival_plaque	Supragingival_plaque	#ff964f	#ff964f	#ff964f	2.0	4.0	#10a2f0	#a2f9a0
5	Bergeyella	Capnocytophaga	3.0	3	8	Supragingival_plaque	Supragingival_plaque	Supragingival_plaque	#ff964f	#ff964f	#ff964f	2.0	4.0	#10a2f0	#a2f9a0
6	Chryseobacterium	Campylobacter	4.0	5	8	Attached	Saliva	Intertype	#4e4dfc	#7effb5	#cccccc	2.0	4.0	#10a2f0	#a2f9a0
7	Campylobacter	Chryseobacterium	4.0	8	5	Saliva	Attached	Intertype	#7effb5	#4e4dfc	#cccccc	2.0	4.0	#10a2f0	#a2f9a0
8	Eubacterium	Dialister	3.0	8	6	Subgingival_plaque	Stool	Intertype	#e4cf74	#b2f396	#cccccc	1.0	5.0	#4856fb	#ecc86f
9	Dialister	Eubacterium	3.0	6	8	Stool	Subgingival_plaque	Intertype	#b2f396	#e4cf74	#cccccc	1.0	5.0	#4856fb	#ecc86f
10	Filifactor	Bacteroides	2.0	3	3	Throat	Stool	Intertype	#ff5029	#b2f396	#cccccc	5.0	3.0	#9bfba5	#5af8c8
11	Bacteroides	Filifactor	2.0	3	3	Stool	Throat	Intertype	#b2f396	#ff5029	#cccccc	5.0	3.0	#9bfba5	#5af8c8
12	Fusobacterium	Catonella	4.0	7	6	Tongue_dorsum	Subgingival_plaque	Intertype	#ff0000	#e4cf74	#cccccc	4.0	5.0	#62fbc4	#ecc86f
13	Catonella	Fusobacterium	4.0	6	7	Subgingival_plaque	Tongue_dorsum	Intertype	#e4cf74	#ff0000	#cccccc	4.0	5.0	#62fbc4	#ecc86f
14	Gemella	Eubacterium	4.0	8	8	Buccal_mucosa	Subgingival_plaque	Intertype	#1996f3	#e4cf74	#cccccc	1.0	5.0	#4856fb	#ecc86f
15	Eubacterium	Gemella	4.0	8	8	Subgingival_plaque	Buccal_mucosa	Intertype	#e4cf74	#1996f3	#cccccc	1.0	5.0	#4856fb	#ecc86f
16	Haemophilus	Gemella	4.0	8	8	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	4.0	5.0	#62fbc4	#ecc86f
