	source	target	weight	source_freq	target_freq	first_sample	second_sample	edge_sample	fscolor	sscolor	edcolor	spect_cluster	commun_cluster	spect_color	comm_color
0	Bacillus	Actinomyces	3.0	5	6	Anterior_nares	Supragingival_plaque	Intertype	#8000ff	#ff964f	#cccccc	7.0	1.0	#ffa558	#1996f3
1	Actinomyces	Bacillus	3.0	6	5	Supragingival_plaque	Anterior_nares	Intertype	#ff964f	#8000ff	#cccccc	0.0	1.0	#8000ff	#1996f3
2	Capnocytophaga	Abiotrophia	3.0	4	4	Supragingival_plaque	Buccal_mucosa	Intertype	#ff964f	#1996f3	#cccccc	1.0	0.0	#4856fb	#8000ff
3	Abiotrophia	Capnocytophaga	3.0	4	4	Buccal_mucosa	Supragingival_plaque	Intertype	#1996f3	#ff964f	#cccccc	1.0	0.0	#4856fb	#8000ff
4	Capnocytophaga	Akkermansia	3.0	4	4	Supragingival_plaque	Stool	Intertype	#ff964f	#b2f396	#cccccc	1.0	0.0	#4856fb	#8000ff
5	Akkermansia	Capnocytophaga	3.0	4	4	Stool	Supragingival_plaque	Intertype	#b2f396	#ff964f	#cccccc	6.0	0.0	#d4dd80	#8000ff
6	Gemella	Bacillus	3.0	6	5	Buccal_mucosa	Anterior_nares	Intertype	#1996f3	#8000ff	#cccccc	2.0	1.0	#10a2f0	#1996f3
7	Bacillus	Gemella	3.0	5	6	Anterior_nares	Buccal_mucosa	Intertype	#8000ff	#1996f3	#cccccc	7.0	1.0	#ffa558	#1996f3
8	Granulicatella	Capnocytophaga	3.0	3	4	Attached	Supragingival_plaque	Intertype	#4e4dfc	#ff964f	#cccccc	1.0	0.0	#4856fb	#8000ff
9	Capnocytophaga	Granulicatella	3.0	4	3	Supragingival_plaque	Attached	Intertype	#ff964f	#4e4dfc	#cccccc	1.0	0.0	#4856fb	#8000ff
10	Haemophilus	Campylobacter	4.0	7	5	Buccal_mucosa	Saliva	Intertype	#1996f3	#7effb5	#cccccc	3.0	3.0	#2adddd	#b2f396
11	Campylobacter	Haemophilus	4.0	5	7	Saliva	Buccal_mucosa	Intertype	#7effb5	#1996f3	#cccccc	3.0	3.0	#2adddd	#b2f396
12	Parabacteroides	Capnocytophaga	3.0	4	4	Stool	Supragingival_plaque	Intertype	#b2f396	#ff964f	#cccccc	6.0	0.0	#d4dd80	#8000ff
13	Capnocytophaga	Parabacteroides	3.0	4	4	Supragingival_plaque	Stool	Intertype	#ff964f	#b2f396	#cccccc	1.0	0.0	#4856fb	#8000ff
14	Prevotella	Actinomyces	3.0	7	6	Throat	Supragingival_plaque	Intertype	#ff5029	#ff964f	#cccccc	9.0	1.0	#ff0000	#1996f3
15	Actinomyces	Prevotella	3.0	6	7	Supragingival_plaque	Throat	Intertype	#ff964f	#ff5029	#cccccc	0.0	1.0	#8000ff	#1996f3
16	Rothia	Lawsonella	3.0	7	7	Buccal_mucosa	Anterior_nares	Intertype	#1996f3	#8000ff	#cccccc	5.0	4.0	#9bfba5	#ff964f
17	Lawsonella	Rothia	3.0	7	7	Anterior_nares	Buccal_mucosa	Intertype	#8000ff	#1996f3	#cccccc	5.0	4.0	#9bfba5	#ff964f
18	Ruminococcus	Anaerococcus	3.0	4	6	Stool	Anterior_nares	Intertype	#b2f396	#8000ff	#cccccc	8.0	2.0	#ff592d	#4df3ce
19	Anaerococcus	Ruminococcus	3.0	6	4	Anterior_nares	Stool	Intertype	#8000ff	#b2f396	#cccccc	8.0	2.0	#ff592d	#4df3ce
20	Salmonella	Bacillus	3.0	4	5	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	2.0	1.0	#10a2f0	#1996f3
21	Bacillus	Salmonella	3.0	5	4	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	7.0	1.0	#ffa558	#1996f3
22	Salmonella	Gemella	3.0	4	6	Anterior_nares	Buccal_mucosa	Intertype	#8000ff	#1996f3	#cccccc	2.0	1.0	#10a2f0	#1996f3
23	Gemella	Salmonella	3.0	6	4	Buccal_mucosa	Anterior_nares	Intertype	#1996f3	#8000ff	#cccccc	2.0	1.0	#10a2f0	#1996f3
24	Streptococcus	Pseudomonas	3.0	6	4	Attached	Mid_vagina	Intertype	#4e4dfc	#18cde4	#cccccc	7.0	5.0	#ffa558	#ff0000
25	Pseudomonas	Streptococcus	3.0	4	6	Mid_vagina	Attached	Intertype	#18cde4	#4e4dfc	#cccccc	7.0	5.0	#ffa558	#ff0000
26	Veillonella	Bacillus	3.0	6	5	Attached	Anterior_nares	Intertype	#4e4dfc	#8000ff	#cccccc	4.0	1.0	#62fbc4	#1996f3
27	Bacillus	Veillonella	3.0	5	6	Anterior_nares	Attached	Intertype	#8000ff	#4e4dfc	#cccccc	7.0	1.0	#ffa558	#1996f3
