	source	target	weight	source_freq	target_freq	first_sample	second_sample	edge_sample	fscolor	sscolor	edcolor	spect_cluster	commun_cluster	spect_color	comm_color
0	Cardiobacterium	Bacteroides	2.0	2	3	Subgingival_plaque	Stool	Intertype	#e4cf74	#b2f396	#cccccc	0.0	3.0	#8000ff	#0ac0e8
1	Bacteroides	Cardiobacterium	2.0	3	2	Stool	Subgingival_plaque	Intertype	#b2f396	#e4cf74	#cccccc	0.0	3.0	#8000ff	#0ac0e8
2	Centipeda	Bifidobacterium	2.0	3	2	Subgingival_plaque	Stool	Intertype	#e4cf74	#b2f396	#cccccc	1.0	4.0	#4e4dfc	#38e7d7
3	Bifidobacterium	Centipeda	2.0	2	3	Stool	Subgingival_plaque	Intertype	#b2f396	#e4cf74	#cccccc	1.0	4.0	#4e4dfc	#38e7d7
4	Gardnerella	Faecalibacterium	2.0	2	2	Posterior_fornix	Stool	Intertype	#4df3ce	#b2f396	#cccccc	8.0	7.0	#ff964f	#c4e88a
5	Faecalibacterium	Gardnerella	2.0	2	2	Stool	Posterior_fornix	Intertype	#b2f396	#4df3ce	#cccccc	8.0	7.0	#ff964f	#c4e88a
6	Kytococcus	Atopobium	5.0	5	5	Tongue_dorsum	Saliva	Intertype	#ff0000	#7effb5	#cccccc	2.0	2.0	#1996f3	#2489f5
7	Atopobium	Kytococcus	5.0	5	5	Saliva	Tongue_dorsum	Intertype	#7effb5	#ff0000	#cccccc	2.0	2.0	#1996f3	#2489f5
8	Megasphaera	Clostridium	2.0	5	2	Saliva	Stool	Intertype	#7effb5	#b2f396	#cccccc	3.0	6.0	#18cde4	#96fca7
9	Clostridium	Megasphaera	2.0	2	5	Stool	Saliva	Intertype	#b2f396	#7effb5	#cccccc	6.0	6.0	#b2f396	#96fca7
10	Pasteurella	Actinobacillus	2.0	3	2	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	10.0	1.0	#ff0000	#5247fc
11	Actinobacillus	Pasteurella	2.0	2	3	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	10.0	1.0	#ff0000	#5247fc
12	Peptostreptococcus	Lachnoanaerobaculum	4.0	5	5	Throat	Tongue_dorsum	Intertype	#ff5029	#ff0000	#cccccc	9.0	9.0	#ff5029	#ff8c49
13	Lachnoanaerobaculum	Peptostreptococcus	4.0	5	5	Tongue_dorsum	Throat	Intertype	#ff0000	#ff5029	#cccccc	9.0	9.0	#ff5029	#ff8c49
14	Propionibacterium	Abiotrophia	3.0	3	3	Anterior_nares	Buccal_mucosa	Intertype	#8000ff	#1996f3	#cccccc	4.0	0.0	#4df3ce	#8000ff
