source	target	weight	edge_sample	edge_color
Acidaminococcus	Acetivibrio	32.0	Stool	#ded579
Acinetobacter	Acetivibrio	41.0	Mixed	#cccccc
Actinomyces	Acetivibrio	22.0	Mixed	#cccccc
Actinomyces	Acinetobacter	15.0	Mixed	#cccccc
Adlercreutzia	Acetivibrio	48.0	Stool	#ded579
Adlercreutzia	Acinetobacter	30.0	Mixed	#cccccc
Adlercreutzia	Actinomyces	15.0	Mixed	#cccccc
Akkermansia	Acetivibrio	37.0	Stool	#ded579
Akkermansia	Acinetobacter	27.0	Mixed	#cccccc
Akkermansia	Actinomyces	10.0	Mixed	#cccccc
Akkermansia	Adlercreutzia	12.0	Stool	#ded579
Alistipes	Acetivibrio	100.0	Stool	#ded579
Alistipes	Acidaminococcus	34.0	Stool	#ded579
Alistipes	Acinetobacter	33.0	Mixed	#cccccc
Alistipes	Actinomyces	22.0	Mixed	#cccccc
Alistipes	Adlercreutzia	42.0	Stool	#ded579
Alistipes	Akkermansia	23.0	Stool	#ded579
Alloprevotella	Acetivibrio	14.0	Mixed	#cccccc
Alloprevotella	Alistipes	14.0	Mixed	#cccccc
Anaerofustis	Anaerococcus	2.0	Mixed	#cccccc
Anaerostipes	Acetivibrio	33.0	Stool	#ded579
Anaerostipes	Acidaminococcus	14.0	Stool	#ded579
Anaerostipes	Acinetobacter	21.0	Mixed	#cccccc
Anaerostipes	Actinomyces	13.0	Mixed	#cccccc
Anaerostipes	Adlercreutzia	18.0	Stool	#ded579
Anaerostipes	Akkermansia	14.0	Stool	#ded579
Anaerostipes	Alistipes	26.0	Stool	#ded579
Anaerostipes	Anaerofustis	9.0	Stool	#ded579
Anaerotruncus	Acetivibrio	49.0	Stool	#ded579
Anaerotruncus	Acinetobacter	56.0	Mixed	#cccccc
Anaerotruncus	Actinomyces	21.0	Mixed	#cccccc
Anaerotruncus	Adlercreutzia	36.0	Stool	#ded579
Anaerotruncus	Akkermansia	31.0	Stool	#ded579
Anaerotruncus	Alistipes	52.0	Stool	#ded579
Anaerotruncus	Alloprevotella	15.0	Mixed	#cccccc
Anaerotruncus	Anaerofustis	9.0	Stool	#ded579
Anaerotruncus	Anaerostipes	35.0	Stool	#ded579
Bacillus	Acetivibrio	15.0	Mixed	#cccccc
Bacillus	Acinetobacter	9.0	Anterior_nares	#8000ff
Bacillus	Alistipes	21.0	Mixed	#cccccc
Bacillus	Anaerococcus	4.0	Mixed	#cccccc
Bacteroides	Acetivibrio	61.0	Stool	#ded579
Bacteroides	Acidaminococcus	4.0	Stool	#ded579
Bacteroides	Acinetobacter	29.0	Mixed	#cccccc
Bacteroides	Actinomyces	13.0	Mixed	#cccccc
Bacteroides	Adlercreutzia	35.0	Stool	#ded579
Bacteroides	Akkermansia	24.0	Stool	#ded579
Bacteroides	Alistipes	95.0	Stool	#ded579
Bacteroides	Alloprevotella	15.0	Mixed	#cccccc
Bacteroides	Anaerostipes	18.0	Stool	#ded579
Bacteroides	Anaerotruncus	42.0	Stool	#ded579
Bacteroides	Bacillus	9.0	Mixed	#cccccc
Barnesiella	Acetivibrio	36.0	Stool	#ded579
Barnesiella	Acinetobacter	13.0	Mixed	#cccccc
Barnesiella	Adlercreutzia	13.0	Stool	#ded579
Barnesiella	Akkermansia	10.0	Stool	#ded579
Barnesiella	Alistipes	45.0	Stool	#ded579
Barnesiella	Anaerostipes	10.0	Stool	#ded579
Barnesiella	Anaerotruncus	15.0	Stool	#ded579
Barnesiella	Bacteroides	33.0	Stool	#ded579
Bifidobacterium	Acetivibrio	48.0	Mixed	#cccccc
Bifidobacterium	Acidaminococcus	24.0	Mixed	#cccccc
Bifidobacterium	Acinetobacter	30.0	Mixed	#cccccc
Bifidobacterium	Actinomyces	21.0	Mixed	#cccccc
Bifidobacterium	Adlercreutzia	26.0	Mixed	#cccccc
Bifidobacterium	Akkermansia	16.0	Mixed	#cccccc
Bifidobacterium	Alistipes	63.0	Mixed	#cccccc
Bifidobacterium	Anaerostipes	25.0	Mixed	#cccccc
Bifidobacterium	Anaerotruncus	30.0	Mixed	#cccccc
Bifidobacterium	Bacteroides	30.0	Mixed	#cccccc
Bifidobacterium	Barnesiella	13.0	Mixed	#cccccc
Bilophila	Acetivibrio	65.0	Stool	#ded579
Bilophila	Acidaminococcus	27.0	Stool	#ded579
Bilophila	Acinetobacter	21.0	Mixed	#cccccc
Bilophila	Adlercreutzia	25.0	Stool	#ded579
Bilophila	Akkermansia	19.0	Stool	#ded579
Bilophila	Alistipes	66.0	Stool	#ded579
Bilophila	Anaerostipes	24.0	Stool	#ded579
Bilophila	Anaerotruncus	36.0	Stool	#ded579
Bilophila	Bacillus	10.0	Mixed	#cccccc
Bilophila	Bacteroides	44.0	Stool	#ded579
Bilophila	Barnesiella	32.0	Stool	#ded579
Bilophila	Bifidobacterium	39.0	Mixed	#cccccc
Blautia	Acetivibrio	22.0	Stool	#ded579
Blautia	Acinetobacter	23.0	Mixed	#cccccc
Blautia	Actinomyces	12.0	Mixed	#cccccc
Blautia	Adlercreutzia	22.0	Stool	#ded579
Blautia	Akkermansia	17.0	Stool	#ded579
Blautia	Alistipes	18.0	Stool	#ded579
Blautia	Anaerofustis	7.0	Stool	#ded579
Blautia	Anaeroglobus	6.0	Mixed	#cccccc
Blautia	Anaerostipes	27.0	Stool	#ded579
Blautia	Anaerotruncus	34.0	Stool	#ded579
Blautia	Bacteroides	24.0	Stool	#ded579
Blautia	Bifidobacterium	25.0	Mixed	#cccccc
Blautia	Bilophila	13.0	Stool	#ded579
Brevibacillus	Anoxybacillus	1.0	Anterior_nares	#8000ff
Butyricicoccus	Acetivibrio	24.0	Stool	#ded579
Butyricicoccus	Acinetobacter	18.0	Mixed	#cccccc
Butyricicoccus	Actinomyces	10.0	Mixed	#cccccc
Butyricicoccus	Adlercreutzia	12.0	Stool	#ded579
Butyricicoccus	Akkermansia	12.0	Stool	#ded579
Butyricicoccus	Alistipes	20.0	Stool	#ded579
Butyricicoccus	Anaeroglobus	13.0	Mixed	#cccccc
Butyricicoccus	Anaerostipes	10.0	Stool	#ded579
Butyricicoccus	Anaerotruncus	30.0	Stool	#ded579
Butyricicoccus	Bacteroides	25.0	Stool	#ded579
Butyricicoccus	Bifidobacterium	13.0	Mixed	#cccccc
Butyricicoccus	Bilophila	9.0	Stool	#ded579
Butyricicoccus	Blautia	18.0	Stool	#ded579
Butyricimonas	Acetivibrio	28.0	Stool	#ded579
Butyricimonas	Acinetobacter	19.0	Mixed	#cccccc
Butyricimonas	Actinomyces	10.0	Mixed	#cccccc
Butyricimonas	Adlercreutzia	21.0	Stool	#ded579
Butyricimonas	Akkermansia	18.0	Stool	#ded579
Butyricimonas	Alistipes	42.0	Stool	#ded579
Butyricimonas	Anaerostipes	14.0	Stool	#ded579
Butyricimonas	Anaerotruncus	29.0	Stool	#ded579
Butyricimonas	Bacteroides	30.0	Stool	#ded579
Butyricimonas	Barnesiella	26.0	Stool	#ded579
Butyricimonas	Bifidobacterium	16.0	Mixed	#cccccc
Butyricimonas	Bilophila	15.0	Stool	#ded579
Butyricimonas	Blautia	15.0	Stool	#ded579
Butyricimonas	Butyricicoccus	11.0	Stool	#ded579
Candidatus Hamiltonella	Blautia	3.0	Stool	#ded579
Candidatus Soleaferrea	Bifidobacterium	6.0	Mixed	#cccccc
