	source	target	weight	source_freq	target_freq	first_sample	second_sample	edge_sample	fscolor	sscolor	edcolor	num_samps
0	Acidaminococcales	Acholeplasmatales	0.714271217078	7	3	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61
1	Acholeplasmatales	Acidaminococcales	0.714271217078	3	7	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61
2	Chlamydiales	Acholeplasmatales	0.0145896036511	33	3	Attached	Stool	Intertype	#4e4dfc	#b2f396	#cccccc	61
3	Acholeplasmatales	Chlamydiales	0.0145896036511	3	8	Stool	Attached	Intertype	#b2f396	#4e4dfc	#cccccc	61
4	Chlamydiales	Alteromonadales	0.100938987737	33	44	Attached	Subgingival_plaque	Intertype	#4e4dfc	#e4cf74	#cccccc	61
5	Alteromonadales	Chlamydiales	0.100938987737	8	8	Subgingival_plaque	Attached	Intertype	#e4cf74	#4e4dfc	#cccccc	61
6	Cytophagales	Alteromonadales	0.0279316721691	20	44	Anterior_nares	Subgingival_plaque	Intertype	#8000ff	#e4cf74	#cccccc	61
7	Alteromonadales	Cytophagales	0.0279316721691	8	9	Subgingival_plaque	Anterior_nares	Intertype	#e4cf74	#8000ff	#cccccc	61
8	Cytophagales	Chlamydiales	0.0433183818921	20	33	Anterior_nares	Attached	Intertype	#8000ff	#4e4dfc	#cccccc	61
9	Chlamydiales	Cytophagales	0.0433183818921	8	9	Attached	Anterior_nares	Intertype	#4e4dfc	#8000ff	#cccccc	61
10	Cytophagales	Chromatiales	0.98085090707	20	54	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61
11	Chromatiales	Cytophagales	0.98085090707	1	9	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61
12	Desulfovibrionales	Acholeplasmatales	0.499206586472	2	3	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61
13	Acholeplasmatales	Desulfovibrionales	0.499206586472	3	13	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61
14	Desulfovibrionales	Acidaminococcales	0.615890557309	2	7	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61
15	Acidaminococcales	Desulfovibrionales	0.615890557309	7	13	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61
16	Eggerthellales	Acholeplasmatales	0.0861247488411	1	3	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61
17	Acholeplasmatales	Eggerthellales	0.0861247488411	3	19	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61
18	Eggerthellales	Acidaminococcales	0.197785618593	1	7	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61
19	Acidaminococcales	Eggerthellales	0.197785618593	7	19	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61
20	Eggerthellales	Desulfovibrionales	0.617775370386	1	2	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61
21	Desulfovibrionales	Eggerthellales	0.617775370386	13	19	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61
22	Enterobacteriales	Chroococcales	0.0685659462967	8	37	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61
23	Chroococcales	Enterobacteriales	0.0685659462967	1	27	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61
24	Geodermatophilales	Chromatiales	1.0	1	54	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61
25	Chromatiales	Geodermatophilales	1.0	1	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61
26	Geodermatophilales	Cytophagales	0.98085090707	1	20	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61
27	Cytophagales	Geodermatophilales	0.98085090707	9	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61
28	Hydrogenophilales	Chromatiales	1.0	1	54	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61
29	Chromatiales	Hydrogenophilales	1.0	1	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61
30	Hydrogenophilales	Cytophagales	0.98085090707	1	20	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61
31	Cytophagales	Hydrogenophilales	0.98085090707	9	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61
32	Hydrogenophilales	Geodermatophilales	1.0	1	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61
33	Geodermatophilales	Hydrogenophilales	1.0	1	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61
34	Mycoplasmatales	Alteromonadales	0.0804697633343	58	44	Subgingival_plaque	Subgingival_plaque	Subgingival_plaque	#e4cf74	#e4cf74	#e4cf74	61
35	Alteromonadales	Mycoplasmatales	0.0804697633343	8	17	Subgingival_plaque	Subgingival_plaque	Subgingival_plaque	#e4cf74	#e4cf74	#e4cf74	61
36	Nostocales	Caulobacterales	0.200189660686	40	53	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61
37	Caulobacterales	Nostocales	0.200189660686	2	2	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61
38	Oceanospirillales	Chlamydiales	0.480116249786	43	33	Attached	Attached	Attached	#4e4dfc	#4e4dfc	#4e4dfc	61
39	Chlamydiales	Oceanospirillales	0.480116249786	8	2	Attached	Attached	Attached	#4e4dfc	#4e4dfc	#4e4dfc	61
40	Oceanospirillales	Cytophagales	0.0431417519485	43	20	Attached	Anterior_nares	Intertype	#4e4dfc	#8000ff	#cccccc	61
41	Cytophagales	Oceanospirillales	0.0431417519485	9	2	Anterior_nares	Attached	Intertype	#8000ff	#4e4dfc	#cccccc	61
42	Pleurocapsales	Chromatiales	1.0	9	54	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61
43	Chromatiales	Pleurocapsales	1.0	1	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61
44	Pleurocapsales	Cytophagales	0.98085090707	9	20	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61
45	Cytophagales	Pleurocapsales	0.98085090707	9	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61
46	Pleurocapsales	Geodermatophilales	1.0	9	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61
47	Geodermatophilales	Pleurocapsales	1.0	1	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61
48	Pleurocapsales	Hydrogenophilales	1.0	9	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61
49	Hydrogenophilales	Pleurocapsales	1.0	1	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61
50	Propionibacteriales	Chromatiales	0.892834559582	13	54	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61
51	Chromatiales	Propionibacteriales	0.892834559582	1	40	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61
52	Propionibacteriales	Geodermatophilales	0.892834559582	13	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61
53	Geodermatophilales	Propionibacteriales	0.892834559582	1	40	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61
54	Propionibacteriales	Hydrogenophilales	0.892834559582	13	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61
55	Hydrogenophilales	Propionibacteriales	0.892834559582	1	40	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61
56	Propionibacteriales	Pleurocapsales	0.892834559582	13	9	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61
57	Pleurocapsales	Propionibacteriales	0.892834559582	1	40	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61
58	Rhizobiales	Caulobacterales	0.0414222206833	19	53	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61
59	Caulobacterales	Rhizobiales	0.0414222206833	2	9	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61
60	Rhizobiales	Chromatiales	0.691208153466	19	54	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61
61	Chromatiales	Rhizobiales	0.691208153466	1	9	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61
62	Rhizobiales	Chroococcales	0.333282029855	19	37	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61
63	Chroococcales	Rhizobiales	0.333282029855	1	9	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61
64	Rhizobiales	Cytophagales	0.680596982903	19	20	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61
65	Cytophagales	Rhizobiales	0.680596982903	9	9	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61
66	Rhizobiales	Geodermatophilales	0.691208153466	19	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61
67	Geodermatophilales	Rhizobiales	0.691208153466	1	9	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61
68	Rhizobiales	Hydrogenophilales	0.691208153466	19	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61
69	Hydrogenophilales	Rhizobiales	0.691208153466	1	9	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61
70	Rhizobiales	Pleurocapsales	0.691208153466	19	9	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61
71	Pleurocapsales	Rhizobiales	0.691208153466	1	9	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61
72	Rhodobacterales	Chroococcales	0.0149356343619	27	37	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61
73	Chroococcales	Rhodobacterales	0.0149356343619	1	7	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61
74	Rhodocyclales	Rhodobacterales	0.137166315576	41	27	Buccal_mucosa	Anterior_nares	Intertype	#1996f3	#8000ff	#cccccc	61
75	Rhodobacterales	Rhodocyclales	0.137166315576	7	3	Anterior_nares	Buccal_mucosa	Intertype	#8000ff	#1996f3	#cccccc	61
76	Sphingobacteriales	Rhodobacterales	0.753049737232	35	27	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61
77	Rhodobacterales	Sphingobacteriales	0.753049737232	7	10	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61
78	Sphingomonadales	Caulobacterales	0.217385930577	33	53	Mid_vagina	Anterior_nares	Intertype	#18cde4	#8000ff	#cccccc	61
79	Caulobacterales	Sphingomonadales	0.217385930577	2	24	Anterior_nares	Mid_vagina	Intertype	#8000ff	#18cde4	#cccccc	61
