	source	target	weight	source_freq	target_freq	first_sample	second_sample	edge_sample	fscolor	sscolor	edcolor	spect_cluster	commun_cluster	spect_color	comm_color
0	Actinomyces johnsonii	Actinobaculum sp. oral taxon 183	6.0	8	8	Subgingival_plaque	Supragingival_plaque	Intertype	#e4cf74	#ff964f	#cccccc	9.0	0.0	#ff0000	#8000ff
1	Actinobaculum sp. oral taxon 183	Actinomyces johnsonii	6.0	8	8	Supragingival_plaque	Subgingival_plaque	Intertype	#ff964f	#e4cf74	#cccccc	9.0	2.0	#ff0000	#386df9
2	Actinomyces massiliensis	Actinomyces johnsonii	5.0	8	8	Supragingival_plaque	Subgingival_plaque	Intertype	#ff964f	#e4cf74	#cccccc	9.0	0.0	#ff0000	#8000ff
3	Actinomyces johnsonii	Actinomyces massiliensis	5.0	8	8	Subgingival_plaque	Supragingival_plaque	Intertype	#e4cf74	#ff964f	#cccccc	9.0	0.0	#ff0000	#8000ff
4	Actinomyces sp. ICM47	Actinomyces slackii	1.0	1	1	Tongue_dorsum	Supragingival_plaque	Intertype	#ff0000	#ff964f	#cccccc	4.0	4.0	#62fbc4	#10c6e6
5	Actinomyces slackii	Actinomyces sp. ICM47	1.0	1	1	Supragingival_plaque	Tongue_dorsum	Intertype	#ff964f	#ff0000	#cccccc	4.0	4.0	#62fbc4	#10c6e6
6	Actinomyces sp. oral taxon 171	Actinomyces johnsonii	5.0	8	8	Supragingival_plaque	Subgingival_plaque	Intertype	#ff964f	#e4cf74	#cccccc	9.0	0.0	#ff0000	#8000ff
7	Actinomyces johnsonii	Actinomyces sp. oral taxon 171	5.0	8	8	Subgingival_plaque	Supragingival_plaque	Intertype	#e4cf74	#ff964f	#cccccc	9.0	0.0	#ff0000	#8000ff
8	Actinomyces sp. oral taxon 175	Actinomyces johnsonii	5.0	8	8	Supragingival_plaque	Subgingival_plaque	Intertype	#ff964f	#e4cf74	#cccccc	9.0	0.0	#ff0000	#8000ff
9	Actinomyces johnsonii	Actinomyces sp. oral taxon 175	5.0	8	8	Subgingival_plaque	Supragingival_plaque	Intertype	#e4cf74	#ff964f	#cccccc	9.0	0.0	#ff0000	#8000ff
10	Actinomyces sp. oral taxon 175	Actinomyces oris	5.0	8	8	Supragingival_plaque	Supragingival_plaque	Supragingival_plaque	#ff964f	#ff964f	#ff964f	9.0	0.0	#ff0000	#8000ff
11	Actinomyces oris	Actinomyces sp. oral taxon 175	5.0	8	8	Supragingival_plaque	Supragingival_plaque	Supragingival_plaque	#ff964f	#ff964f	#ff964f	9.0	0.0	#ff0000	#8000ff
12	Actinomyces sp. oral taxon 414	Actinomyces sp. oral taxon 178	3.0	6	4	Subgingival_plaque	Supragingival_plaque	Intertype	#e4cf74	#ff964f	#cccccc	1.0	0.0	#4856fb	#8000ff
13	Actinomyces sp. oral taxon 178	Actinomyces sp. oral taxon 414	3.0	4	6	Supragingival_plaque	Subgingival_plaque	Intertype	#ff964f	#e4cf74	#cccccc	1.0	0.0	#4856fb	#8000ff
