	source	target	weight	source_freq	target_freq	first_sample	second_sample	edge_sample	fscolor	sscolor	edcolor	spect_cluster	commun_cluster	spect_color	comm_color
0	Actinomyces gerencseriae	Abiotrophia defectiva	2.0	2	3	Subgingival_plaque	Buccal_mucosa	Intertype	#e4cf74	#1996f3	#cccccc	10.0	1.0	#ecc86f	#5247fc
1	Abiotrophia defectiva	Actinomyces gerencseriae	2.0	3	2	Buccal_mucosa	Subgingival_plaque	Intertype	#1996f3	#e4cf74	#cccccc	10.0	1.0	#ecc86f	#5247fc
2	Actinomyces naeslundii	[Pasteurella] pneumotropica	2.0	2	3	Supragingival_plaque	Buccal_mucosa	Intertype	#ff964f	#1996f3	#cccccc	4.0	0.0	#10c6e6	#8000ff
3	[Pasteurella] pneumotropica	Actinomyces naeslundii	2.0	3	2	Buccal_mucosa	Supragingival_plaque	Intertype	#1996f3	#ff964f	#cccccc	4.0	0.0	#10c6e6	#8000ff
4	Actinomyces sp. oral taxon 171	[Pasteurella] pneumotropica	2.0	2	3	Supragingival_plaque	Buccal_mucosa	Intertype	#ff964f	#1996f3	#cccccc	4.0	0.0	#10c6e6	#8000ff
5	[Pasteurella] pneumotropica	Actinomyces sp. oral taxon 171	2.0	3	2	Buccal_mucosa	Supragingival_plaque	Intertype	#1996f3	#ff964f	#cccccc	4.0	0.0	#10c6e6	#8000ff
6	Actinomyces sp. oral taxon 175	[Pasteurella] pneumotropica	2.0	2	3	Supragingival_plaque	Buccal_mucosa	Intertype	#ff964f	#1996f3	#cccccc	4.0	0.0	#10c6e6	#8000ff
7	[Pasteurella] pneumotropica	Actinomyces sp. oral taxon 175	2.0	3	2	Buccal_mucosa	Supragingival_plaque	Intertype	#1996f3	#ff964f	#cccccc	4.0	0.0	#10c6e6	#8000ff
8	Actinomyces viscosus	[Pasteurella] pneumotropica	2.0	2	3	Supragingival_plaque	Buccal_mucosa	Intertype	#ff964f	#1996f3	#cccccc	4.0	0.0	#10c6e6	#8000ff
9	[Pasteurella] pneumotropica	Actinomyces viscosus	2.0	3	2	Buccal_mucosa	Supragingival_plaque	Intertype	#1996f3	#ff964f	#cccccc	4.0	0.0	#10c6e6	#8000ff
10	Aggregatibacter actinomycetemcomitans	[Pasteurella] pneumotropica	3.0	3	3	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	4.0	0.0	#10c6e6	#8000ff
11	[Pasteurella] pneumotropica	Aggregatibacter actinomycetemcomitans	3.0	3	3	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	4.0	0.0	#10c6e6	#8000ff
12	Aggregatibacter actinomycetemcomitans	Actinomyces naeslundii	2.0	3	2	Buccal_mucosa	Supragingival_plaque	Intertype	#1996f3	#ff964f	#cccccc	4.0	0.0	#10c6e6	#8000ff
13	Actinomyces naeslundii	Aggregatibacter actinomycetemcomitans	2.0	2	3	Supragingival_plaque	Buccal_mucosa	Intertype	#ff964f	#1996f3	#cccccc	4.0	0.0	#10c6e6	#8000ff
14	Aggregatibacter actinomycetemcomitans	Actinomyces sp. oral taxon 171	2.0	3	2	Buccal_mucosa	Supragingival_plaque	Intertype	#1996f3	#ff964f	#cccccc	4.0	0.0	#10c6e6	#8000ff
15	Actinomyces sp. oral taxon 171	Aggregatibacter actinomycetemcomitans	2.0	2	3	Supragingival_plaque	Buccal_mucosa	Intertype	#ff964f	#1996f3	#cccccc	4.0	0.0	#10c6e6	#8000ff
16	Aggregatibacter actinomycetemcomitans	Actinomyces sp. oral taxon 175	2.0	3	2	Buccal_mucosa	Supragingival_plaque	Intertype	#1996f3	#ff964f	#cccccc	4.0	0.0	#10c6e6	#8000ff
17	Actinomyces sp. oral taxon 175	Aggregatibacter actinomycetemcomitans	2.0	2	3	Supragingival_plaque	Buccal_mucosa	Intertype	#ff964f	#1996f3	#cccccc	4.0	0.0	#10c6e6	#8000ff
18	Aggregatibacter actinomycetemcomitans	Actinomyces viscosus	2.0	3	2	Buccal_mucosa	Supragingival_plaque	Intertype	#1996f3	#ff964f	#cccccc	4.0	0.0	#10c6e6	#8000ff
19	Actinomyces viscosus	Aggregatibacter actinomycetemcomitans	2.0	2	3	Supragingival_plaque	Buccal_mucosa	Intertype	#ff964f	#1996f3	#cccccc	4.0	0.0	#10c6e6	#8000ff
20	Aggregatibacter segnis	Actinomyces naeslundii	2.0	3	2	Buccal_mucosa	Supragingival_plaque	Intertype	#1996f3	#ff964f	#cccccc	4.0	0.0	#10c6e6	#8000ff
21	Actinomyces naeslundii	Aggregatibacter segnis	2.0	2	3	Supragingival_plaque	Buccal_mucosa	Intertype	#ff964f	#1996f3	#cccccc	4.0	0.0	#10c6e6	#8000ff
22	Aggregatibacter segnis	Actinomyces sp. oral taxon 171	2.0	3	2	Buccal_mucosa	Supragingival_plaque	Intertype	#1996f3	#ff964f	#cccccc	4.0	0.0	#10c6e6	#8000ff
23	Actinomyces sp. oral taxon 171	Aggregatibacter segnis	2.0	2	3	Supragingival_plaque	Buccal_mucosa	Intertype	#ff964f	#1996f3	#cccccc	4.0	0.0	#10c6e6	#8000ff
24	Aggregatibacter segnis	Actinomyces sp. oral taxon 175	2.0	3	2	Buccal_mucosa	Supragingival_plaque	Intertype	#1996f3	#ff964f	#cccccc	4.0	0.0	#10c6e6	#8000ff
25	Actinomyces sp. oral taxon 175	Aggregatibacter segnis	2.0	2	3	Supragingival_plaque	Buccal_mucosa	Intertype	#ff964f	#1996f3	#cccccc	4.0	0.0	#10c6e6	#8000ff
26	Aggregatibacter segnis	Actinomyces viscosus	2.0	3	2	Buccal_mucosa	Supragingival_plaque	Intertype	#1996f3	#ff964f	#cccccc	4.0	0.0	#10c6e6	#8000ff
27	Actinomyces viscosus	Aggregatibacter segnis	2.0	2	3	Supragingival_plaque	Buccal_mucosa	Intertype	#ff964f	#1996f3	#cccccc	4.0	0.0	#10c6e6	#8000ff
28	Campylobacter gracilis	Actinomyces oris	2.0	3	2	Subgingival_plaque	Supragingival_plaque	Intertype	#e4cf74	#ff964f	#cccccc	3.0	2.0	#149df1	#2489f5
29	Actinomyces oris	Campylobacter gracilis	2.0	2	3	Supragingival_plaque	Subgingival_plaque	Intertype	#ff964f	#e4cf74	#cccccc	3.0	2.0	#149df1	#2489f5
30	Campylobacter rectus	[Pasteurella] pneumotropica	2.0	2	3	Subgingival_plaque	Buccal_mucosa	Intertype	#e4cf74	#1996f3	#cccccc	4.0	0.0	#10c6e6	#8000ff
31	[Pasteurella] pneumotropica	Campylobacter rectus	2.0	3	2	Buccal_mucosa	Subgingival_plaque	Intertype	#1996f3	#e4cf74	#cccccc	4.0	0.0	#10c6e6	#8000ff
32	Campylobacter rectus	Aggregatibacter actinomycetemcomitans	2.0	2	3	Subgingival_plaque	Buccal_mucosa	Intertype	#e4cf74	#1996f3	#cccccc	4.0	0.0	#10c6e6	#8000ff
33	Aggregatibacter actinomycetemcomitans	Campylobacter rectus	2.0	3	2	Buccal_mucosa	Subgingival_plaque	Intertype	#1996f3	#e4cf74	#cccccc	4.0	0.0	#10c6e6	#8000ff
34	Campylobacter rectus	Aggregatibacter segnis	2.0	2	3	Subgingival_plaque	Buccal_mucosa	Intertype	#e4cf74	#1996f3	#cccccc	4.0	0.0	#10c6e6	#8000ff
35	Aggregatibacter segnis	Campylobacter rectus	2.0	3	2	Buccal_mucosa	Subgingival_plaque	Intertype	#1996f3	#e4cf74	#cccccc	4.0	0.0	#10c6e6	#8000ff
36	Campylobacter showae	Campylobacter gracilis	3.0	4	3	Supragingival_plaque	Subgingival_plaque	Intertype	#ff964f	#e4cf74	#cccccc	3.0	2.0	#149df1	#2489f5
37	Campylobacter gracilis	Campylobacter showae	3.0	3	4	Subgingival_plaque	Supragingival_plaque	Intertype	#e4cf74	#ff964f	#cccccc	3.0	2.0	#149df1	#2489f5
38	Capnocytophaga sp. oral taxon 326	Campylobacter gracilis	3.0	4	3	Supragingival_plaque	Subgingival_plaque	Intertype	#ff964f	#e4cf74	#cccccc	3.0	2.0	#149df1	#2489f5
39	Campylobacter gracilis	Capnocytophaga sp. oral taxon 326	3.0	3	4	Subgingival_plaque	Supragingival_plaque	Intertype	#e4cf74	#ff964f	#cccccc	3.0	2.0	#149df1	#2489f5
40	Capnocytophaga sp. oral taxon 329	Campylobacter gracilis	3.0	4	3	Supragingival_plaque	Subgingival_plaque	Intertype	#ff964f	#e4cf74	#cccccc	3.0	2.0	#149df1	#2489f5
41	Campylobacter gracilis	Capnocytophaga sp. oral taxon 329	3.0	3	4	Subgingival_plaque	Supragingival_plaque	Intertype	#e4cf74	#ff964f	#cccccc	3.0	2.0	#149df1	#2489f5
42	Capnocytophaga sp. oral taxon 332	[Pasteurella] pneumotropica	2.0	2	3	Supragingival_plaque	Buccal_mucosa	Intertype	#ff964f	#1996f3	#cccccc	6.0	0.0	#5af8c8	#8000ff
43	[Pasteurella] pneumotropica	Capnocytophaga sp. oral taxon 332	2.0	3	2	Buccal_mucosa	Supragingival_plaque	Intertype	#1996f3	#ff964f	#cccccc	4.0	0.0	#10c6e6	#8000ff
44	Capnocytophaga sp. oral taxon 332	Aggregatibacter actinomycetemcomitans	2.0	2	3	Supragingival_plaque	Buccal_mucosa	Intertype	#ff964f	#1996f3	#cccccc	6.0	0.0	#5af8c8	#8000ff
45	Aggregatibacter actinomycetemcomitans	Capnocytophaga sp. oral taxon 332	2.0	3	2	Buccal_mucosa	Supragingival_plaque	Intertype	#1996f3	#ff964f	#cccccc	4.0	0.0	#10c6e6	#8000ff
46	Capnocytophaga sp. oral taxon 332	Aggregatibacter sp. oral taxon 458	2.0	2	3	Supragingival_plaque	Buccal_mucosa	Intertype	#ff964f	#1996f3	#cccccc	6.0	0.0	#5af8c8	#8000ff
47	Aggregatibacter sp. oral taxon 458	Capnocytophaga sp. oral taxon 332	2.0	3	2	Buccal_mucosa	Supragingival_plaque	Intertype	#1996f3	#ff964f	#cccccc	6.0	0.0	#5af8c8	#8000ff
48	Capnocytophaga sp. oral taxon 338	Abiotrophia defectiva	3.0	4	3	Subgingival_plaque	Buccal_mucosa	Intertype	#e4cf74	#1996f3	#cccccc	10.0	1.0	#ecc86f	#5247fc
49	Abiotrophia defectiva	Capnocytophaga sp. oral taxon 338	3.0	3	4	Buccal_mucosa	Subgingival_plaque	Intertype	#1996f3	#e4cf74	#cccccc	10.0	1.0	#ecc86f	#5247fc
50	Corynebacterium matruchotii	Abiotrophia defectiva	3.0	4	3	Supragingival_plaque	Buccal_mucosa	Intertype	#ff964f	#1996f3	#cccccc	10.0	1.0	#ecc86f	#5247fc
51	Abiotrophia defectiva	Corynebacterium matruchotii	3.0	3	4	Buccal_mucosa	Supragingival_plaque	Intertype	#1996f3	#ff964f	#cccccc	10.0	1.0	#ecc86f	#5247fc
52	Filifactor alocis	Capnocytophaga sp. oral taxon 863	2.0	2	3	Throat	Supragingival_plaque	Intertype	#ff5029	#ff964f	#cccccc	14.0	6.0	#ff0000	#96fca7
53	Capnocytophaga sp. oral taxon 863	Filifactor alocis	2.0	3	2	Supragingival_plaque	Throat	Intertype	#ff964f	#ff5029	#cccccc	14.0	6.0	#ff0000	#96fca7
54	Fusobacterium sp. CM22	Aggregatibacter segnis	2.0	2	3	Supragingival_plaque	Buccal_mucosa	Intertype	#ff964f	#1996f3	#cccccc	8.0	6.0	#a2f9a0	#96fca7
55	Aggregatibacter segnis	Fusobacterium sp. CM22	2.0	3	2	Buccal_mucosa	Supragingival_plaque	Intertype	#1996f3	#ff964f	#cccccc	4.0	0.0	#10c6e6	#8000ff
56	Fusobacterium sp. CM22	Capnocytophaga sp. oral taxon 863	2.0	2	3	Supragingival_plaque	Supragingival_plaque	Supragingival_plaque	#ff964f	#ff964f	#ff964f	8.0	6.0	#a2f9a0	#96fca7
57	Capnocytophaga sp. oral taxon 863	Fusobacterium sp. CM22	2.0	3	2	Supragingival_plaque	Supragingival_plaque	Supragingival_plaque	#ff964f	#ff964f	#ff964f	14.0	6.0	#ff0000	#96fca7
58	Gemella morbillorum	Abiotrophia defectiva	3.0	4	3	Supragingival_plaque	Buccal_mucosa	Intertype	#ff964f	#1996f3	#cccccc	10.0	1.0	#ecc86f	#5247fc
59	Abiotrophia defectiva	Gemella morbillorum	3.0	3	4	Buccal_mucosa	Supragingival_plaque	Intertype	#1996f3	#ff964f	#cccccc	10.0	1.0	#ecc86f	#5247fc
60	Haemophilus paraphrohaemolyticus	Granulicatella elegans	2.0	2	3	Buccal_mucosa	Attached	Intertype	#1996f3	#4e4dfc	#cccccc	10.0	9.0	#ecc86f	#ff8c49
61	Granulicatella elegans	Haemophilus paraphrohaemolyticus	2.0	3	2	Attached	Buccal_mucosa	Intertype	#4e4dfc	#1996f3	#cccccc	10.0	9.0	#ecc86f	#ff8c49
62	Kingella oralis	Actinomyces naeslundii	2.0	3	2	Supragingival_plaque	Supragingival_plaque	Supragingival_plaque	#ff964f	#ff964f	#ff964f	4.0	0.0	#10c6e6	#8000ff
63	Actinomyces naeslundii	Kingella oralis	2.0	2	3	Supragingival_plaque	Supragingival_plaque	Supragingival_plaque	#ff964f	#ff964f	#ff964f	4.0	0.0	#10c6e6	#8000ff
64	Kingella oralis	Actinomyces sp. oral taxon 171	2.0	3	2	Supragingival_plaque	Supragingival_plaque	Supragingival_plaque	#ff964f	#ff964f	#ff964f	4.0	0.0	#10c6e6	#8000ff
65	Actinomyces sp. oral taxon 171	Kingella oralis	2.0	2	3	Supragingival_plaque	Supragingival_plaque	Supragingival_plaque	#ff964f	#ff964f	#ff964f	4.0	0.0	#10c6e6	#8000ff
66	Kingella oralis	Actinomyces sp. oral taxon 175	2.0	3	2	Supragingival_plaque	Supragingival_plaque	Supragingival_plaque	#ff964f	#ff964f	#ff964f	4.0	0.0	#10c6e6	#8000ff
67	Actinomyces sp. oral taxon 175	Kingella oralis	2.0	2	3	Supragingival_plaque	Supragingival_plaque	Supragingival_plaque	#ff964f	#ff964f	#ff964f	4.0	0.0	#10c6e6	#8000ff
68	Kingella oralis	Actinomyces viscosus	2.0	3	2	Supragingival_plaque	Supragingival_plaque	Supragingival_plaque	#ff964f	#ff964f	#ff964f	4.0	0.0	#10c6e6	#8000ff
69	Actinomyces viscosus	Kingella oralis	2.0	2	3	Supragingival_plaque	Supragingival_plaque	Supragingival_plaque	#ff964f	#ff964f	#ff964f	4.0	0.0	#10c6e6	#8000ff
70	Kingella oralis	Aggregatibacter segnis	3.0	3	3	Supragingival_plaque	Buccal_mucosa	Intertype	#ff964f	#1996f3	#cccccc	4.0	0.0	#10c6e6	#8000ff
71	Aggregatibacter segnis	Kingella oralis	3.0	3	3	Buccal_mucosa	Supragingival_plaque	Intertype	#1996f3	#ff964f	#cccccc	4.0	0.0	#10c6e6	#8000ff
72	Kingella oralis	Campylobacter rectus	2.0	3	2	Supragingival_plaque	Subgingival_plaque	Intertype	#ff964f	#e4cf74	#cccccc	4.0	0.0	#10c6e6	#8000ff
73	Campylobacter rectus	Kingella oralis	2.0	2	3	Subgingival_plaque	Supragingival_plaque	Intertype	#e4cf74	#ff964f	#cccccc	4.0	0.0	#10c6e6	#8000ff
74	Kingella oralis	Fusobacterium sp. CM22	2.0	3	2	Supragingival_plaque	Supragingival_plaque	Supragingival_plaque	#ff964f	#ff964f	#ff964f	4.0	0.0	#10c6e6	#8000ff
75	Fusobacterium sp. CM22	Kingella oralis	2.0	2	3	Supragingival_plaque	Supragingival_plaque	Supragingival_plaque	#ff964f	#ff964f	#ff964f	8.0	6.0	#a2f9a0	#96fca7
76	Leptotrichia buccalis	Faecalibacterium prausnitzii	2.0	3	2	Supragingival_plaque	Stool	Intertype	#ff964f	#b2f396	#cccccc	2.0	8.0	#386df9	#f2c26b
77	Faecalibacterium prausnitzii	Leptotrichia buccalis	2.0	2	3	Stool	Supragingival_plaque	Intertype	#b2f396	#ff964f	#cccccc	2.0	8.0	#386df9	#f2c26b
78	Leptotrichia buccalis	Gardnerella vaginalis	2.0	3	2	Supragingival_plaque	Posterior_fornix	Intertype	#ff964f	#4df3ce	#cccccc	2.0	8.0	#386df9	#f2c26b
79	Gardnerella vaginalis	Leptotrichia buccalis	2.0	2	3	Posterior_fornix	Supragingival_plaque	Intertype	#4df3ce	#ff964f	#cccccc	2.0	8.0	#386df9	#f2c26b
80	Leptotrichia goodfellowii	Centipeda periodontii	3.0	4	3	Supragingival_plaque	Subgingival_plaque	Intertype	#ff964f	#e4cf74	#cccccc	5.0	7.0	#37e6d8	#c4e88a
81	Centipeda periodontii	Leptotrichia goodfellowii	3.0	3	4	Subgingival_plaque	Supragingival_plaque	Intertype	#e4cf74	#ff964f	#cccccc	11.0	7.0	#ffa055	#c4e88a
82	Leptotrichia hofstadii	Faecalibacterium prausnitzii	2.0	3	2	Supragingival_plaque	Stool	Intertype	#ff964f	#b2f396	#cccccc	2.0	8.0	#386df9	#f2c26b
83	Faecalibacterium prausnitzii	Leptotrichia hofstadii	2.0	2	3	Stool	Supragingival_plaque	Intertype	#b2f396	#ff964f	#cccccc	2.0	8.0	#386df9	#f2c26b
84	Leptotrichia hofstadii	Gardnerella vaginalis	2.0	3	2	Supragingival_plaque	Posterior_fornix	Intertype	#ff964f	#4df3ce	#cccccc	2.0	8.0	#386df9	#f2c26b
85	Gardnerella vaginalis	Leptotrichia hofstadii	2.0	2	3	Posterior_fornix	Supragingival_plaque	Intertype	#4df3ce	#ff964f	#cccccc	2.0	8.0	#386df9	#f2c26b
86	Leptotrichia hofstadii	Leptotrichia buccalis	3.0	3	3	Supragingival_plaque	Supragingival_plaque	Supragingival_plaque	#ff964f	#ff964f	#ff964f	2.0	8.0	#386df9	#f2c26b
87	Leptotrichia buccalis	Leptotrichia hofstadii	3.0	3	3	Supragingival_plaque	Supragingival_plaque	Supragingival_plaque	#ff964f	#ff964f	#ff964f	2.0	8.0	#386df9	#f2c26b
88	Leptotrichia shahii	Faecalibacterium prausnitzii	2.0	3	2	Tongue_dorsum	Stool	Intertype	#ff0000	#b2f396	#cccccc	2.0	8.0	#386df9	#f2c26b
89	Faecalibacterium prausnitzii	Leptotrichia shahii	2.0	2	3	Stool	Tongue_dorsum	Intertype	#b2f396	#ff0000	#cccccc	2.0	8.0	#386df9	#f2c26b
90	Leptotrichia shahii	Gardnerella vaginalis	2.0	3	2	Tongue_dorsum	Posterior_fornix	Intertype	#ff0000	#4df3ce	#cccccc	2.0	8.0	#386df9	#f2c26b
91	Gardnerella vaginalis	Leptotrichia shahii	2.0	2	3	Posterior_fornix	Tongue_dorsum	Intertype	#4df3ce	#ff0000	#cccccc	2.0	8.0	#386df9	#f2c26b
92	Leptotrichia shahii	Lachnospiraceae bacterium oral taxon 082	3.0	3	5	Tongue_dorsum	Tongue_dorsum	Tongue_dorsum	#ff0000	#ff0000	#ff0000	2.0	8.0	#386df9	#f2c26b
93	Lachnospiraceae bacterium oral taxon 082	Leptotrichia shahii	3.0	5	3	Tongue_dorsum	Tongue_dorsum	Tongue_dorsum	#ff0000	#ff0000	#ff0000	2.0	8.0	#386df9	#f2c26b
94	Leptotrichia sp. oral taxon 225	Centipeda periodontii	2.0	2	3	Supragingival_plaque	Subgingival_plaque	Intertype	#ff964f	#e4cf74	#cccccc	11.0	7.0	#ffa055	#c4e88a
95	Centipeda periodontii	Leptotrichia sp. oral taxon 225	2.0	3	2	Subgingival_plaque	Supragingival_plaque	Intertype	#e4cf74	#ff964f	#cccccc	11.0	7.0	#ffa055	#c4e88a
96	Leptotrichia trevisanii	Faecalibacterium prausnitzii	2.0	3	2	Supragingival_plaque	Stool	Intertype	#ff964f	#b2f396	#cccccc	2.0	8.0	#386df9	#f2c26b
97	Faecalibacterium prausnitzii	Leptotrichia trevisanii	2.0	2	3	Stool	Supragingival_plaque	Intertype	#b2f396	#ff964f	#cccccc	2.0	8.0	#386df9	#f2c26b
98	Leptotrichia trevisanii	Gardnerella vaginalis	2.0	3	2	Supragingival_plaque	Posterior_fornix	Intertype	#ff964f	#4df3ce	#cccccc	2.0	8.0	#386df9	#f2c26b
99	Gardnerella vaginalis	Leptotrichia trevisanii	2.0	2	3	Posterior_fornix	Supragingival_plaque	Intertype	#4df3ce	#ff964f	#cccccc	2.0	8.0	#386df9	#f2c26b
100	Leptotrichia trevisanii	Lachnospiraceae bacterium oral taxon 082	3.0	3	5	Supragingival_plaque	Tongue_dorsum	Intertype	#ff964f	#ff0000	#cccccc	2.0	8.0	#386df9	#f2c26b
