	source	target	weight	source_freq	target_freq	first_sample	second_sample	edge_sample	fscolor	sscolor	edcolor	spect_cluster	commun_cluster	spect_color	comm_color
0	Corynebacterium pseudodiphtheriticum	Corynebacterium propinquum	3.0	4	4	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	2.0	3.0	#01b3ec	#7effb5
1	Corynebacterium propinquum	Corynebacterium pseudodiphtheriticum	3.0	4	4	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	2.0	3.0	#01b3ec	#7effb5
2	Lawsonella clevelandensis	Gemella haemolysans	3.0	7	5	Anterior_nares	Buccal_mucosa	Intertype	#8000ff	#1996f3	#cccccc	3.0	5.0	#3febd5	#ff8143
3	Gemella haemolysans	Lawsonella clevelandensis	3.0	5	7	Buccal_mucosa	Anterior_nares	Intertype	#1996f3	#8000ff	#cccccc	3.0	5.0	#3febd5	#ff8143
4	Parabacteroides merdae	Corynebacterium ammoniagenes	3.0	3	3	Stool	Anterior_nares	Intertype	#b2f396	#8000ff	#cccccc	5.0	1.0	#beec8e	#2c7ef7
5	Corynebacterium ammoniagenes	Parabacteroides merdae	3.0	3	3	Anterior_nares	Stool	Intertype	#8000ff	#b2f396	#cccccc	5.0	1.0	#beec8e	#2c7ef7
6	Propionibacterium avidum	Corynebacterium durum	3.0	3	5	Anterior_nares	Supragingival_plaque	Intertype	#8000ff	#ff964f	#cccccc	8.0	2.0	#ff0000	#2adddd
7	Corynebacterium durum	Propionibacterium avidum	3.0	5	3	Supragingival_plaque	Anterior_nares	Intertype	#ff964f	#8000ff	#cccccc	1.0	2.0	#425ffa	#2adddd
8	Propionibacterium granulosum	Actinomyces oris	3.0	7	3	Anterior_nares	Supragingival_plaque	Intertype	#8000ff	#ff964f	#cccccc	4.0	0.0	#7effb5	#8000ff
9	Actinomyces oris	Propionibacterium granulosum	3.0	3	7	Supragingival_plaque	Anterior_nares	Intertype	#ff964f	#8000ff	#cccccc	7.0	0.0	#ff6232	#8000ff
10	Propionibacterium granulosum	Alistipes putredinis	3.0	7	5	Anterior_nares	Stool	Intertype	#8000ff	#b2f396	#cccccc	4.0	0.0	#7effb5	#8000ff
11	Alistipes putredinis	Propionibacterium granulosum	3.0	5	7	Stool	Anterior_nares	Intertype	#b2f396	#8000ff	#cccccc	4.0	0.0	#7effb5	#8000ff
12	Propionibacterium propionicum	Lawsonella clevelandensis	3.0	4	7	Supragingival_plaque	Anterior_nares	Intertype	#ff964f	#8000ff	#cccccc	3.0	5.0	#3febd5	#ff8143
13	Lawsonella clevelandensis	Propionibacterium propionicum	3.0	7	4	Anterior_nares	Supragingival_plaque	Intertype	#8000ff	#ff964f	#cccccc	3.0	5.0	#3febd5	#ff8143
14	Propionibacterium sp. KPL1844	Actinomyces oris	3.0	6	3	Anterior_nares	Supragingival_plaque	Intertype	#8000ff	#ff964f	#cccccc	0.0	0.0	#8000ff	#8000ff
15	Actinomyces oris	Propionibacterium sp. KPL1844	3.0	3	6	Supragingival_plaque	Anterior_nares	Intertype	#ff964f	#8000ff	#cccccc	7.0	0.0	#ff6232	#8000ff
16	Propionibacterium sp. KPL1844	Propionibacterium humerusii	3.0	6	5	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	0.0	0.0	#8000ff	#8000ff
17	Propionibacterium humerusii	Propionibacterium sp. KPL1844	3.0	5	6	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	0.0	0.0	#8000ff	#8000ff
18	Rothia dentocariosa	Actinomyces oris	3.0	6	3	Supragingival_plaque	Supragingival_plaque	Supragingival_plaque	#ff964f	#ff964f	#ff964f	7.0	0.0	#ff6232	#8000ff
19	Actinomyces oris	Rothia dentocariosa	3.0	3	6	Supragingival_plaque	Supragingival_plaque	Supragingival_plaque	#ff964f	#ff964f	#ff964f	7.0	0.0	#ff6232	#8000ff
20	Ruminococcus faecis	Corynebacterium sp. KPL1818	3.0	4	6	Stool	Anterior_nares	Intertype	#b2f396	#8000ff	#cccccc	3.0	4.0	#3febd5	#d4dd80
21	Corynebacterium sp. KPL1818	Ruminococcus faecis	3.0	6	4	Anterior_nares	Stool	Intertype	#8000ff	#b2f396	#cccccc	3.0	4.0	#3febd5	#d4dd80
22	Streptococcus sanguinis	Lawsonella clevelandensis	3.0	5	7	Supragingival_plaque	Anterior_nares	Intertype	#ff964f	#8000ff	#cccccc	3.0	5.0	#3febd5	#ff8143
23	Lawsonella clevelandensis	Streptococcus sanguinis	3.0	7	5	Anterior_nares	Supragingival_plaque	Intertype	#8000ff	#ff964f	#cccccc	3.0	5.0	#3febd5	#ff8143
24	Streptococcus sanguinis	Propionibacterium propionicum	3.0	5	4	Supragingival_plaque	Supragingival_plaque	Supragingival_plaque	#ff964f	#ff964f	#ff964f	3.0	5.0	#3febd5	#ff8143
25	Propionibacterium propionicum	Streptococcus sanguinis	3.0	4	5	Supragingival_plaque	Supragingival_plaque	Supragingival_plaque	#ff964f	#ff964f	#ff964f	3.0	5.0	#3febd5	#ff8143
26	Veillonella parvula	Lautropia mirabilis	3.0	3	5	Buccal_mucosa	Supragingival_plaque	Intertype	#1996f3	#ff964f	#cccccc	6.0	6.0	#feb562	#ff0000
27	Lautropia mirabilis	Veillonella parvula	3.0	5	3	Supragingival_plaque	Buccal_mucosa	Intertype	#ff964f	#1996f3	#cccccc	6.0	6.0	#feb562	#ff0000
