	source	target	weight	source_freq	target_freq	first_sample	second_sample	edge_sample	fscolor	sscolor	edcolor	spect_cluster	commun_cluster	spect_color	comm_color
0	[Haemophilus] ducreyi	[Actinobacillus] muris	2.0	2	2	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	13.0	0.0	#94fda8	#8000ff
1	[Actinobacillus] muris	[Haemophilus] ducreyi	2.0	2	2	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	13.0	0.0	#94fda8	#8000ff
2	[Mannheimia] succiniciproducens	[Actinobacillus] muris	2.0	2	2	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	13.0	0.0	#94fda8	#8000ff
3	[Actinobacillus] muris	[Mannheimia] succiniciproducens	2.0	2	2	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	13.0	0.0	#94fda8	#8000ff
4	[Mannheimia] succiniciproducens	[Haemophilus] ducreyi	2.0	2	2	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	13.0	0.0	#94fda8	#8000ff
5	[Haemophilus] ducreyi	[Mannheimia] succiniciproducens	2.0	2	2	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	13.0	0.0	#94fda8	#8000ff
6	Acidovorax ebreus	Acidovorax delafieldii	1.0	1	1	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	3.0	7.0	#425ffa	#04b9ea
7	Acidovorax delafieldii	Acidovorax ebreus	1.0	1	1	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	3.0	7.0	#425ffa	#04b9ea
8	Acidovorax sp. JS42	Acidovorax delafieldii	1.0	1	1	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	3.0	7.0	#425ffa	#04b9ea
9	Acidovorax delafieldii	Acidovorax sp. JS42	1.0	1	1	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	3.0	7.0	#425ffa	#04b9ea
10	Acidovorax sp. JS42	Acidovorax ebreus	1.0	1	1	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	3.0	7.0	#425ffa	#04b9ea
11	Acidovorax ebreus	Acidovorax sp. JS42	1.0	1	1	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	3.0	7.0	#425ffa	#04b9ea
12	Actinobacillus pleuropneumoniae	[Actinobacillus] muris	2.0	2	2	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	13.0	0.0	#94fda8	#8000ff
13	[Actinobacillus] muris	Actinobacillus pleuropneumoniae	2.0	2	2	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	13.0	0.0	#94fda8	#8000ff
14	Actinobacillus pleuropneumoniae	[Haemophilus] ducreyi	2.0	2	2	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	13.0	0.0	#94fda8	#8000ff
15	[Haemophilus] ducreyi	Actinobacillus pleuropneumoniae	2.0	2	2	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	13.0	0.0	#94fda8	#8000ff
16	Actinobacillus pleuropneumoniae	[Mannheimia] succiniciproducens	2.0	2	2	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	13.0	0.0	#94fda8	#8000ff
17	[Mannheimia] succiniciproducens	Actinobacillus pleuropneumoniae	2.0	2	2	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	13.0	0.0	#94fda8	#8000ff
18	Actinomyces dentalis	Acidovorax delafieldii	1.0	3	1	Subgingival_plaque	Buccal_mucosa	Intertype	#e4cf74	#1996f3	#cccccc	3.0	7.0	#425ffa	#04b9ea
19	Acidovorax delafieldii	Actinomyces dentalis	1.0	1	3	Buccal_mucosa	Subgingival_plaque	Intertype	#1996f3	#e4cf74	#cccccc	3.0	7.0	#425ffa	#04b9ea
20	Actinomyces dentalis	Acidovorax ebreus	1.0	3	1	Subgingival_plaque	Buccal_mucosa	Intertype	#e4cf74	#1996f3	#cccccc	3.0	7.0	#425ffa	#04b9ea
21	Acidovorax ebreus	Actinomyces dentalis	1.0	1	3	Buccal_mucosa	Subgingival_plaque	Intertype	#1996f3	#e4cf74	#cccccc	3.0	7.0	#425ffa	#04b9ea
22	Actinomyces dentalis	Acidovorax sp. JS42	1.0	3	1	Subgingival_plaque	Buccal_mucosa	Intertype	#e4cf74	#1996f3	#cccccc	3.0	7.0	#425ffa	#04b9ea
23	Acidovorax sp. JS42	Actinomyces dentalis	1.0	1	3	Buccal_mucosa	Subgingival_plaque	Intertype	#1996f3	#e4cf74	#cccccc	3.0	7.0	#425ffa	#04b9ea
24	Actinomyces johnsonii	Actinobacillus minor	4.0	7	6	Subgingival_plaque	Buccal_mucosa	Intertype	#e4cf74	#1996f3	#cccccc	17.0	4.0	#e8cb72	#3670f8
25	Actinobacillus minor	Actinomyces johnsonii	4.0	6	7	Buccal_mucosa	Subgingival_plaque	Intertype	#1996f3	#e4cf74	#cccccc	2.0	5.0	#5641fd	#218cf4
26	Actinomyces meyeri	Acidovorax delafieldii	1.0	2	1	Subgingival_plaque	Buccal_mucosa	Intertype	#e4cf74	#1996f3	#cccccc	3.0	7.0	#425ffa	#04b9ea
27	Acidovorax delafieldii	Actinomyces meyeri	1.0	1	2	Buccal_mucosa	Subgingival_plaque	Intertype	#1996f3	#e4cf74	#cccccc	3.0	7.0	#425ffa	#04b9ea
28	Actinomyces meyeri	Acidovorax ebreus	1.0	2	1	Subgingival_plaque	Buccal_mucosa	Intertype	#e4cf74	#1996f3	#cccccc	3.0	7.0	#425ffa	#04b9ea
29	Acidovorax ebreus	Actinomyces meyeri	1.0	1	2	Buccal_mucosa	Subgingival_plaque	Intertype	#1996f3	#e4cf74	#cccccc	3.0	7.0	#425ffa	#04b9ea
30	Actinomyces meyeri	Acidovorax sp. JS42	1.0	2	1	Subgingival_plaque	Buccal_mucosa	Intertype	#e4cf74	#1996f3	#cccccc	3.0	7.0	#425ffa	#04b9ea
31	Acidovorax sp. JS42	Actinomyces meyeri	1.0	1	2	Buccal_mucosa	Subgingival_plaque	Intertype	#1996f3	#e4cf74	#cccccc	3.0	7.0	#425ffa	#04b9ea
32	Actinomyces meyeri	Actinomyces dentalis	1.0	2	3	Subgingival_plaque	Subgingival_plaque	Subgingival_plaque	#e4cf74	#e4cf74	#e4cf74	3.0	7.0	#425ffa	#04b9ea
33	Actinomyces dentalis	Actinomyces meyeri	1.0	3	2	Subgingival_plaque	Subgingival_plaque	Subgingival_plaque	#e4cf74	#e4cf74	#e4cf74	3.0	7.0	#425ffa	#04b9ea
34	Actinomyces naeslundii	Abiotrophia defectiva	6.0	8	8	Supragingival_plaque	Buccal_mucosa	Intertype	#ff964f	#1996f3	#cccccc	1.0	4.0	#6c1fff	#3670f8
35	Abiotrophia defectiva	Actinomyces naeslundii	6.0	8	8	Buccal_mucosa	Supragingival_plaque	Intertype	#1996f3	#ff964f	#cccccc	1.0	4.0	#6c1fff	#3670f8
36	Actinomyces sp. oral taxon 175	Actinomyces johnsonii	4.0	7	7	Supragingival_plaque	Subgingival_plaque	Intertype	#ff964f	#e4cf74	#cccccc	1.0	4.0	#6c1fff	#3670f8
37	Actinomyces johnsonii	Actinomyces sp. oral taxon 175	4.0	7	7	Subgingival_plaque	Supragingival_plaque	Intertype	#e4cf74	#ff964f	#cccccc	17.0	4.0	#e8cb72	#3670f8
38	Actinomyces sp. oral taxon 178	Acidovorax delafieldii	1.0	1	1	Supragingival_plaque	Buccal_mucosa	Intertype	#ff964f	#1996f3	#cccccc	3.0	7.0	#425ffa	#04b9ea
39	Acidovorax delafieldii	Actinomyces sp. oral taxon 178	1.0	1	1	Buccal_mucosa	Supragingival_plaque	Intertype	#1996f3	#ff964f	#cccccc	3.0	7.0	#425ffa	#04b9ea
40	Actinomyces sp. oral taxon 178	Acidovorax ebreus	1.0	1	1	Supragingival_plaque	Buccal_mucosa	Intertype	#ff964f	#1996f3	#cccccc	3.0	7.0	#425ffa	#04b9ea
41	Acidovorax ebreus	Actinomyces sp. oral taxon 178	1.0	1	1	Buccal_mucosa	Supragingival_plaque	Intertype	#1996f3	#ff964f	#cccccc	3.0	7.0	#425ffa	#04b9ea
42	Actinomyces sp. oral taxon 178	Acidovorax sp. JS42	1.0	1	1	Supragingival_plaque	Buccal_mucosa	Intertype	#ff964f	#1996f3	#cccccc	3.0	7.0	#425ffa	#04b9ea
43	Acidovorax sp. JS42	Actinomyces sp. oral taxon 178	1.0	1	1	Buccal_mucosa	Supragingival_plaque	Intertype	#1996f3	#ff964f	#cccccc	3.0	7.0	#425ffa	#04b9ea
44	Actinomyces sp. oral taxon 178	Actinomyces dentalis	1.0	1	3	Supragingival_plaque	Subgingival_plaque	Intertype	#ff964f	#e4cf74	#cccccc	3.0	7.0	#425ffa	#04b9ea
45	Actinomyces dentalis	Actinomyces sp. oral taxon 178	1.0	3	1	Subgingival_plaque	Supragingival_plaque	Intertype	#e4cf74	#ff964f	#cccccc	3.0	7.0	#425ffa	#04b9ea
