	source	target	weight	edge_sample	edcolor
0	Acidaminococcus	Acholeplasma	0.809547547485	Stool	#b2f396
1	Acholeplasma	Acidaminococcus	0.809547547485	Stool	#b2f396
2	Aliterella	Acinetobacter	0.996168686298	Anterior_nares	#8000ff
3	Acinetobacter	Aliterella	0.996168686298	Anterior_nares	#8000ff
4	Anaerotruncus	Acetivibrio	0.880590415103	Stool	#b2f396
5	Acetivibrio	Anaerotruncus	0.880590415103	Stool	#b2f396
6	Arthrobacter	Acinetobacter	0.996168686298	Anterior_nares	#8000ff
7	Acinetobacter	Arthrobacter	0.996168686298	Anterior_nares	#8000ff
8	Arthrobacter	Aliterella	1.0	Anterior_nares	#8000ff
9	Aliterella	Arthrobacter	1.0	Anterior_nares	#8000ff
10	Atopobacter	Amphibacillus	1.0	Anterior_nares	#8000ff
11	Amphibacillus	Atopobacter	1.0	Anterior_nares	#8000ff
12	Aureimonas	Arcanobacterium	0.969911300836	Anterior_nares	#8000ff
13	Arcanobacterium	Aureimonas	0.969911300836	Anterior_nares	#8000ff
14	Avibacterium	Actinobacillus	0.82678604747	Buccal_mucosa	#1996f3
15	Actinobacillus	Avibacterium	0.82678604747	Buccal_mucosa	#1996f3
16	Azohydromonas	Acinetobacter	0.996168686298	Anterior_nares	#8000ff
17	Acinetobacter	Azohydromonas	0.996168686298	Anterior_nares	#8000ff
18	Azohydromonas	Aliterella	1.0	Anterior_nares	#8000ff
19	Aliterella	Azohydromonas	1.0	Anterior_nares	#8000ff
20	Azohydromonas	Arthrobacter	1.0	Anterior_nares	#8000ff
21	Arthrobacter	Azohydromonas	1.0	Anterior_nares	#8000ff
22	Basfia	Actinobacillus	0.988872788788	Buccal_mucosa	#1996f3
23	Actinobacillus	Basfia	0.988872788788	Buccal_mucosa	#1996f3
24	Basfia	Avibacterium	0.809547547485	Buccal_mucosa	#1996f3
25	Avibacterium	Basfia	0.809547547485	Buccal_mucosa	#1996f3
26	Bibersteinia	Actinobacillus	0.936541083794	Buccal_mucosa	#1996f3
27	Actinobacillus	Bibersteinia	0.936541083794	Buccal_mucosa	#1996f3
28	Bibersteinia	Basfia	0.947079436721	Buccal_mucosa	#1996f3
29	Basfia	Bibersteinia	0.947079436721	Buccal_mucosa	#1996f3
30	Bradyrhizobium	Afipia	0.947169800914	Throat	#ff5029
31	Afipia	Bradyrhizobium	0.947169800914	Throat	#ff5029
32	Brevibacterium	Aerococcus	0.999888764849	Posterior_fornix	#4df3ce
