	source	source_freq	first_sample	fscolor	spect_cluster	commun_cluster	spect_color	comm_color
0	Alloprevotella	2	Attached	#4e4dfc	1.0	0.0	#01b3ec	#8000ff
1	Actinomyces	2	Supragingival_plaque	#ff964f	1.0	0.0	#01b3ec	#8000ff
2	Capnocytophaga	2	Supragingival_plaque	#ff964f	4.0	1.0	#ff0000	#ff0000
3	Bacteroides	2	Stool	#b2f396	4.0	1.0	#ff0000	#ff0000
4	Chlamydia	2	Attached	#4e4dfc	3.0	1.0	#feb562	#ff0000
5	Bacteroides	2	Stool	#b2f396	4.0	1.0	#ff0000	#ff0000
6	Chlamydia	2	Attached	#4e4dfc	3.0	1.0	#feb562	#ff0000
7	Capnocytophaga	2	Supragingival_plaque	#ff964f	4.0	1.0	#ff0000	#ff0000
8	Clostridium	2	Stool	#b2f396	4.0	1.0	#ff0000	#ff0000
9	Bacteroides	2	Stool	#b2f396	4.0	1.0	#ff0000	#ff0000
10	Clostridium	2	Stool	#b2f396	4.0	1.0	#ff0000	#ff0000
11	Capnocytophaga	2	Supragingival_plaque	#ff964f	4.0	1.0	#ff0000	#ff0000
12	Clostridium	2	Stool	#b2f396	4.0	1.0	#ff0000	#ff0000
13	Chlamydia	2	Attached	#4e4dfc	3.0	1.0	#feb562	#ff0000
14	Corynebacterium	2	Supragingival_plaque	#ff964f	1.0	0.0	#01b3ec	#8000ff
15	Actinomyces	2	Supragingival_plaque	#ff964f	1.0	0.0	#01b3ec	#8000ff
16	Corynebacterium	2	Supragingival_plaque	#ff964f	1.0	0.0	#01b3ec	#8000ff
17	Alloprevotella	2	Attached	#4e4dfc	1.0	0.0	#01b3ec	#8000ff
18	Gemella	2	Buccal_mucosa	#1996f3	3.0	1.0	#feb562	#ff0000
19	Bacteroides	2	Stool	#b2f396	4.0	1.0	#ff0000	#ff0000
20	Gemella	2	Buccal_mucosa	#1996f3	3.0	1.0	#feb562	#ff0000
21	Capnocytophaga	2	Supragingival_plaque	#ff964f	4.0	1.0	#ff0000	#ff0000
22	Gemella	2	Buccal_mucosa	#1996f3	3.0	1.0	#feb562	#ff0000
23	Chlamydia	2	Attached	#4e4dfc	3.0	1.0	#feb562	#ff0000
24	Gemella	2	Buccal_mucosa	#1996f3	3.0	1.0	#feb562	#ff0000
25	Clostridium	2	Stool	#b2f396	4.0	1.0	#ff0000	#ff0000
26	Granulicatella	2	Attached	#4e4dfc	0.0	1.0	#8000ff	#ff0000
27	Bacteroides	2	Stool	#b2f396	4.0	1.0	#ff0000	#ff0000
28	Granulicatella	2	Attached	#4e4dfc	0.0	1.0	#8000ff	#ff0000
29	Capnocytophaga	2	Supragingival_plaque	#ff964f	4.0	1.0	#ff0000	#ff0000
30	Granulicatella	2	Attached	#4e4dfc	0.0	1.0	#8000ff	#ff0000
31	Chlamydia	2	Attached	#4e4dfc	3.0	1.0	#feb562	#ff0000
32	Granulicatella	2	Attached	#4e4dfc	0.0	1.0	#8000ff	#ff0000
33	Clostridium	2	Stool	#b2f396	4.0	1.0	#ff0000	#ff0000
34	Granulicatella	2	Attached	#4e4dfc	0.0	1.0	#8000ff	#ff0000
35	Gemella	2	Buccal_mucosa	#1996f3	3.0	1.0	#feb562	#ff0000
36	Haemophilus	2	Buccal_mucosa	#1996f3	0.0	1.0	#8000ff	#ff0000
37	Bacteroides	2	Stool	#b2f396	4.0	1.0	#ff0000	#ff0000
38	Haemophilus	2	Buccal_mucosa	#1996f3	0.0	1.0	#8000ff	#ff0000
39	Capnocytophaga	2	Supragingival_plaque	#ff964f	4.0	1.0	#ff0000	#ff0000
40	Haemophilus	2	Buccal_mucosa	#1996f3	0.0	1.0	#8000ff	#ff0000
41	Chlamydia	2	Attached	#4e4dfc	3.0	1.0	#feb562	#ff0000
