	source	target	weight	edge_sample	edcolor
0	Akkermansia	Aggregatibacter	0.912710162929	Intertype	#cccccc
1	Aggregatibacter	Akkermansia	0.912710162929	Intertype	#cccccc
2	Alicycliphilus	Acidovorax	0.987267385173	Intertype	#cccccc
3	Acidovorax	Alicycliphilus	0.987267385173	Intertype	#cccccc
4	Alicycliphilus	Actinomyces	0.8580779891220001	Intertype	#cccccc
5	Actinomyces	Alicycliphilus	0.8580779891220001	Intertype	#cccccc
6	Alistipes	Akkermansia	0.999035286036	Stool	#b2f396
7	Akkermansia	Alistipes	0.999035286036	Stool	#b2f396
8	Anaeroglobus	Abiotrophia	0.92078305264	Intertype	#cccccc
9	Abiotrophia	Anaeroglobus	0.92078305264	Intertype	#cccccc
10	Avibacterium	Acinetobacter	0.9441175905	Intertype	#cccccc
11	Acinetobacter	Avibacterium	0.9441175905	Intertype	#cccccc
12	Bacillus	Acinetobacter	0.856348838578	Anterior_nares	#8000ff
13	Acinetobacter	Bacillus	0.856348838578	Anterior_nares	#8000ff
14	Bacillus	Avibacterium	0.8703882797779999	Intertype	#cccccc
15	Avibacterium	Bacillus	0.8703882797779999	Intertype	#cccccc
16	Basfia	Acinetobacter	0.9441175905	Intertype	#cccccc
17	Acinetobacter	Basfia	0.9441175905	Intertype	#cccccc
18	Basfia	Avibacterium	1.0	Buccal_mucosa	#1996f3
19	Avibacterium	Basfia	1.0	Buccal_mucosa	#1996f3
20	Basfia	Bacillus	0.8703882797779999	Intertype	#cccccc
21	Bacillus	Basfia	0.8703882797779999	Intertype	#cccccc
22	Bibersteinia	Acinetobacter	0.819272049176	Intertype	#cccccc
23	Acinetobacter	Bibersteinia	0.819272049176	Intertype	#cccccc
24	Bibersteinia	Avibacterium	0.933256525257	Buccal_mucosa	#1996f3
25	Avibacterium	Bibersteinia	0.933256525257	Buccal_mucosa	#1996f3
26	Bibersteinia	Bacillus	0.812295541611	Intertype	#cccccc
27	Bacillus	Bibersteinia	0.812295541611	Intertype	#cccccc
28	Bibersteinia	Basfia	0.933256525257	Buccal_mucosa	#1996f3
29	Basfia	Bibersteinia	0.933256525257	Buccal_mucosa	#1996f3
30	Bifidobacterium	Akkermansia	0.882497503293	Stool	#b2f396
31	Akkermansia	Bifidobacterium	0.882497503293	Stool	#b2f396
32	Blautia	Bifidobacterium	0.933256525257	Stool	#b2f396
33	Bifidobacterium	Blautia	0.933256525257	Stool	#b2f396
34	Brochothrix	Acidovorax	0.987267385173	Intertype	#cccccc
35	Acidovorax	Brochothrix	0.987267385173	Intertype	#cccccc
36	Brochothrix	Actinomyces	0.8580779891220001	Intertype	#cccccc
37	Actinomyces	Brochothrix	0.8580779891220001	Intertype	#cccccc
38	Brochothrix	Alicycliphilus	1.0	Intertype	#cccccc
