	source	target	weight	edge_sample	edcolor
0	Arcanobacterium	Actinomyces	0.8532292176559999	Intertype	#cccccc
1	Actinomyces	Arcanobacterium	0.8532292176559999	Intertype	#cccccc
2	Arcanobacterium	Anaeroglobus	0.976785140782	Intertype	#cccccc
3	Anaeroglobus	Arcanobacterium	0.976785140782	Intertype	#cccccc
4	Capnocytophaga	Bergeyella	0.80970235866	Supragingival_plaque	#ff964f
5	Bergeyella	Capnocytophaga	0.80970235866	Supragingival_plaque	#ff964f
6	Cardiobacterium	Bergeyella	0.808078781032	Intertype	#cccccc
7	Bergeyella	Cardiobacterium	0.808078781032	Intertype	#cccccc
8	Cellulomonas	Bulleidia	1.0	Intertype	#cccccc
9	Bulleidia	Cellulomonas	1.0	Intertype	#cccccc
10	Cryptobacterium	Bulleidia	0.882497503293	Intertype	#cccccc
11	Bulleidia	Cryptobacterium	0.882497503293	Intertype	#cccccc
12	Cryptobacterium	Cellulomonas	0.882497503293	Intertype	#cccccc
13	Cellulomonas	Cryptobacterium	0.882497503293	Intertype	#cccccc
14	Dialister	Arcanobacterium	0.8976763927	Intertype	#cccccc
15	Arcanobacterium	Dialister	0.8976763927	Intertype	#cccccc
16	Filifactor	Bacteroides	0.8199909565279999	Intertype	#cccccc
17	Bacteroides	Filifactor	0.8199909565279999	Intertype	#cccccc
18	Kytococcus	Bulleidia	0.882497503293	Intertype	#cccccc
19	Bulleidia	Kytococcus	0.882497503293	Intertype	#cccccc
20	Kytococcus	Cellulomonas	0.882497503293	Intertype	#cccccc
21	Cellulomonas	Kytococcus	0.882497503293	Intertype	#cccccc
22	Lachnoanaerobaculum	Bacteroides	0.867576032428	Intertype	#cccccc
23	Bacteroides	Lachnoanaerobaculum	0.867576032428	Intertype	#cccccc
24	Lachnoanaerobaculum	Bulleidia	0.834572263144	Intertype	#cccccc
25	Bulleidia	Lachnoanaerobaculum	0.834572263144	Intertype	#cccccc
26	Lachnoanaerobaculum	Cellulomonas	0.834572263144	Intertype	#cccccc
27	Cellulomonas	Lachnoanaerobaculum	0.834572263144	Intertype	#cccccc
28	Lachnoanaerobaculum	Cryptobacterium	0.931103681501	Intertype	#cccccc
29	Cryptobacterium	Lachnoanaerobaculum	0.931103681501	Intertype	#cccccc
30	Megasphaera	Cardiobacterium	0.826302272145	Intertype	#cccccc
31	Cardiobacterium	Megasphaera	0.826302272145	Intertype	#cccccc
32	Megasphaera	Centipeda	0.991456903604	Intertype	#cccccc
33	Centipeda	Megasphaera	0.991456903604	Intertype	#cccccc
34	Olsenella	Bacteroides	1.0	Intertype	#cccccc
35	Bacteroides	Olsenella	1.0	Intertype	#cccccc
36	Olsenella	Filifactor	0.8199909565279999	Intertype	#cccccc
37	Filifactor	Olsenella	0.8199909565279999	Intertype	#cccccc
38	Olsenella	Lachnoanaerobaculum	0.867576032428	Intertype	#cccccc
39	Lachnoanaerobaculum	Olsenella	0.867576032428	Intertype	#cccccc
40	Paraprevotella	Bacteroides	0.918582377568	Stool	#b2f396
41	Bacteroides	Paraprevotella	0.918582377568	Stool	#b2f396
42	Paraprevotella	Olsenella	0.918582377568	Intertype	#cccccc
43	Olsenella	Paraprevotella	0.918582377568	Intertype	#cccccc
44	Parvimonas	Bulleidia	0.8835736259870001	Throat	#ff5029
45	Bulleidia	Parvimonas	0.8835736259870001	Throat	#ff5029
46	Parvimonas	Cellulomonas	0.8835736259870001	Intertype	#cccccc
47	Cellulomonas	Parvimonas	0.8835736259870001	Intertype	#cccccc
48	Peptoniphilus	Haemophilus	0.940455498579	Intertype	#cccccc
49	Haemophilus	Peptoniphilus	0.940455498579	Intertype	#cccccc
50	Peptoniphilus	Johnsonella	0.875762123916	Intertype	#cccccc
51	Johnsonella	Peptoniphilus	0.875762123916	Intertype	#cccccc
52	Peptostreptococcus	Bulleidia	0.993344582716	Throat	#ff5029
53	Bulleidia	Peptostreptococcus	0.993344582716	Throat	#ff5029
54	Peptostreptococcus	Cellulomonas	0.993344582716	Intertype	#cccccc
55	Cellulomonas	Peptostreptococcus	0.993344582716	Intertype	#cccccc
56	Peptostreptococcus	Cryptobacterium	0.902160729225	Intertype	#cccccc
57	Cryptobacterium	Peptostreptococcus	0.902160729225	Intertype	#cccccc
58	Peptostreptococcus	Kytococcus	0.8574716528540001	Intertype	#cccccc
59	Kytococcus	Peptostreptococcus	0.8574716528540001	Intertype	#cccccc
60	Pseudomonas	Morococcus	1.0	Intertype	#cccccc
61	Morococcus	Pseudomonas	1.0	Intertype	#cccccc
62	Pseudoramibacter	Bulleidia	1.0	Intertype	#cccccc
63	Bulleidia	Pseudoramibacter	1.0	Intertype	#cccccc
64	Pseudoramibacter	Cellulomonas	1.0	Intertype	#cccccc
65	Cellulomonas	Pseudoramibacter	1.0	Intertype	#cccccc
66	Pseudoramibacter	Cryptobacterium	0.882497503293	Supragingival_plaque	#ff964f
67	Cryptobacterium	Pseudoramibacter	0.882497503293	Supragingival_plaque	#ff964f
68	Pseudoramibacter	Kytococcus	0.882497503293	Intertype	#cccccc
69	Kytococcus	Pseudoramibacter	0.882497503293	Intertype	#cccccc
70	Pseudoramibacter	Lachnoanaerobaculum	0.834572263144	Intertype	#cccccc
71	Lachnoanaerobaculum	Pseudoramibacter	0.834572263144	Intertype	#cccccc
72	Pseudoramibacter	Parvimonas	0.8835736259870001	Intertype	#cccccc
73	Parvimonas	Pseudoramibacter	0.8835736259870001	Intertype	#cccccc
74	Pseudoramibacter	Peptostreptococcus	0.993344582716	Intertype	#cccccc
75	Peptostreptococcus	Pseudoramibacter	0.993344582716	Intertype	#cccccc
76	Riemerella	Pasteurella	1.0	Buccal_mucosa	#1996f3
77	Pasteurella	Riemerella	1.0	Buccal_mucosa	#1996f3
78	Sanguibacter	Bulleidia	1.0	Intertype	#cccccc
79	Bulleidia	Sanguibacter	1.0	Intertype	#cccccc
80	Sanguibacter	Cellulomonas	1.0	Intertype	#cccccc
81	Cellulomonas	Sanguibacter	1.0	Intertype	#cccccc
82	Sanguibacter	Cryptobacterium	0.882497503293	Intertype	#cccccc
83	Cryptobacterium	Sanguibacter	0.882497503293	Intertype	#cccccc
84	Sanguibacter	Kytococcus	0.882497503293	Intertype	#cccccc
85	Kytococcus	Sanguibacter	0.882497503293	Intertype	#cccccc
86	Sanguibacter	Lachnoanaerobaculum	0.834572263144	Intertype	#cccccc
87	Lachnoanaerobaculum	Sanguibacter	0.834572263144	Intertype	#cccccc
88	Sanguibacter	Parvimonas	0.8835736259870001	Intertype	#cccccc
89	Parvimonas	Sanguibacter	0.8835736259870001	Intertype	#cccccc
90	Sanguibacter	Peptostreptococcus	0.993344582716	Intertype	#cccccc
91	Peptostreptococcus	Sanguibacter	0.993344582716	Intertype	#cccccc
92	Sanguibacter	Pseudoramibacter	1.0	Intertype	#cccccc
93	Pseudoramibacter	Sanguibacter	1.0	Intertype	#cccccc
94	Scardovia	Cardiobacterium	0.826302272145	Intertype	#cccccc
95	Cardiobacterium	Scardovia	0.826302272145	Intertype	#cccccc
96	Scardovia	Centipeda	0.991456903604	Intertype	#cccccc
97	Centipeda	Scardovia	0.991456903604	Intertype	#cccccc
98	Scardovia	Megasphaera	1.0	Intertype	#cccccc
99	Megasphaera	Scardovia	1.0	Intertype	#cccccc
100	Shuttleworthia	Bulleidia	1.0	Intertype	#cccccc
101	Bulleidia	Shuttleworthia	1.0	Intertype	#cccccc
102	Shuttleworthia	Cellulomonas	1.0	Intertype	#cccccc
103	Cellulomonas	Shuttleworthia	1.0	Intertype	#cccccc
104	Shuttleworthia	Cryptobacterium	0.882497503293	Intertype	#cccccc
105	Cryptobacterium	Shuttleworthia	0.882497503293	Intertype	#cccccc
106	Shuttleworthia	Kytococcus	0.882497503293	Intertype	#cccccc
107	Kytococcus	Shuttleworthia	0.882497503293	Intertype	#cccccc
