TAXA	sample_type	sample_color	frequency	spect_cluster	commun_cluster	spect_color	comm_color
Acinetobacter junii	Anterior_nares	#8000ff	88	23.0	12.0	#2981f6	#5641fd
Acinetobacter sp. MDS7A	Anterior_nares	#8000ff	10	39.0	12.0	#12c8e6	#5641fd
Acinetobacter sp. P8-3-8	R_Retroauricular_crease	#acf59a	2	52.0	9.0	#44eed2	#622ffe
Acinetobacter sp. VT 511	Anterior_nares	#8000ff	1	95.0	18.0	#e6cd73	#425ffa
Acinetobacter tandoii	Anterior_nares	#8000ff	1	52.0	9.0	#44eed2	#622ffe
Acinetobacter towneri	Anterior_nares	#8000ff	8	23.0	12.0	#2981f6	#5641fd
Acinetobacter ursingii	R_Retroauricular_crease	#acf59a	4	52.0	9.0	#44eed2	#622ffe
Actinobaculum massiliense	Vaginal_introitus	#ff0000	9	54.0	16.0	#4df3ce	#4856fb
Actinomyces europaeus	Anterior_nares	#8000ff	2	54.0	16.0	#4df3ce	#4856fb
Actinomyces johnsonii	Subgingival_plaque	#ffac5c	36	5.0	24.0	#6e1cff	#2c7ef7
Actinomyces naeslundii	Supragingival_plaque	#ff8646	91	60.0	26.0	#62fbc4	#2686f5
Actinomyces sp. S4-C9	Anterior_nares	#8000ff	1	1.0	20.0	#7e03ff	#396bf9
Actinomyces vaccimaxillae	Anterior_nares	#8000ff	2	52.0	9.0	#44eed2	#622ffe
Actinomyces viscosus	Attached	#622ffe	71	5.0	24.0	#6e1cff	#2c7ef7
Advenella kashmirensis	Anterior_nares	#8000ff	2	27.0	16.0	#1996f3	#4856fb
Aerococcus christensenii	Posterior_fornix	#8efeac	7	54.0	16.0	#4df3ce	#4856fb
Aerococcus urinae	Anterior_nares	#8000ff	1	36.0	35.0	#08bee9	#06aeed
Aeromonas hydrophila	L_Retroauricular_crease	#34e4d9	1	40.0	4.0	#17cbe4	#7216ff
Aeromonas rivuli	Anterior_nares	#8000ff	1	36.0	35.0	#08bee9	#06aeed
Aeromonas salmonicida	Anterior_nares	#8000ff	1	40.0	4.0	#17cbe4	#7216ff
Aeromonas sanarellii	Anterior_nares	#8000ff	1	114.0	22.0	#ff793e	#3473f8
Afipia clevelandensis	Anterior_nares	#8000ff	3	83.0	22.0	#b9ef92	#3473f8
Agrobacterium albertimagni	Anterior_nares	#8000ff	1	120.0	16.0	#ff592d	#4856fb
Agrobacterium sp. LC34	Anterior_nares	#8000ff	2	83.0	22.0	#b9ef92	#3473f8
Agrobacterium sp. SUL3	Anterior_nares	#8000ff	5	83.0	22.0	#b9ef92	#3473f8
Agrobacterium tumefaciens	R_Retroauricular_crease	#acf59a	9	83.0	22.0	#b9ef92	#3473f8
Aliihoeflea sp. 2WW	R_Retroauricular_crease	#acf59a	1	54.0	16.0	#4df3ce	#4856fb
Aliivibrio salmonicida	Anterior_nares	#8000ff	1	14.0	34.0	#4c50fc	#09a9ee
Alistipes obesi	Stool	#e8cb72	50	92.0	40.0	#dbd87b	#0dc2e8
Alistipes onderdonkii	Stool	#e8cb72	26	92.0	40.0	#dbd87b	#0dc2e8
Aliterella atlantica	Anterior_nares	#8000ff	20	23.0	12.0	#2981f6	#5641fd
Anaerococcus senegalensis	L_Retroauricular_crease	#34e4d9	18	48.0	46.0	#34e4d9	#20d5e1
Anaerococcus sp. SB3	L_Retroauricular_crease	#34e4d9	19	85.0	47.0	#c0eb8d	#24d8df
Anaerococcus tetradius	L_Retroauricular_crease	#34e4d9	25	48.0	46.0	#34e4d9	#20d5e1
Anaerofustis stercorihominis	Stool	#e8cb72	1	49.0	14.0	#38e7d7	#504afc
Anaeroglobus geminatus	Subgingival_plaque	#ffac5c	1	102.0	32.0	#ffb360	#10a2f0
Anoxybacillus tepidamans	Anterior_nares	#8000ff	1	70.0	21.0	#88ffaf	#386df9
Arcanobacterium haemolyticum	R_Retroauricular_crease	#acf59a	4	83.0	22.0	#b9ef92	#3473f8
Arthrobacter castelli	Anterior_nares	#8000ff	3	63.0	1.0	#6efebe	#7e03ff
