TAXA	sample_type	sample_color	frequency	spect_cluster	commun_cluster	spect_color	comm_color
Actinobaculum sp. oral taxon 183	Subgingival_plaque	#ffac5c	6	3.0	1.0	#5af8c8	#386df9
Actinomyces odontolyticus	Throat	#ff5c2f	12	2.0	2.0	#10c6e6	#10c6e6
Actinomyces sp. HPA0247	Tongue_dorsum	#ff2f18	12	2.0	2.0	#10c6e6	#10c6e6
Actinomyces sp. ICM47	Tongue_dorsum	#ff2f18	12	6.0	3.0	#ff703a	#5af8c8
Actinomyces sp. ICM54	Tongue_dorsum	#ff2f18	12	5.0	1.0	#ecc86f	#386df9
Actinomyces sp. ICM58	Tongue_dorsum	#ff2f18	12	1.0	2.0	#386df9	#10c6e6
Actinomyces sp. oral taxon 170	Supragingival_plaque	#ff8646	2	6.0	3.0	#ff703a	#5af8c8
Actinomyces sp. oral taxon 171	Supragingival_plaque	#ff8646	2	6.0	3.0	#ff703a	#5af8c8
Actinomyces sp. oral taxon 172	Tongue_dorsum	#ff2f18	12	1.0	4.0	#386df9	#a2f9a0
Actinomyces sp. oral taxon 181	Tongue_dorsum	#ff2f18	12	2.0	2.0	#10c6e6	#10c6e6
Actinomyces sp. ph3	Tongue_dorsum	#ff2f18	11	2.0	2.0	#10c6e6	#10c6e6
Aggregatibacter aphrophilus	Saliva	#cbe486	12	3.0	1.0	#5af8c8	#386df9
Aggregatibacter segnis	Supragingival_plaque	#ff8646	5	3.0	1.0	#5af8c8	#386df9
Aggregatibacter sp. oral taxon 458	Saliva	#cbe486	8	1.0	4.0	#386df9	#a2f9a0
Akkermansia muciniphila	Stool	#e8cb72	2	6.0	3.0	#ff703a	#5af8c8
Alistipes obesi	Stool	#e8cb72	2	6.0	3.0	#ff703a	#5af8c8
Alistipes putredinis	Stool	#e8cb72	2	6.0	3.0	#ff703a	#5af8c8
Alistipes shahii	Stool	#e8cb72	2	6.0	3.0	#ff703a	#5af8c8
Alloprevotella rava	Saliva	#cbe486	12	2.0	2.0	#10c6e6	#10c6e6
Alloprevotella tannerae	Subgingival_plaque	#ffac5c	12	6.0	3.0	#ff703a	#5af8c8
Atopobium parvulum	Saliva	#cbe486	12	2.0	2.0	#10c6e6	#10c6e6
Atopobium rimae	Subgingival_plaque	#ffac5c	10	6.0	3.0	#ff703a	#5af8c8
Atopobium sp. BS2	Saliva	#cbe486	12	2.0	2.0	#10c6e6	#10c6e6
Atopobium sp. ICM42b	Saliva	#cbe486	12	2.0	2.0	#10c6e6	#10c6e6
Atopobium sp. oral taxon 199	Subgingival_plaque	#ffac5c	5	6.0	3.0	#ff703a	#5af8c8
Bacteroides caccae	Stool	#e8cb72	2	6.0	3.0	#ff703a	#5af8c8
Bacteroides coprocola	Stool	#e8cb72	2	6.0	3.0	#ff703a	#5af8c8
Bacteroides coprophilus	Stool	#e8cb72	1	6.0	3.0	#ff703a	#5af8c8
Bacteroides eggerthii	Stool	#e8cb72	2	6.0	3.0	#ff703a	#5af8c8
Bacteroides finegoldii	Stool	#e8cb72	2	6.0	3.0	#ff703a	#5af8c8
Bacteroides fragilis	Stool	#e8cb72	2	6.0	3.0	#ff703a	#5af8c8
Bacteroides massiliensis	Stool	#e8cb72	2	6.0	3.0	#ff703a	#5af8c8
Bacteroides plebeius	Stool	#e8cb72	2	6.0	3.0	#ff703a	#5af8c8
Bacteroides pyogenes	Stool	#e8cb72	2	2.0	2.0	#10c6e6	#10c6e6
Bacteroides sp. 4_3_47FAA	Stool	#e8cb72	1	6.0	3.0	#ff703a	#5af8c8
Bacteroides stercoris	Stool	#e8cb72	2	6.0	3.0	#ff703a	#5af8c8
Bacteroides uniformis	Stool	#e8cb72	2	6.0	3.0	#ff703a	#5af8c8
Bacteroides vulgatus	Stool	#e8cb72	2	6.0	3.0	#ff703a	#5af8c8
Bacteroidetes oral taxon 274	Subgingival_plaque	#ffac5c	12	2.0	2.0	#10c6e6	#10c6e6
Barnesiella intestinihominis	Stool	#e8cb72	2	6.0	3.0	#ff703a	#5af8c8
Brochothrix thermosphacta	Saliva	#cbe486	2	0.0	0.0	#8000ff	#8000ff
Bulleidia extructa	Throat	#ff5c2f	12	0.0	0.0	#8000ff	#8000ff
Butyricimonas virosa	Stool	#e8cb72	1	6.0	3.0	#ff703a	#5af8c8
Campylobacter concisus	Attached	#622ffe	12	5.0	1.0	#ecc86f	#386df9
Campylobacter curvus	Supragingival_plaque	#ff8646	2	2.0	2.0	#10c6e6	#10c6e6
Campylobacter gracilis	Subgingival_plaque	#ffac5c	7	6.0	3.0	#ff703a	#5af8c8
Campylobacter hominis	R_Retroauricular_crease	#acf59a	2	2.0	2.0	#10c6e6	#10c6e6
