TAXA	sample_type	sample_color	frequency	spect_cluster	commun_cluster	spect_color	comm_color
Afipia broomeae	Anterior_nares	#8000ff	2	11.0	3.0	#2884f6	#6826fe
Alistipes sp. AL-1	Stool	#e8cb72	316	29.0	6.0	#6afdc0	#504afc
Alkaliflexus imshenetskii	Stool	#e8cb72	2	15.0	5.0	#08acee	#583efd
Anaerofustis stercorihominis	Stool	#e8cb72	11	35.0	8.0	#9bfba5	#4062fa
Anaeroglobus geminatus	Subgingival_plaque	#ffac5c	25	44.0	4.0	#e4cf74	#6032fe
Bacteroides sp. 3_1_23	Stool	#e8cb72	291	62.0	20.0	#ff1008	#24d8df
Bacteroides sp. D2	Stool	#e8cb72	264	35.0	15.0	#9bfba5	#06aeed
Bacteroides sp. D22	Stool	#e8cb72	263	62.0	20.0	#ff1008	#24d8df
Bifidobacterium angulatum	Stool	#e8cb72	31	40.0	1.0	#c2ea8c	#780dff
Bifidobacterium ruminantium	Stool	#e8cb72	8	45.0	22.0	#ecc86f	#34e4d9
Blautia obeum	Stool	#e8cb72	341	50.0	19.0	#ff9b52	#1dd1e2
Blautia producta	Stool	#e8cb72	144	50.0	19.0	#ff9b52	#1dd1e2
Bradyrhizobium sp. BTAi1	L_Retroauricular_crease	#34e4d9	2	11.0	3.0	#2884f6	#6826fe
Candidatus Hamiltonella defensa	Stool	#e8cb72	3	50.0	19.0	#ff9b52	#1dd1e2
Candidatus Saccharibacteria oral taxon TM7x	Saliva	#cbe486	5	44.0	4.0	#e4cf74	#6032fe
Catabacter hongkongensis	Stool	#e8cb72	41	35.0	8.0	#9bfba5	#4062fa
Clostridiales bacterium VE202-18	Stool	#e8cb72	7	50.0	19.0	#ff9b52	#1dd1e2
[Clostridium] innocuum	Stool	#e8cb72	44	43.0	9.0	#dcd67a	#3670f8
[Clostridium] litorale	Stool	#e8cb72	2	60.0	0.0	#ff2914	#8000ff
Clostridium sartagoforme	Stool	#e8cb72	2	26.0	36.0	#52f5cb	#a8f79c
[Clostridium] sordellii	Stool	#e8cb72	6	17.0	38.0	#08bee9	#b9ef92
Clostridium sp. 7_2_43FAA	Stool	#e8cb72	2	26.0	36.0	#52f5cb	#a8f79c
Clostridium sp. ASBs410	Stool	#e8cb72	2	5.0	41.0	#583efd	#d0e082
Clostridium sp. C8	Stool	#e8cb72	2	26.0	36.0	#52f5cb	#a8f79c
Clostridium sp. JCC	L_Retroauricular_crease	#34e4d9	29	17.0	38.0	#08bee9	#b9ef92
Clostridium sp. JCD	Stool	#e8cb72	1	54.0	10.0	#ff703a	#2e7bf7
Collinsella sp. 4_8_47FAA	Stool	#e8cb72	262	20.0	43.0	#20d5e1	#e0d377
Collinsella stercoris	Stool	#e8cb72	18	44.0	4.0	#e4cf74	#6032fe
Collinsella tanakaei	Stool	#e8cb72	34	56.0	17.0	#ff592d	#0ac0e8
Coprococcus eutactus	Stool	#e8cb72	213	24.0	42.0	#42edd3	#d9da7d
