TAXA	sample_type	sample_color	frequency	spect_cluster	commun_cluster	spect_color	comm_color
Actinobacillus suis	Tongue_dorsum	#ff2f18	1	8.0	2.0	#396bf9	#6e1cff
Actinobaculum sp. oral taxon 183	Subgingival_plaque	#ffac5c	106	2.0	1.0	#7019ff	#780dff
Actinomyces dentalis	Subgingival_plaque	#ffac5c	44	2.0	1.0	#7019ff	#780dff
Actinomyces gerencseriae	Subgingival_plaque	#ffac5c	33	2.0	1.0	#7019ff	#780dff
Actinomyces johnsonii	Subgingival_plaque	#ffac5c	20	2.0	1.0	#7019ff	#780dff
Actinomyces massiliensis	Supragingival_plaque	#ff8646	86	2.0	1.0	#7019ff	#780dff
Actinomyces naeslundii	Supragingival_plaque	#ff8646	81	2.0	1.0	#7019ff	#780dff
Actinomyces sp. oral taxon 170	Supragingival_plaque	#ff8646	50	2.0	1.0	#7019ff	#780dff
Actinomyces sp. oral taxon 175	Supragingival_plaque	#ff8646	30	14.0	0.0	#04b0ed	#8000ff
Actinomyces sp. oral taxon 414	Subgingival_plaque	#ffac5c	16	2.0	1.0	#7019ff	#780dff
Actinomyces sp. oral taxon 848	Supragingival_plaque	#ff8646	15	2.0	1.0	#7019ff	#780dff
Actinomyces sp. oral taxon 849	Supragingival_plaque	#ff8646	2	48.0	1.0	#ff7b40	#780dff
Actinomyces sp. ph3	Tongue_dorsum	#ff2f18	257	27.0	7.0	#70febc	#425ffa
Actinomyces viscosus	Attached	#622ffe	56	14.0	0.0	#04b0ed	#8000ff
Aggregatibacter segnis	Supragingival_plaque	#ff8646	86	2.0	1.0	#7019ff	#780dff
Alistipes shahii	Stool	#e8cb72	5	51.0	9.0	#ff532a	#3079f7
Anaerostipes hadrus	Stool	#e8cb72	2	8.0	10.0	#396bf9	#2686f5
Atopobium sp. BS2	Saliva	#cbe486	267	9.0	12.0	#3079f7	#149df1
Atopobium sp. ICM42b	Saliva	#cbe486	267	9.0	12.0	#3079f7	#149df1
Bacteroides cellulosilyticus	Stool	#e8cb72	2	12.0	9.0	#169bf2	#3079f7
Bacteroides finegoldii	Stool	#e8cb72	3	7.0	15.0	#425ffa	#08bee9
Bacteroides intestinalis	Stool	#e8cb72	1	8.0	2.0	#396bf9	#6e1cff
Bacteroides salyersiae	Stool	#e8cb72	4	7.0	15.0	#425ffa	#08bee9
Bacteroides stercoris	Stool	#e8cb72	20	49.0	17.0	#ff6d38	#1acfe3
Bacteroides thetaiotaomicron	Stool	#e8cb72	3	33.0	16.0	#a6f89d	#10c6e6
Bacteroidetes oral taxon 274	Subgingival_plaque	#ffac5c	150	48.0	1.0	#ff7b40	#780dff
Bergeyella zoohelcum	R_Retroauricular_crease	#acf59a	2	48.0	1.0	#ff7b40	#780dff
Bifidobacterium bifidum	Stool	#e8cb72	5	5.0	13.0	#5444fd	#09a9ee
Bifidobacterium breve	Posterior_fornix	#8efeac	2	5.0	13.0	#5444fd	#09a9ee
Butyrivibrio crossotus	Stool	#e8cb72	6	51.0	9.0	#ff532a	#3079f7
Campylobacter fetus	Keratinized_gingiva	#17cbe4	2	48.0	1.0	#ff7b40	#780dff
Campylobacter gracilis	Subgingival_plaque	#ffac5c	113	2.0	1.0	#7019ff	#780dff
Campylobacter rectus	Subgingival_plaque	#ffac5c	108	48.0	1.0	#ff7b40	#780dff
Capnocytophaga cynodegmi	R_Retroauricular_crease	#acf59a	2	48.0	1.0	#ff7b40	#780dff
Capnocytophaga ochracea	Supragingival_plaque	#ff8646	45	11.0	1.0	#1e91f3	#780dff
Capnocytophaga sp. CM59	Supragingival_plaque	#ff8646	125	38.0	22.0	#d4dd80	#48f1d0
Capnocytophaga sp. oral taxon 324	Subgingival_plaque	#ffac5c	17	36.0	1.0	#c2ea8c	#780dff
Capnocytophaga sp. oral taxon 326	Subgingival_plaque	#ffac5c	206	57.0	1.0	#ff0000	#780dff
Capnocytophaga sp. oral taxon 332	Supragingival_plaque	#ff8646	133	48.0	1.0	#ff7b40	#780dff
Capnocytophaga sp. oral taxon 335	Supragingival_plaque	#ff8646	8	0.0	1.0	#8000ff	#780dff
Capnocytophaga sp. oral taxon 336	Subgingival_plaque	#ffac5c	44	57.0	1.0	#ff0000	#780dff
Capnocytophaga sp. oral taxon 338	Subgingival_plaque	#ffac5c	113	57.0	1.0	#ff0000	#780dff
Capnocytophaga sp. oral taxon 380	Supragingival_plaque	#ff8646	35	36.0	1.0	#c2ea8c	#780dff
Capnocytophaga sp. oral taxon 412	Supragingival_plaque	#ff8646	17	48.0	1.0	#ff7b40	#780dff
Capnocytophaga sp. oral taxon 863	Supragingival_plaque	#ff8646	141	42.0	21.0	#f6be68	#3febd5
Capnocytophaga sputigena	Supragingival_plaque	#ff8646	248	57.0	1.0	#ff0000	#780dff
Cardiobacterium hominis	Subgingival_plaque	#ffac5c	32	48.0	1.0	#ff7b40	#780dff
Cardiobacterium valvarum	Subgingival_plaque	#ffac5c	30	2.0	1.0	#7019ff	#780dff
Carnobacterium divergens	Saliva	#cbe486	2	5.0	19.0	#5444fd	#2ddedc
Centipeda periodontii	Subgingival_plaque	#ffac5c	109	2.0	1.0	#7019ff	#780dff
Coriobacteriaceae bacterium BV3Ac1	R_Retroauricular_crease	#acf59a	2	35.0	14.0	#b9ef92	#01b3ec
Corynebacterium matruchotii	Supragingival_plaque	#ff8646	220	2.0	1.0	#7019ff	#780dff
[Eubacterium] eligens	Stool	#e8cb72	3	55.0	9.0	#ff1c0e	#3079f7
[Eubacterium] sulci	Tongue_dorsum	#ff2f18	271	16.0	31.0	#0fc4e7	#9bfba5
Fusobacterium equinum	Attached	#622ffe	5	35.0	20.0	#b9ef92	#37e6d8
Fusobacterium hwasookii	Supragingival_plaque	#ff8646	212	2.0	1.0	#7019ff	#780dff
Fusobacterium necrophorum	Palatine_Tonsils	#70febc	14	25.0	24.0	#5efac6	#5af8c8
Fusobacterium sp. oral taxon 370	Tongue_dorsum	#ff2f18	200	24.0	34.0	#56f7ca	#b4f295
Gallibacterium anatis	Keratinized_gingiva	#17cbe4	9	8.0	2.0	#396bf9	#6e1cff
Gemella bergeri	Keratinized_gingiva	#17cbe4	5	1.0	5.0	#780dff	#5444fd
Gemella morbillorum	Attached	#622ffe	180	48.0	1.0	#ff7b40	#780dff
Granulicatella adiacens	Attached	#622ffe	270	6.0	23.0	#4c50fc	#50f4cc
Granulicatella elegans	Keratinized_gingiva	#17cbe4	162	30.0	35.0	#8cfead	#beec8e
Haemophilus parainfluenzae	Tongue_dorsum	#ff2f18	279	45.0	36.0	#ff9d53	#c6e789
Helicobacter pylori	Anterior_nares	#8000ff	6	13.0	0.0	#0ca7ef	#8000ff
Holdemanella biformis	L_Retroauricular_crease	#34e4d9	2	8.0	10.0	#396bf9	#2686f5
Isoptericola variabilis	Tongue_dorsum	#ff2f18	276	39.0	6.0	#dcd67a	#4a53fb
Kingella denitrificans	Supragingival_plaque	#ff8646	83	2.0	1.0	#7019ff	#780dff
Lachnospiraceae bacterium 3_1_46FAA	Stool	#e8cb72	2	7.0	33.0	#425ffa	#acf59a
Lachnospiraceae bacterium AC2012	Subgingival_plaque	#ffac5c	6	42.0	21.0	#f6be68	#3febd5
Lachnospiraceae bacterium oral taxon 082	Tongue_dorsum	#ff2f18	268	28.0	38.0	#7affb7	#dbd87b
Lachnospiraceae bacterium oral taxon 500	Supragingival_plaque	#ff8646	251	48.0	1.0	#ff7b40	#780dff
Lautropia mirabilis	Supragingival_plaque	#ff8646	222	2.0	1.0	#7019ff	#780dff
Leptotrichia buccalis	Supragingival_plaque	#ff8646	166	2.0	1.0	#7019ff	#780dff
Leptotrichia goodfellowii	Subgingival_plaque	#ffac5c	158	0.0	1.0	#8000ff	#780dff
Leptotrichia shahii	Tongue_dorsum	#ff2f18	209	29.0	40.0	#82ffb3	#ecc86f
Leptotrichia sp. oral taxon 212	Supragingival_plaque	#ff8646	265	48.0	1.0	#ff7b40	#780dff
Leptotrichia sp. oral taxon 225	Supragingival_plaque	#ff8646	129	18.0	40.0	#20d5e1	#ecc86f
Leptotrichia sp. oral taxon 879	Subgingival_plaque	#ffac5c	117	26.0	40.0	#68fcc1	#ecc86f
Leptotrichia trevisanii	Palatine_Tonsils	#70febc	194	26.0	40.0	#68fcc1	#ecc86f
Leptotrichia wadei	Tongue_dorsum	#ff2f18	268	26.0	40.0	#68fcc1	#ecc86f
Leucobacter chironomi	Tongue_dorsum	#ff2f18	49	17.0	27.0	#18cde4	#74feba
Mannheimia sp. MG13	Tongue_dorsum	#ff2f18	15	20.0	9.0	#32e3da	#3079f7
[Mannheimia] succiniciproducens	Buccal_mucosa	#445cfb	3	2.0	1.0	#7019ff	#780dff
Microbacterium sp. CH12i	Tongue_dorsum	#ff2f18	2	17.0	27.0	#18cde4	#74feba
Moraxella bovis	Anterior_nares	#8000ff	2	2.0	1.0	#7019ff	#780dff
Moraxella bovoculi	Anterior_nares	#8000ff	2	48.0	1.0	#ff7b40	#780dff
Moraxella caprae	Anterior_nares	#8000ff	2	48.0	1.0	#ff7b40	#780dff
Moraxella catarrhalis	Anterior_nares	#8000ff	3	48.0	1.0	#ff7b40	#780dff
Moraxella macacae	Anterior_nares	#8000ff	2	48.0	1.0	#ff7b40	#780dff
Morococcus cerebrosus	Palatine_Tonsils	#70febc	47	31.0	4.0	#94fda8	#5c38fd
Necropsobacter massiliensis	Attached	#622ffe	2	35.0	8.0	#b9ef92	#386df9
Necropsobacter rosorum	Buccal_mucosa	#445cfb	4	47.0	37.0	#ff8646	#d0e082
Neisseria macacae	Saliva	#cbe486	54	9.0	41.0	#3079f7	#f4c069
Neisseria shayeganii	R_Retroauricular_crease	#acf59a	5	9.0	41.0	#3079f7	#f4c069
