TAXA	sample_type	sample_color	frequency	spect_cluster	commun_cluster	spect_color	comm_color
Acidovorax ebreus	Buccal_mucosa	#445cfb	18	62.0	2.0	#fcb763	#7413ff
Acidovorax sp. JS42	Buccal_mucosa	#445cfb	20	34.0	2.0	#50f4cc	#7413ff
Acidovorax sp. MR-S7	Buccal_mucosa	#445cfb	10	34.0	2.0	#50f4cc	#7413ff
Acidovorax temperans	L_Retroauricular_crease	#34e4d9	57	68.0	2.0	#ff8c49	#7413ff
Actinomyces meyeri	Subgingival_plaque	#ffac5c	81	77.0	9.0	#ff3b1e	#4a53fb
Actinomyces sp. oral taxon 171	Supragingival_plaque	#ff8646	246	24.0	13.0	#12c8e6	#3079f7
Actinomyces sp. oral taxon 414	Subgingival_plaque	#ffac5c	95	77.0	9.0	#ff3b1e	#4a53fb
Actinomyces sp. ph3	Tongue_dorsum	#ff2f18	112	19.0	15.0	#0ca7ef	#2489f5
Actinotignum schaalii	Buccal_mucosa	#445cfb	2	45.0	10.0	#94fda8	#425ffa
Adlercreutzia equolifaciens	Stool	#e8cb72	2	50.0	0.0	#b2f396	#8000ff
Aeromonas fluvialis	Buccal_mucosa	#445cfb	1	40.0	6.0	#74feba	#5c38fd
Alicycliphilus denitrificans	L_Retroauricular_crease	#34e4d9	12	34.0	2.0	#50f4cc	#7413ff
Alicycliphilus sp. B1	Anterior_nares	#8000ff	6	44.0	2.0	#8efeac	#7413ff
Alistipes indistinctus	Stool	#e8cb72	11	0.0	20.0	#8000ff	#04b0ed
Alistipes putredinis	Stool	#e8cb72	91	64.0	0.0	#ffa95b	#8000ff
Alistipes senegalensis	Stool	#e8cb72	13	0.0	20.0	#8000ff	#04b0ed
Alistipes shahii	Stool	#e8cb72	53	64.0	0.0	#ffa95b	#8000ff
Alistipes sp. AL-1	Stool	#e8cb72	5	17.0	21.0	#1898f2	#02b7eb
Alistipes sp. HGB5	Stool	#e8cb72	5	50.0	0.0	#b2f396	#8000ff
Anaerococcus lactolyticus	L_Retroauricular_crease	#34e4d9	3	37.0	25.0	#62fbc4	#1acfe3
Anaerococcus prevotii	L_Retroauricular_crease	#34e4d9	2	32.0	20.0	#44eed2	#04b0ed
Anaerococcus provenciensis	L_Retroauricular_crease	#34e4d9	1	32.0	20.0	#44eed2	#04b0ed
Anaerotruncus colihominis	Stool	#e8cb72	2	50.0	0.0	#b2f396	#8000ff
Aquabacterium parvum	L_Retroauricular_crease	#34e4d9	7	44.0	2.0	#8efeac	#7413ff
Aquabacterium sp. NJ1	Anterior_nares	#8000ff	1	57.0	23.0	#ded579	#0fc4e7
Aromatoleum aromaticum	Buccal_mucosa	#445cfb	1	27.0	2.0	#24d8df	#7413ff
Atopobium sp. ICM42b	Saliva	#cbe486	111	31.0	28.0	#3febd5	#2fe0db
Azonexus hydrophilus	Buccal_mucosa	#445cfb	2	35.0	2.0	#56f7ca	#7413ff
Azospira oryzae	Anterior_nares	#8000ff	1	27.0	2.0	#24d8df	#7413ff
Azospirillum brasilense	Anterior_nares	#8000ff	1	57.0	23.0	#ded579	#0fc4e7
bacterium LF-3	Stool	#e8cb72	4	18.0	0.0	#11a0f1	#8000ff
Bacteroides acidifaciens	Stool	#e8cb72	5	64.0	0.0	#ffa95b	#8000ff
Bacteroides caccae	Stool	#e8cb72	90	50.0	0.0	#b2f396	#8000ff
Bacteroides clarus	Stool	#e8cb72	12	47.0	18.0	#a0faa1	#11a0f1
Bacteroides coprocola	Stool	#e8cb72	13	17.0	21.0	#1898f2	#02b7eb
