TAXA	sample_type	sample_color	frequency	spect_cluster	commun_cluster	spect_color	comm_color
Actinobacillus suis	Tongue_dorsum	#ff2f18	1	31.0	1.0	#ff0000	#7216ff
Actinomyces sp. ICM39	Tongue_dorsum	#ff2f18	276	7.0	2.0	#0ea5ef	#642cfe
Actinomyces sp. ICM58	Tongue_dorsum	#ff2f18	277	24.0	2.0	#ffa759	#642cfe
Actinomyces sp. oral taxon 172	Tongue_dorsum	#ff2f18	277	24.0	2.0	#ffa759	#642cfe
Actinomyces sp. oral taxon 849	Supragingival_plaque	#ff8646	2	19.0	0.0	#b9ef92	#8000ff
Actinomyces sp. S6-Spd3	Tongue_dorsum	#ff2f18	277	24.0	2.0	#ffa759	#642cfe
Anaerostipes hadrus	Stool	#e8cb72	2	11.0	7.0	#34e4d9	#1996f3
Atopobium sp. ICM42b	Saliva	#cbe486	267	16.0	8.0	#86ffb0	#0ca7ef
Bacteroides cellulosilyticus	Stool	#e8cb72	2	29.0	5.0	#ff351b	#386df9
Bacteroides finegoldii	Stool	#e8cb72	3	3.0	11.0	#504afc	#20d5e1
Bacteroides intestinalis	Stool	#e8cb72	1	31.0	1.0	#ff0000	#7216ff
Bacteroides thetaiotaomicron	Stool	#e8cb72	3	23.0	12.0	#fbb965	#2fe0db
Bergeyella zoohelcum	R_Retroauricular_crease	#acf59a	2	19.0	0.0	#b9ef92	#8000ff
Bifidobacterium breve	Posterior_fornix	#8efeac	2	6.0	9.0	#1e91f3	#02b7eb
Campylobacter fetus	Keratinized_gingiva	#17cbe4	2	19.0	0.0	#b9ef92	#8000ff
Capnocytophaga cynodegmi	R_Retroauricular_crease	#acf59a	2	19.0	0.0	#b9ef92	#8000ff
Capnocytophaga sp. oral taxon 323	Supragingival_plaque	#ff8646	35	20.0	17.0	#c8e688	#76ffb9
Capnocytophaga sp. oral taxon 336	Subgingival_plaque	#ffac5c	44	20.0	17.0	#c8e688	#76ffb9
Capnocytophaga sp. oral taxon 380	Supragingival_plaque	#ff8646	35	20.0	17.0	#c8e688	#76ffb9
Carnobacterium divergens	Saliva	#cbe486	2	9.0	15.0	#14cae5	#5af8c8
Coriobacteriaceae bacterium BV3Ac1	R_Retroauricular_crease	#acf59a	2	12.0	10.0	#44eed2	#10c6e6
Escherichia coli	Stool	#e8cb72	3	29.0	5.0	#ff351b	#386df9
[Eubacterium] eligens	Stool	#e8cb72	3	4.0	6.0	#4062fa	#2981f6
Fusobacterium equinum	Attached	#622ffe	5	13.0	16.0	#54f6cb	#68fcc1
Gemella sanguinis	Tongue_dorsum	#ff2f18	279	24.0	2.0	#ffa759	#642cfe
Histophilus somni	Buccal_mucosa	#445cfb	6	21.0	22.0	#d9da7d	#c0eb8d
Holdemanella biformis	L_Retroauricular_crease	#34e4d9	2	11.0	7.0	#34e4d9	#1996f3
