TAXA	sample_type	sample_color	frequency	spect_cluster	commun_cluster	spect_color	comm_color	Gender_type	Gender_color
Acidaminococcus	Stool	#e8cb72	79	9.0	0.0	#ff0000	#8000ff	Mixed	#cccccc
Acinetobacter	Anterior_nares	#8000ff	91	9.0	2.0	#ff0000	#1996f3	Mixed	#cccccc
Actinomyces	Tongue_dorsum	#ff2f18	50	9.0	2.0	#ff0000	#1996f3	Mixed	#cccccc
Adlercreutzia	Stool	#e8cb72	163	9.0	2.0	#ff0000	#1996f3	Mixed	#cccccc
Akkermansia	Stool	#e8cb72	262	9.0	2.0	#ff0000	#1996f3	Mixed	#cccccc
Alistipes	Stool	#e8cb72	355	9.0	0.0	#ff0000	#8000ff	Mixed	#cccccc
Alloprevotella	Keratinized_gingiva	#17cbe4	43	9.0	1.0	#ff0000	#4e4dfc	Mixed	#cccccc
Anaerofustis	Stool	#e8cb72	11	9.0	2.0	#ff0000	#1996f3	Mixed	#cccccc
Anaerostipes	Stool	#e8cb72	212	9.0	2.0	#ff0000	#1996f3	Mixed	#cccccc
Anaerotruncus	Stool	#e8cb72	276	9.0	2.0	#ff0000	#1996f3	Mixed	#cccccc
Bacillus	Anterior_nares	#8000ff	38	9.0	1.0	#ff0000	#4e4dfc	Mixed	#cccccc
Bacteroides	Stool	#e8cb72	359	9.0	1.0	#ff0000	#4e4dfc	Mixed	#cccccc
Barnesiella	Stool	#e8cb72	312	9.0	0.0	#ff0000	#8000ff	Mixed	#cccccc
Bifidobacterium	Posterior_fornix	#8efeac	330	9.0	0.0	#ff0000	#8000ff	Mixed	#cccccc
Bilophila	Stool	#e8cb72	260	9.0	0.0	#ff0000	#8000ff	Mixed	#cccccc
Blautia	Stool	#e8cb72	359	9.0	2.0	#ff0000	#1996f3	Mixed	#cccccc
Brevibacillus	Anterior_nares	#8000ff	1	9.0	2.0	#ff0000	#1996f3	Mixed	#cccccc
Butyricicoccus	Stool	#e8cb72	224	9.0	2.0	#ff0000	#1996f3	Mixed	#cccccc
Butyricimonas	Stool	#e8cb72	256	9.0	0.0	#ff0000	#8000ff	Mixed	#cccccc
Candidatus Hamiltonella	Stool	#e8cb72	3	8.0	5.0	#ff592d	#7effb5	Mixed	#cccccc
Candidatus Soleaferrea	Stool	#e8cb72	8	9.0	2.0	#ff0000	#1996f3	Mixed	#cccccc
Candidatus Stoquefichus	Stool	#e8cb72	10	9.0	1.0	#ff0000	#4e4dfc	Mixed	#cccccc
Catabacter	Stool	#e8cb72	43	9.0	2.0	#ff0000	#1996f3	Mixed	#cccccc
Catonella	Subgingival_plaque	#ffac5c	12	9.0	2.0	#ff0000	#1996f3	Mixed	#cccccc
Cellulomonas	Stool	#e8cb72	69	9.0	1.0	#ff0000	#4e4dfc	Mixed	#cccccc
Chthoniobacter	Stool	#e8cb72	2	9.0	2.0	#ff0000	#1996f3	Mixed	#cccccc
Citrobacter	Anterior_nares	#8000ff	8	0.0	7.0	#8000ff	#e4cf74	Mixed	#cccccc
Clostridium	Stool	#e8cb72	357	9.0	2.0	#ff0000	#1996f3	Mixed	#cccccc
Collinsella	Stool	#e8cb72	295	9.0	0.0	#ff0000	#8000ff	Mixed	#cccccc
Coprobacillus	Stool	#e8cb72	221	9.0	2.0	#ff0000	#1996f3	Mixed	#cccccc
Coprobacter	Stool	#e8cb72	156	9.0	0.0	#ff0000	#8000ff	Mixed	#cccccc
Coprococcus	Stool	#e8cb72	334	9.0	2.0	#ff0000	#1996f3	Mixed	#cccccc
Dehalobacter	Stool	#e8cb72	12	9.0	2.0	#ff0000	#1996f3	Mixed	#cccccc
Deinococcus	Anterior_nares	#8000ff	1	9.0	1.0	#ff0000	#4e4dfc	Mixed	#cccccc
Desulfitobacterium	Stool	#e8cb72	4	9.0	2.0	#ff0000	#1996f3	Mixed	#cccccc
Desulfovibrio	Stool	#e8cb72	101	9.0	2.0	#ff0000	#1996f3	Mixed	#cccccc
Dialister	Stool	#e8cb72	182	9.0	1.0	#ff0000	#4e4dfc	Mixed	#cccccc
Dielma	Stool	#e8cb72	114	9.0	0.0	#ff0000	#8000ff	Mixed	#cccccc
Dorea	Stool	#e8cb72	357	9.0	1.0	#ff0000	#4e4dfc	Mixed	#cccccc
Dysgonomonas	L_Retroauricular_crease	#34e4d9	36	9.0	0.0	#ff0000	#8000ff	Mixed	#cccccc
Eggerthella	Stool	#e8cb72	67	9.0	2.0	#ff0000	#1996f3	Mixed	#cccccc
Enterobacter	Anterior_nares	#8000ff	11	0.0	1.0	#8000ff	#4e4dfc	Mixed	#cccccc
Enterococcus	Anterior_nares	#8000ff	192	9.0	2.0	#ff0000	#1996f3	Mixed	#cccccc
Enterorhabdus	Stool	#e8cb72	7	9.0	1.0	#ff0000	#4e4dfc	Mixed	#cccccc
Erwinia	Anterior_nares	#8000ff	5	8.0	5.0	#ff592d	#7effb5	Mixed	#cccccc
Erysipelatoclostridium	Stool	#e8cb72	242	9.0	2.0	#ff0000	#1996f3	Mixed	#cccccc
Escherichia	Stool	#e8cb72	156	9.0	2.0	#ff0000	#1996f3	Mixed	#cccccc
Ethanoligenens	Stool	#e8cb72	2	9.0	0.0	#ff0000	#8000ff	Mixed	#cccccc
Eubacterium	Palatine_Tonsils	#70febc	359	9.0	1.0	#ff0000	#4e4dfc	Mixed	#cccccc
Faecalibacterium	Stool	#e8cb72	357	9.0	0.0	#ff0000	#8000ff	Mixed	#cccccc
Faecalicoccus	Stool	#e8cb72	16	9.0	2.0	#ff0000	#1996f3	Mixed	#cccccc
Faecalitalea	Stool	#e8cb72	76	9.0	1.0	#ff0000	#4e4dfc	Mixed	#cccccc
Fenollaria	Anterior_nares	#8000ff	11	9.0	2.0	#ff0000	#1996f3	Mixed	#cccccc
Fermentimonas	R_Retroauricular_crease	#acf59a	2	8.0	5.0	#ff592d	#7effb5	Mixed	#cccccc
Fibrella	L_Retroauricular_crease	#34e4d9	4	9.0	1.0	#ff0000	#4e4dfc	Mixed	#cccccc
Finegoldia	R_Retroauricular_crease	#acf59a	4	9.0	0.0	#ff0000	#8000ff	Mixed	#cccccc
Flavonifractor	Stool	#e8cb72	290	9.0	0.0	#ff0000	#8000ff	Mixed	#cccccc
Fusobacterium	Throat	#ff5c2f	22	9.0	9.0	#ff0000	#ff5029	Mixed	#cccccc
Gemella	Buccal_mucosa	#445cfb	8	9.0	1.0	#ff0000	#4e4dfc	Mixed	#cccccc
