TAXA	sample_type	sample_color	frequency	spect_cluster	commun_cluster	spect_color	comm_color	Gender_type	Gender_color
Clostridium	Stool	#e8cb72	9	1.0	4.0	#386df9	#7effb5	Mixed	#cccccc
Gallibacterium	Keratinized_gingiva	#17cbe4	5	7.0	3.0	#ff0000	#3febd5	Mixed	#cccccc
Haemophilus	Buccal_mucosa_NA	#2686f5	10	2.0	1.0	#10c6e6	#425ffa	Mixed	#cccccc
Lactobacillus	Mid_vagina	#52f5cb	8	2.0	1.0	#10c6e6	#425ffa	Mixed	#cccccc
Mitsuokella	Subgingival_plaque	#ffac5c	4	1.0	4.0	#386df9	#7effb5	Mixed	#cccccc
Neisseria	Keratinized_gingiva	#17cbe4	10	7.0	3.0	#ff0000	#3febd5	Mixed	#cccccc
Pasteurella	Buccal_mucosa	#445cfb	10	4.0	7.0	#a2f9a0	#ff6232	Mixed	#cccccc
Peptoniphilus	Anterior_nares	#8000ff	6	4.0	7.0	#a2f9a0	#ff6232	Mixed	#cccccc
Porphyromonas	Saliva	#cbe486	8	4.0	6.0	#a2f9a0	#feb562	Mixed	#cccccc
Pseudomonas	Vaginal_introitus	#ff0000	3	3.0	2.0	#5af8c8	#01b3ec	Mixed	#cccccc
Rothia	Hard_palate	#08acee	10	3.0	2.0	#5af8c8	#01b3ec	Mixed	#cccccc
Sanguibacter	Throat	#ff5c2f	8	5.0	0.0	#ecc86f	#8000ff	Mixed	#cccccc
Selenomonas	Supragingival_plaque	#ff8646	8	6.0	8.0	#ff703a	#ff0000	Mixed	#cccccc
Solobacterium	Palatine_Tonsils	#70febc	6	4.0	6.0	#a2f9a0	#feb562	Mixed	#cccccc
Staphylococcus	L_Retroauricular_crease	#34e4d9	10	4.0	7.0	#a2f9a0	#ff6232	Mixed	#cccccc
Streptococcus	Buccal_mucosa_NA	#2686f5	10	4.0	7.0	#a2f9a0	#ff6232	Mixed	#cccccc
Trueperella	Tongue_dorsum	#ff2f18	6	4.0	6.0	#a2f9a0	#feb562	Mixed	#cccccc
Veillonella	Attached	#622ffe	10	0.0	5.0	#8000ff	#beec8e	Mixed	#cccccc
Xylanimonas	Throat	#ff5c2f	4	5.0	0.0	#ecc86f	#8000ff	Mixed	#cccccc
Bacteroides	Stool	#e8cb72	8	1.0	4.0	#386df9	#7effb5	Mixed	#cccccc
Bacillus	Anterior_nares	#8000ff	6	7.0	3.0	#ff0000	#3febd5	Mixed	#cccccc
Actinobacillus	Attached	#622ffe	4	2.0	1.0	#10c6e6	#425ffa	Mixed	#cccccc
Barnesiella	Stool	#e8cb72	3	1.0	4.0	#386df9	#7effb5	Mixed	#cccccc
Gemella	Buccal_mucosa	#445cfb	10	4.0	7.0	#a2f9a0	#ff6232	Mixed	#cccccc
Fusobacterium	Throat	#ff5c2f	10	4.0	6.0	#a2f9a0	#feb562	Mixed	#cccccc
Leptotrichia	Tongue_dorsum	#ff2f18	9	4.0	6.0	#a2f9a0	#feb562	Mixed	#cccccc
Actinomyces	Tongue_dorsum	#ff2f18	10	3.0	2.0	#5af8c8	#01b3ec	Mixed	#cccccc
Eikenella	Subgingival_plaque	#ffac5c	4	3.0	2.0	#5af8c8	#01b3ec	Mixed	#cccccc
Abiotrophia	Buccal_mucosa	#445cfb	6	5.0	0.0	#ecc86f	#8000ff	Mixed	#cccccc
Cardiobacterium	Subgingival_plaque	#ffac5c	4	5.0	0.0	#ecc86f	#8000ff	Mixed	#cccccc
Kingella	Supragingival_plaque	#ff8646	8	6.0	8.0	#ff703a	#ff0000	Mixed	#cccccc
Propionibacterium	R_Retroauricular_crease	#acf59a	4	6.0	8.0	#ff703a	#ff0000	Mixed	#cccccc
Catonella	Subgingival_plaque	#ffac5c	4	0.0	5.0	#8000ff	#beec8e	Mixed	#cccccc
