	source	target	weight	source_freq	target_freq	first_sample	second_sample	edge_sample	fscolor	sscolor	edcolor	spect_cluster	commun_cluster	spect_color	comm_color
0	Acidaminococcus	Acholeplasma	2.0	2	3	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	7.0	2.0	#ff0000	#1996f3
1	Acholeplasma	Acidaminococcus	2.0	3	2	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	7.0	2.0	#ff0000	#1996f3
2	Aggregatibacter	Abiotrophia	7.0	31	29	Mixed	Buccal_mucosa	Intertype	#cccccc	#1996f3	#cccccc	1.0	0.0	#386df9	#8000ff
3	Abiotrophia	Aggregatibacter	7.0	29	31	Buccal_mucosa	Mixed	Intertype	#1996f3	#cccccc	#cccccc	1.0	0.0	#386df9	#8000ff
4	Akkermansia	Acetivibrio	7.0	21	13	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	2.0	1.0	#10c6e6	#4e4dfc
5	Acetivibrio	Akkermansia	7.0	13	21	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	2.0	1.0	#10c6e6	#4e4dfc
6	Alloprevotella	Actinobacillus	4.0	32	10	Attached	Buccal_mucosa	Intertype	#4e4dfc	#1996f3	#cccccc	1.0	7.0	#386df9	#e4cf74
7	Actinobacillus	Alloprevotella	4.0	10	32	Buccal_mucosa	Attached	Intertype	#1996f3	#4e4dfc	#cccccc	1.0	0.0	#386df9	#8000ff
8	Anaeroglobus	Abiotrophia	3.0	9	29	Saliva	Buccal_mucosa	Intertype	#7effb5	#1996f3	#cccccc	1.0	0.0	#386df9	#8000ff
9	Abiotrophia	Anaeroglobus	3.0	29	9	Buccal_mucosa	Saliva	Intertype	#1996f3	#7effb5	#cccccc	1.0	0.0	#386df9	#8000ff
10	Anaeroglobus	Actinobaculum	3.0	9	25	Saliva	Supragingival_plaque	Intertype	#7effb5	#ff964f	#cccccc	1.0	0.0	#386df9	#8000ff
11	Actinobaculum	Anaeroglobus	3.0	25	9	Supragingival_plaque	Saliva	Intertype	#ff964f	#7effb5	#cccccc	1.0	0.0	#386df9	#8000ff
12	Anaeroglobus	Aggregatibacter	5.0	9	31	Saliva	Mixed	Intertype	#7effb5	#cccccc	#cccccc	1.0	0.0	#386df9	#8000ff
13	Aggregatibacter	Anaeroglobus	5.0	31	9	Mixed	Saliva	Intertype	#cccccc	#7effb5	#cccccc	1.0	0.0	#386df9	#8000ff
14	Anaeroglobus	Alloprevotella	3.0	9	32	Saliva	Attached	Intertype	#7effb5	#4e4dfc	#cccccc	1.0	0.0	#386df9	#8000ff
