source	Unnamed: 0	source	target	weight	first_sample	second_sample	edge_sample	fscolor	sscolor	edcolor	spect_cluster	commun_cluster	spect_color	comm_color
[Clostridium] clostridioforme	0	[Clostridium] clostridioforme	[Clostridium] asparagiforme	1.0	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	4.0	0.0	#ff0000	#8000ff
[Clostridium] asparagiforme	1	[Clostridium] asparagiforme	[Clostridium] clostridioforme	1.0	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	4.0	0.0	#ff0000	#8000ff
[Clostridium] methylpentosum	2	[Clostridium] methylpentosum	[Clostridium] aminophilum	1.0	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	4.0	0.0	#ff0000	#8000ff
[Clostridium] aminophilum	3	[Clostridium] aminophilum	[Clostridium] methylpentosum	1.0	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	4.0	0.0	#ff0000	#8000ff
[Clostridium] methylpentosum	4	[Clostridium] methylpentosum	[Clostridium] innocuum	1.0	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	4.0	0.0	#ff0000	#8000ff
[Clostridium] innocuum	5	[Clostridium] innocuum	[Clostridium] methylpentosum	1.0	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	4.0	0.0	#ff0000	#8000ff
[Clostridium] scindens	6	[Clostridium] scindens	[Clostridium] methylpentosum	1.0	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	4.0	0.0	#ff0000	#8000ff
[Clostridium] methylpentosum	7	[Clostridium] methylpentosum	[Clostridium] scindens	1.0	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	4.0	0.0	#ff0000	#8000ff
[Clostridium] spiroforme	8	[Clostridium] spiroforme	[Bacteroides] pectinophilus	1.0	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	4.0	0.0	#ff0000	#8000ff
[Bacteroides] pectinophilus	9	[Bacteroides] pectinophilus	[Clostridium] spiroforme	1.0	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	4.0	0.0	#ff0000	#8000ff
[Clostridium] spiroforme	10	[Clostridium] spiroforme	[Clostridium] bolteae	1.0	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	4.0	0.0	#ff0000	#8000ff
[Clostridium] bolteae	11	[Clostridium] bolteae	[Clostridium] spiroforme	1.0	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	4.0	0.0	#ff0000	#8000ff
[Clostridium] spiroforme	12	[Clostridium] spiroforme	[Clostridium] clostridioforme	1.0	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	4.0	0.0	#ff0000	#8000ff
[Clostridium] clostridioforme	13	[Clostridium] clostridioforme	[Clostridium] spiroforme	1.0	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	4.0	0.0	#ff0000	#8000ff
[Clostridium] symbiosum	14	[Clostridium] symbiosum	[Bacteroides] pectinophilus	1.0	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	4.0	0.0	#ff0000	#8000ff
[Bacteroides] pectinophilus	15	[Bacteroides] pectinophilus	[Clostridium] symbiosum	1.0	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	4.0	0.0	#ff0000	#8000ff
[Clostridium] symbiosum	16	[Clostridium] symbiosum	[Clostridium] asparagiforme	1.0	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	4.0	0.0	#ff0000	#8000ff
[Clostridium] asparagiforme	17	[Clostridium] asparagiforme	[Clostridium] symbiosum	1.0	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	4.0	0.0	#ff0000	#8000ff
[Clostridium] symbiosum	18	[Clostridium] symbiosum	[Clostridium] citroniae	1.0	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	4.0	0.0	#ff0000	#8000ff
[Clostridium] citroniae	19	[Clostridium] citroniae	[Clostridium] symbiosum	1.0	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	4.0	0.0	#ff0000	#8000ff
[Clostridium] symbiosum	20	[Clostridium] symbiosum	[Clostridium] scindens	1.0	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	4.0	0.0	#ff0000	#8000ff
[Clostridium] scindens	21	[Clostridium] scindens	[Clostridium] symbiosum	1.0	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	4.0	0.0	#ff0000	#8000ff
[Eubacterium] cellulosolvens	22	[Eubacterium] cellulosolvens	[Clostridium] methylpentosum	1.0	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	4.0	0.0	#ff0000	#8000ff
[Clostridium] methylpentosum	23	[Clostridium] methylpentosum	[Eubacterium] cellulosolvens	1.0	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	4.0	0.0	#ff0000	#8000ff
