source	target	weight	edge_sample	edge_color
Acidaminococcus intestini	Acetivibrio ethanolgignens	29.0	Stool	#ded579
Acidaminococcus sp. BV3L6	Acetivibrio ethanolgignens	19.0	Stool	#ded579
Acidaminococcus sp. BV3L6	Acidaminococcus intestini	24.0	Stool	#ded579
Acinetobacter baumannii	Acetivibrio ethanolgignens	14.0	Mixed	#cccccc
Adlercreutzia equolifaciens	Acetivibrio ethanolgignens	49.0	Stool	#ded579
Afipia broomeae	Acidovorax delafieldii	2.0	Anterior_nares	#8000ff
Akkermansia muciniphila	Acetivibrio ethanolgignens	39.0	Stool	#ded579
Akkermansia muciniphila	Adlercreutzia equolifaciens	14.0	Stool	#ded579
Alistipes finegoldii	Acetivibrio ethanolgignens	66.0	Stool	#ded579
Alistipes finegoldii	Acinetobacter baumannii	4.0	Mixed	#cccccc
Alistipes finegoldii	Actinomyces graevenitzii	4.0	Mixed	#cccccc
Alistipes finegoldii	Adlercreutzia equolifaciens	35.0	Stool	#ded579
Alistipes finegoldii	Akkermansia muciniphila	29.0	Stool	#ded579
Alistipes indistinctus	Acetivibrio ethanolgignens	23.0	Stool	#ded579
Alistipes indistinctus	Adlercreutzia equolifaciens	22.0	Stool	#ded579
Alistipes indistinctus	Akkermansia muciniphila	12.0	Stool	#ded579
Alistipes indistinctus	Alistipes finegoldii	20.0	Stool	#ded579
Alistipes obesi	Acetivibrio ethanolgignens	65.0	Stool	#ded579
Alistipes obesi	Acinetobacter baumannii	12.0	Mixed	#cccccc
Alistipes obesi	Adlercreutzia equolifaciens	27.0	Stool	#ded579
Alistipes obesi	Akkermansia muciniphila	21.0	Stool	#ded579
Alistipes obesi	Alistipes finegoldii	50.0	Stool	#ded579
Alistipes obesi	Alistipes indistinctus	17.0	Stool	#ded579
Alistipes obesi	Alistipes inops	11.0	Stool	#ded579
Alistipes onderdonkii	Acetivibrio ethanolgignens	74.0	Stool	#ded579
Alistipes onderdonkii	Acidaminococcus intestini	32.0	Stool	#ded579
Alistipes onderdonkii	Acidaminococcus sp. BV3L6	25.0	Stool	#ded579
Alistipes onderdonkii	Adlercreutzia equolifaciens	20.0	Stool	#ded579
Alistipes onderdonkii	Akkermansia muciniphila	23.0	Stool	#ded579
Alistipes onderdonkii	Alistipes finegoldii	47.0	Stool	#ded579
Alistipes onderdonkii	Alistipes indistinctus	12.0	Stool	#ded579
Alistipes onderdonkii	Alistipes obesi	36.0	Stool	#ded579
Alistipes putredinis	Acetivibrio ethanolgignens	96.0	Stool	#ded579
Alistipes putredinis	Acidaminococcus intestini	38.0	Stool	#ded579
Alistipes putredinis	Acidaminococcus sp. BV3L6	23.0	Stool	#ded579
Alistipes putredinis	Adlercreutzia equolifaciens	41.0	Stool	#ded579
Alistipes putredinis	Akkermansia muciniphila	29.0	Stool	#ded579
Alistipes putredinis	Alistipes finegoldii	100.0	Stool	#ded579
Alistipes putredinis	Alistipes indistinctus	26.0	Stool	#ded579
Alistipes putredinis	Alistipes inops	11.0	Stool	#ded579
Alistipes putredinis	Alistipes obesi	99.0	Stool	#ded579
Alistipes putredinis	Alistipes onderdonkii	57.0	Stool	#ded579
Alistipes senegalensis	Acetivibrio ethanolgignens	108.0	Stool	#ded579
Alistipes senegalensis	Acidaminococcus intestini	28.0	Stool	#ded579
Alistipes senegalensis	Acidaminococcus sp. BV3L6	25.0	Stool	#ded579
Alistipes senegalensis	Adlercreutzia equolifaciens	35.0	Stool	#ded579
Alistipes senegalensis	Akkermansia muciniphila	43.0	Stool	#ded579
Alistipes senegalensis	Alistipes finegoldii	81.0	Stool	#ded579
Alistipes senegalensis	Alistipes indistinctus	26.0	Stool	#ded579
Alistipes senegalensis	Alistipes inops	19.0	Stool	#ded579
Alistipes senegalensis	Alistipes obesi	84.0	Stool	#ded579
Alistipes senegalensis	Alistipes onderdonkii	99.0	Stool	#ded579
Alistipes senegalensis	Alistipes putredinis	137.0	Stool	#ded579
Alistipes shahii	Acetivibrio ethanolgignens	77.0	Stool	#ded579
Alistipes shahii	Adlercreutzia equolifaciens	38.0	Stool	#ded579
Alistipes shahii	Akkermansia muciniphila	31.0	Stool	#ded579
Alistipes shahii	Alistipes finegoldii	78.0	Stool	#ded579
Alistipes shahii	Alistipes indistinctus	30.0	Stool	#ded579
Alistipes shahii	Alistipes obesi	74.0	Stool	#ded579
Alistipes shahii	Alistipes onderdonkii	30.0	Stool	#ded579
Alistipes shahii	Alistipes putredinis	118.0	Stool	#ded579
