source	target	weight	edge_sample	edge_color
Acidovorax sp. MR-S7	Acidovorax ebreus	2.0	Buccal_mucosa	#425ffa
Acidovorax sp. NO-1	Acetivibrio ethanolgignens	1.0	Mixed	#cccccc
Acinetobacter indicus	Acinetobacter baumannii	2.0	Mixed	#cccccc
Acinetobacter junii	Acidovorax sp. JS42	7.0	Mixed	#cccccc
Acinetobacter junii	Acidovorax temperans	11.0	Mixed	#cccccc
Acinetobacter junii	Acinetobacter baumannii	8.0	Mixed	#cccccc
Acinetobacter sp. 243_ASPC	Acinetobacter bereziniae	1.0	Mixed	#cccccc
Acinetobacter sp. CIP 101966	Achromobacter piechaudii	1.0	Mixed	#cccccc
Acinetobacter sp. CIP 102136	Achromobacter sp.	1.0	Anterior_nares	#8000ff
Acinetobacter sp. CIP 102136	Acinetobacter guillouiae	1.0	Mixed	#cccccc
Acinetobacter sp. MDS7A	Acinetobacter baumannii	3.0	Mixed	#cccccc
Acinetobacter sp. MDS7A	Acinetobacter indicus	1.0	Anterior_nares	#8000ff
Acinetobacter sp. NIPH 284	Acinetobacter sp. 243_ASPC	1.0	Mixed	#cccccc
Acinetobacter sp. NIPH 713	Acinetobacter sp. MII	1.0	Anterior_nares	#8000ff
Acinetobacter sp. P8-3-8	Acinetobacter sp. 243_ASPC	1.0	Mixed	#cccccc
Acinetobacter sp. VT 511	Acinetobacter sp. NIPH 713	1.0	Anterior_nares	#8000ff
Acinetobacter tandoii	Acinetobacter bereziniae	1.0	Mixed	#cccccc
Acinetobacter tandoii	Acinetobacter sp. NIPH 284	1.0	Mixed	#cccccc
Acinetobacter tandoii	Acinetobacter sp. P8-3-8	1.0	Mixed	#cccccc
Acinetobacter towneri	Acinetobacter johnsonii	2.0	Anterior_nares	#8000ff
Acinetobacter towneri	Acinetobacter sp. MDS7A	3.0	Anterior_nares	#8000ff
Actinobacteria bacterium UC5.1-1B11	Acinetobacter bereziniae	1.0	Mixed	#cccccc
Actinobaculum suis	Acidithiobacillus caldus	1.0	Mixed	#cccccc
Actinobaculum suis	Acidovorax ebreus	2.0	Mixed	#cccccc
Actinomyces dentalis	Actinobaculum sp. oral taxon 183	11.0	Subgingival_plaque	#feb562
Actinomyces europaeus	Actinobacteria bacterium UC5.1-1B11	1.0	Anterior_nares	#8000ff
Actinomyces johnsonii	Acinetobacter baumannii	5.0	Mixed	#cccccc
Actinomyces johnsonii	Actinomyces dentalis	5.0	Subgingival_plaque	#feb562
Actinomyces massiliensis	Acinetobacter junii	19.0	Mixed	#cccccc
Actinomyces massiliensis	Actinobaculum sp. oral taxon 183	15.0	Mixed	#cccccc
Actinomyces massiliensis	Actinomyces dentalis	10.0	Mixed	#cccccc
Actinomyces massiliensis	Actinomyces johnsonii	14.0	Mixed	#cccccc
Actinomyces meyeri	Actinomyces johnsonii	3.0	Subgingival_plaque	#feb562
Actinomyces naeslundii	Acinetobacter johnsonii	7.0	Mixed	#cccccc
Actinomyces naeslundii	Acinetobacter junii	9.0	Mixed	#cccccc
Actinomyces naeslundii	Actinobaculum sp. oral taxon 183	14.0	Mixed	#cccccc
Actinomyces naeslundii	Actinomyces dentalis	11.0	Mixed	#cccccc
Actinomyces naeslundii	Actinomyces israelii	5.0	Mixed	#cccccc
Actinomyces naeslundii	Actinomyces johnsonii	12.0	Mixed	#cccccc
Actinomyces naeslundii	Actinomyces massiliensis	25.0	Supragingival_plaque	#ff8e4a
Actinomyces neuii	Achromobacter sp. Root170	1.0	Mixed	#cccccc
Actinomyces odontolyticus	Acidovorax delafieldii	3.0	Mixed	#cccccc
Actinomyces oris	Acinetobacter junii	11.0	Mixed	#cccccc
Actinomyces oris	Actinobaculum sp. oral taxon 183	12.0	Mixed	#cccccc
Actinomyces oris	Actinomyces massiliensis	16.0	Supragingival_plaque	#ff8e4a
Actinomyces oris	Actinomyces naeslundii	19.0	Supragingival_plaque	#ff8e4a
Actinomyces oris	Actinomyces odontolyticus	7.0	Mixed	#cccccc
Actinomyces sp. HPA0247	Actinomyces georgiae	1.0	Mixed	#cccccc
Actinomyces sp. ICM39	Actinomyces graevenitzii	10.0	Tongue_dorsum	#ff3219
Actinomyces sp. ICM39	Actinomyces israelii	6.0	Mixed	#cccccc
Actinomyces sp. ICM39	Actinomyces johnsonii	6.0	Mixed	#cccccc
Actinomyces sp. ICM39	Actinomyces odontolyticus	7.0	Mixed	#cccccc
Actinomyces sp. ICM47	Acidovorax temperans	10.0	Mixed	#cccccc
Actinomyces sp. ICM47	Actinomyces graevenitzii	14.0	Tongue_dorsum	#ff3219
Actinomyces sp. ICM47	Actinomyces sp. ICM39	12.0	Tongue_dorsum	#ff3219
Actinomyces sp. ICM54	Actinomyces sp. ICM47	4.0	Tongue_dorsum	#ff3219
Actinomyces sp. ICM58	Acidovorax sp. JS42	4.0	Mixed	#cccccc
Actinomyces sp. ICM58	Acinetobacter ursingii	2.0	Mixed	#cccccc
Actinomyces sp. ICM58	Actinomyces israelii	4.0	Mixed	#cccccc
Actinomyces sp. ICM58	Actinomyces sp. ICM39	8.0	Tongue_dorsum	#ff3219
Actinomyces sp. ICM58	Actinomyces sp. ICM54	3.0	Tongue_dorsum	#ff3219
Actinomyces sp. oral taxon 170	Abiotrophia defectiva	5.0	Mixed	#cccccc
Actinomyces sp. oral taxon 170	Actinomyces naeslundii	5.0	Supragingival_plaque	#ff8e4a
Actinomyces sp. oral taxon 171	Acinetobacter junii	9.0	Mixed	#cccccc
Actinomyces sp. oral taxon 171	Actinomyces johnsonii	9.0	Mixed	#cccccc
Actinomyces sp. oral taxon 171	Actinomyces massiliensis	15.0	Supragingival_plaque	#ff8e4a
Actinomyces sp. oral taxon 171	Actinomyces naeslundii	16.0	Supragingival_plaque	#ff8e4a
Actinomyces sp. oral taxon 171	Actinomyces oris	13.0	Supragingival_plaque	#ff8e4a
Actinomyces sp. oral taxon 172	Acidovorax temperans	6.0	Mixed	#cccccc
Actinomyces sp. oral taxon 172	Actinomyces graevenitzii	8.0	Tongue_dorsum	#ff3219
Actinomyces sp. oral taxon 172	Actinomyces johnsonii	4.0	Mixed	#cccccc
Actinomyces sp. oral taxon 175	Acidovorax temperans	8.0	Mixed	#cccccc
Actinomyces sp. oral taxon 175	Acinetobacter junii	10.0	Mixed	#cccccc
Actinomyces sp. oral taxon 175	Actinomyces johnsonii	8.0	Mixed	#cccccc
Actinomyces sp. oral taxon 175	Actinomyces meyeri	5.0	Mixed	#cccccc
Actinomyces sp. oral taxon 175	Actinomyces oris	16.0	Supragingival_plaque	#ff8e4a
Actinomyces sp. oral taxon 181	Actinomyces graevenitzii	4.0	Tongue_dorsum	#ff3219
Actinomyces sp. oral taxon 181	Actinomyces israelii	3.0	Mixed	#cccccc
Actinomyces sp. oral taxon 414	Acinetobacter baumannii	5.0	Mixed	#cccccc
Actinomyces sp. oral taxon 414	Acinetobacter ursingii	2.0	Mixed	#cccccc
Actinomyces sp. oral taxon 414	Actinomyces johnsonii	10.0	Subgingival_plaque	#feb562
Actinomyces sp. oral taxon 414	Actinomyces massiliensis	9.0	Mixed	#cccccc
Actinomyces sp. oral taxon 414	Actinomyces oris	7.0	Mixed	#cccccc
Actinomyces sp. oral taxon 414	Actinomyces sp. ICM58	4.0	Mixed	#cccccc
Actinomyces sp. oral taxon 414	Actinomyces sp. oral taxon 175	10.0	Mixed	#cccccc
Actinomyces sp. oral taxon 414	Actinomyces sp. oral taxon 178	2.0	Mixed	#cccccc
