TAXA	sample_type	sample_color	frequency	spect_cluster	commun_cluster	spect_color	comm_color
Actinomyces sp. HPA0247	Tongue_dorsum	#ff3219	2	16.0	2.0	#46efd1	#6a22fe
Actinomyces sp. ICM58	Tongue_dorsum	#ff3219	3	16.0	2.0	#46efd1	#6a22fe
Actinomyces sp. oral taxon 414	Subgingival_plaque	#feb562	208	19.0	3.0	#6dfdbf	#5e35fe
Actinomyces sp. ph3	Tongue_dorsum	#ff3219	8	11.0	4.0	#08bee9	#5444fd
Alistipes obesi	Stool	#ded579	4	34.0	7.0	#ff8444	#3176f8
Anaerococcus lactolyticus	L_Retroauricular_crease	#1fd3e1	2	41.0	1.0	#ff0000	#7610ff
Atopobium sp. ICM42b	Saliva	#beec8e	2	16.0	2.0	#46efd1	#6a22fe
Atopobium sp. oral taxon 810	Buccal_mucosa	#425ffa	2	5.0	10.0	#425ffa	#10a2f0
Bacteroides eggerthii	Stool	#ded579	4	4.0	8.0	#504afc	#2686f5
Bacteroides finegoldii	Stool	#ded579	4	2.0	13.0	#6826fe	#12c8e6
Bacteroides sp. 1_1_30	Stool	#ded579	2	10.0	14.0	#04b0ed	#1fd3e1
Bacteroides sp. 1_1_6	Stool	#ded579	1	23.0	11.0	#9efaa2	#04b0ed
Bacteroides sp. 2_2_4	Stool	#ded579	3	10.0	14.0	#04b0ed	#1fd3e1
Bacteroides sp. 3_1_13	Stool	#ded579	4	28.0	14.0	#dcd67a	#1fd3e1
Bacteroides sp. 3_1_19	Stool	#ded579	2	1.0	0.0	#7413ff	#8000ff
Bacteroides sp. 3_1_23	Stool	#ded579	2	10.0	14.0	#04b0ed	#1fd3e1
Bacteroides sp. 3_1_33FAA	Stool	#ded579	2	1.0	0.0	#7413ff	#8000ff
Bacteroides sp. 4_1_36	Stool	#ded579	2	21.0	14.0	#84ffb2	#1fd3e1
Bacteroides sp. 9_1_42FAA	Stool	#ded579	2	1.0	0.0	#7413ff	#8000ff
Bacteroides sp. D20	Stool	#ded579	2	28.0	14.0	#dcd67a	#1fd3e1
Bacteroides sp. D22	Stool	#ded579	1	24.0	16.0	#abf69b	#34e4d9
Bacteroides uniformis	Stool	#ded579	10	9.0	15.0	#11a0f1	#2adddd
Bacteroides vulgatus	Stool	#ded579	12	9.0	15.0	#11a0f1	#2adddd
Bacteroides xylanisolvens	Stool	#ded579	1	24.0	16.0	#abf69b	#34e4d9
Bifidobacterium pseudocatenulatum	L_Retroauricular_crease	#1fd3e1	1	24.0	16.0	#abf69b	#34e4d9
Blautia wexlerae	Stool	#ded579	1	23.0	11.0	#9efaa2	#04b0ed
Capnocytophaga sp. oral taxon 338	Subgingival_plaque	#feb562	264	39.0	21.0	#ff2914	#6efebe
Capnocytophaga sp. oral taxon 412	Supragingival_plaque	#ff8e4a	225	25.0	23.0	#b6f193	#84ffb2
Capnocytophaga sp. oral taxon 863	Supragingival_plaque	#ff8e4a	268	39.0	20.0	#ff2914	#62fbc4
Capnocytophaga sputigena	Supragingival_plaque	#ff8e4a	271	27.0	22.0	#cee184	#78ffb8
Cellulomonas carbonis	Stool	#ded579	2	8.0	14.0	#1e91f3	#1fd3e1
Clostridia bacterium UC5.1-1D10	Stool	#ded579	2	1.0	0.0	#7413ff	#8000ff
[Clostridium] clostridioforme	Stool	#ded579	3	21.0	14.0	#84ffb2	#1fd3e1
Clostridium sp. GD3	Stool	#ded579	2	10.0	14.0	#04b0ed	#1fd3e1
Clostridium sp. L2-50	Stool	#ded579	2	28.0	14.0	#dcd67a	#1fd3e1
Clostridium sp. M62/1	Stool	#ded579	2	10.0	14.0	#04b0ed	#1fd3e1
Collinsella aerofaciens	Stool	#ded579	2	10.0	14.0	#04b0ed	#1fd3e1
Collinsella sp. 4_8_47FAA	Stool	#ded579	2	10.0	14.0	#04b0ed	#1fd3e1
Coprococcus comes	Stool	#ded579	2	28.0	14.0	#dcd67a	#1fd3e1
Deinococcus radiodurans	Posterior_fornix	#7effb5	1	24.0	16.0	#abf69b	#34e4d9
Dolosigranulum pigrum	Anterior_nares	#8000ff	2	3.0	6.0	#5c38fd	#3c68f9
Escherichia coli	Stool	#ded579	4	2.0	13.0	#6826fe	#12c8e6
[Eubacterium] hallii	Stool	#ded579	2	1.0	0.0	#7413ff	#8000ff
Eubacterium ramulus	Stool	#ded579	1	24.0	16.0	#abf69b	#34e4d9
[Eubacterium] rectale	Stool	#ded579	15	9.0	15.0	#11a0f1	#2adddd
Eubacterium ventriosum	Stool	#ded579	2	10.0	14.0	#04b0ed	#1fd3e1
Faecalibacterium prausnitzii	Stool	#ded579	10	9.0	15.0	#11a0f1	#2adddd
Hallella seregens	Subgingival_plaque	#feb562	2	37.0	24.0	#ff4d27	#90feab
Intestinimonas butyriciproducens	Stool	#ded579	2	28.0	14.0	#dcd67a	#1fd3e1
Intestinimonas sp. GD2	Stool	#ded579	2	8.0	14.0	#1e91f3	#1fd3e1
