TAXA	sample_type	sample_color	frequency	spect_cluster	commun_cluster	spect_color	comm_color
Actinobacillus suis	Tongue_dorsum	#ff3219	1	8.0	1.0	#08bee9	#7216ff
Actinomyces sp. ICM39	Tongue_dorsum	#ff3219	276	11.0	2.0	#3ae8d6	#642cfe
Actinomyces sp. ICM58	Tongue_dorsum	#ff3219	277	11.0	2.0	#3ae8d6	#642cfe
Actinomyces sp. oral taxon 172	Tongue_dorsum	#ff3219	277	11.0	2.0	#3ae8d6	#642cfe
Actinomyces sp. oral taxon 849	Supragingival_plaque	#ff8e4a	2	15.0	0.0	#7effb5	#8000ff
Actinomyces sp. S6-Spd3	Tongue_dorsum	#ff3219	277	11.0	2.0	#3ae8d6	#642cfe
Anaerostipes hadrus	Stool	#ded579	2	13.0	7.0	#5df9c7	#1996f3
Atopobium sp. ICM42b	Saliva	#beec8e	267	10.0	8.0	#2adddd	#0ca7ef
Bacteroides cellulosilyticus	Stool	#ded579	2	28.0	5.0	#ff351b	#386df9
Bacteroides finegoldii	Stool	#ded579	3	27.0	11.0	#ff5029	#20d5e1
Bacteroides intestinalis	Stool	#ded579	1	8.0	1.0	#08bee9	#7216ff
Bacteroides thetaiotaomicron	Stool	#ded579	3	25.0	12.0	#ff8143	#2fe0db
Bergeyella zoohelcum	R_Retroauricular_crease	#9efaa2	2	26.0	0.0	#ff6835	#8000ff
Bifidobacterium breve	Posterior_fornix	#7effb5	2	16.0	9.0	#90feab	#02b7eb
Campylobacter fetus	Keratinized_gingiva	#01b3ec	2	15.0	0.0	#7effb5	#8000ff
Capnocytophaga cynodegmi	R_Retroauricular_crease	#9efaa2	2	26.0	0.0	#ff6835	#8000ff
Capnocytophaga sp. oral taxon 323	Supragingival_plaque	#ff8e4a	35	7.0	17.0	#09a9ee	#76ffb9
Capnocytophaga sp. oral taxon 336	Subgingival_plaque	#feb562	44	7.0	17.0	#09a9ee	#76ffb9
Capnocytophaga sp. oral taxon 380	Supragingival_plaque	#ff8e4a	35	7.0	17.0	#09a9ee	#76ffb9
Carnobacterium divergens	Saliva	#beec8e	2	29.0	15.0	#ff1c0e	#5af8c8
Coriobacteriaceae bacterium BV3Ac1	R_Retroauricular_crease	#9efaa2	2	9.0	10.0	#18cde4	#10c6e6
Escherichia coli	Stool	#ded579	3	28.0	5.0	#ff351b	#386df9
[Eubacterium] eligens	Stool	#ded579	3	3.0	6.0	#4e4dfc	#2981f6
Fusobacterium equinum	Attached	#622ffe	5	22.0	16.0	#f6be68	#68fcc1
Gemella sanguinis	Tongue_dorsum	#ff3219	279	11.0	2.0	#3ae8d6	#642cfe
Histophilus somni	Buccal_mucosa	#425ffa	6	3.0	22.0	#4e4dfc	#c0eb8d
Holdemanella biformis	L_Retroauricular_crease	#1fd3e1	2	13.0	7.0	#5df9c7	#1996f3
Isoptericola variabilis	Tongue_dorsum	#ff3219	276	11.0	2.0	#3ae8d6	#642cfe
Lachnospiraceae bacterium 3_1_46FAA	Stool	#ded579	2	19.0	21.0	#c2ea8c	#b2f396
