source	target	weight	edge_sample	edge_color
Acinetobacter sp. P8-3-8	Acinetobacter bereziniae	0.814577667391	R_Retroauricular_crease	#9efaa2
Acinetobacter sp. P8-3-8	Acinetobacter sp. NIPH 284	0.814577667391	Mixed	#cccccc
Acinetobacter sp. VT 511	Acinetobacter sp. MII	1.0	Anterior_nares	#8000ff
Acinetobacter tandoii	Acinetobacter sp. 243_ASPC	1.0	Anterior_nares	#8000ff
Acinetobacter ursingii	Acinetobacter bereziniae	0.863980476719	R_Retroauricular_crease	#9efaa2
Acinetobacter ursingii	Acinetobacter sp. NIPH 284	0.863980476719	Mixed	#cccccc
Actinomyces europaeus	Acinetobacter sp. CIP 101966	1.0	Mixed	#cccccc
Actinomyces sp. S4-C9	Acinetobacter sp. NIPH 817	1.0	Anterior_nares	#8000ff
Actinomyces vaccimaxillae	Acinetobacter bereziniae	0.814577667391	Mixed	#cccccc
Actinomyces vaccimaxillae	Acinetobacter sp. NIPH 284	0.814577667391	Mixed	#cccccc
Actinomyces vaccimaxillae	Acinetobacter sp. P8-3-8	1.0	Mixed	#cccccc
Advenella kashmirensis	Acinetobacter sp. CIP 101966	1.0	Mixed	#cccccc
Advenella kashmirensis	Actinomyces europaeus	1.0	Anterior_nares	#8000ff
Aeromonas hydrophila	Acidithiobacillus caldus	1.0	Mixed	#cccccc
Aeromonas rivuli	Aerococcus urinae	1.0	Anterior_nares	#8000ff
Aeromonas salmonicida	Acidithiobacillus caldus	1.0	Mixed	#cccccc
Aeromonas salmonicida	Aeromonas hydrophila	1.0	Mixed	#cccccc
Aeromonas sanarellii	Acinetobacter tjernbergiae	1.0	Anterior_nares	#8000ff
Agrobacterium albertimagni	Actinobacteria bacterium UC5.1-1B11	1.0	Anterior_nares	#8000ff
Agrobacterium sp. LC34	Afipia clevelandensis	0.814577667391	Anterior_nares	#8000ff
Aliivibrio salmonicida	Actinoplanes rectilineatus	1.0	Anterior_nares	#8000ff
Anaerofustis stercorihominis	Acinetobacter radioresistens	1.0	Mixed	#cccccc
Anaeroglobus geminatus	Actinomyces sp. oral taxon 877	1.0	Mixed	#cccccc
Anoxybacillus tepidamans	Acinetobacter sp. NIPH 899	1.0	Anterior_nares	#8000ff
Arthrobacter sp. AK-YN10	Arthrobacter castelli	0.814577667391	Anterior_nares	#8000ff
Arthrobacter sp. L77	Actinobacteria bacterium UC5.1-1B11	1.0	Anterior_nares	#8000ff
Arthrobacter sp. L77	Agrobacterium albertimagni	1.0	Anterior_nares	#8000ff
Atopobium sp. BS2	Actinomyces sp. ICM58	0.805035344165	Mixed	#cccccc
Atopococcus tabaci	Acinetobacter bereziniae	0.814577667391	Mixed	#cccccc
Atopococcus tabaci	Acinetobacter sp. NIPH 284	0.814577667391	Mixed	#cccccc
Atopococcus tabaci	Acinetobacter sp. P8-3-8	1.0	Mixed	#cccccc
Atopococcus tabaci	Actinomyces vaccimaxillae	1.0	Anterior_nares	#8000ff
Aurantimonas coralicida	Acinetobacter sp. 243_ASPC	1.0	Anterior_nares	#8000ff
Aurantimonas coralicida	Acinetobacter tandoii	1.0	Anterior_nares	#8000ff
Bacillus nealsonii	Bacillaceae bacterium MTCC 8252	1.0	Anterior_nares	#8000ff
Bacillus smithii	Aerococcus urinae	1.0	Mixed	#cccccc
Bacillus smithii	Aeromonas rivuli	1.0	Mixed	#cccccc
Bacillus velezensis	Acinetobacter sp. NIPH 899	1.0	Anterior_nares	#8000ff
Bacillus velezensis	Anoxybacillus tepidamans	1.0	Anterior_nares	#8000ff
Bacteroidaceae bacterium MS4	Acinetobacter radioresistens	1.0	Mixed	#cccccc
Bacteroidaceae bacterium MS4	Anaerofustis stercorihominis	1.0	Stool	#ded579
Bacteroides stercorirosoris	Afipia clevelandensis	0.814577667391	Mixed	#cccccc
Bacteroides stercorirosoris	Agrobacterium sp. LC34	1.0	Mixed	#cccccc
Bdellovibrio bacteriovorus	Archangium gephyra	1.0	Anterior_nares	#8000ff
Belnapia moabensis	Arthrobacter castelli	0.814577667391	Mixed	#cccccc
Belnapia moabensis	Arthrobacter sp. AK-YN10	1.0	Mixed	#cccccc
Bifidobacterium kashiwanohense	Arthrobacter sp. JCM 19049	0.910694833281	Mixed	#cccccc
Bilophila wadsworthia	Agrobacterium vitis	1.0	Mixed	#cccccc
Bordetella petrii	Arthrobacter sp. H14	1.0	Anterior_nares	#8000ff
Bosea sp. Root483D1	Bacillus amyloliquefaciens	1.0	Mixed	#cccccc
Brachybacterium faecium	Bacillus amyloliquefaciens	1.0	Anterior_nares	#8000ff
Brachybacterium faecium	Bosea sp. Root483D1	1.0	Mixed	#cccccc
Brachymonas chironomi	Arcobacter butzleri	0.863980476719	Mixed	#cccccc
Brachymonas chironomi	Bifidobacterium subtile	0.863980476719	Anterior_nares	#8000ff
Bradyrhizobium lablabi	Arthrobacter castelli	0.814577667391	Anterior_nares	#8000ff
Bradyrhizobium sp. URHA0002	Arthrobacter castelli	0.863980476719	Anterior_nares	#8000ff
Brevibacillus borstelensis	Actinomyces sp. oral taxon 877	1.0	Mixed	#cccccc
Brevibacillus borstelensis	Anaeroglobus geminatus	1.0	Mixed	#cccccc
Brevibacterium senegalense	Arthrobacter castelli	0.814577667391	Anterior_nares	#8000ff
Brevibacterium senegalense	Bradyrhizobium lablabi	1.0	Anterior_nares	#8000ff
Brevundimonas abyssalis	Afipia clevelandensis	0.814577667391	Mixed	#cccccc
Brevundimonas abyssalis	Agrobacterium sp. LC34	1.0	Mixed	#cccccc
Brevundimonas abyssalis	Bacteroides stercorirosoris	1.0	Mixed	#cccccc
Brevundimonas nasdae	Actinobacteria bacterium UC5.1-1B11	1.0	Mixed	#cccccc
Brevundimonas nasdae	Agrobacterium albertimagni	1.0	Mixed	#cccccc
Brevundimonas nasdae	Arthrobacter sp. L77	1.0	Mixed	#cccccc
Brevundimonas sp. BAL3	Actinobacteria bacterium UC5.1-1B11	1.0	Mixed	#cccccc
Brevundimonas sp. BAL3	Agrobacterium albertimagni	1.0	Mixed	#cccccc
Brevundimonas sp. BAL3	Arthrobacter sp. L77	1.0	Mixed	#cccccc
Brevundimonas sp. BAL3	Brevundimonas nasdae	1.0	R_Retroauricular_crease	#9efaa2
Brevundimonas sp. EAKA	Bradyrhizobium japonicum	0.892305178067	Mixed	#cccccc
Burkholderia ambifaria	Acinetobacter bereziniae	0.814577667391	Mixed	#cccccc
Burkholderia ambifaria	Acinetobacter sp. NIPH 284	0.814577667391	Mixed	#cccccc
Burkholderia ambifaria	Acinetobacter sp. P8-3-8	1.0	Mixed	#cccccc
Burkholderia ambifaria	Actinomyces vaccimaxillae	1.0	Anterior_nares	#8000ff
Burkholderia ambifaria	Atopococcus tabaci	1.0	Anterior_nares	#8000ff
Burkholderia contaminans	Agrobacterium vitis	1.0	Mixed	#cccccc
Burkholderia contaminans	Bilophila wadsworthia	1.0	Mixed	#cccccc
Burkholderia vietnamiensis	Azonexus hydrophilus	1.0	Buccal_mucosa	#425ffa
Candidatus Saccharibacteria bacterium RAAC3_TM7_1	Campylobacter curvus	1.0	Mixed	#cccccc
Capnocytophaga canimorsus	Actinomyces sp. MS2	0.892305178067	Mixed	#cccccc
Capnocytophaga sp. oral taxon 324	Campylobacter curvus	0.814577667391	Mixed	#cccccc
Capnocytophaga sp. oral taxon 324	Candidatus Saccharibacteria bacterium RAAC3_TM7_1	0.814577667391	Mixed	#cccccc
Capnocytophaga sp. oral taxon 335	Campylobacter curvus	0.814577667391	Supragingival_plaque	#ff8e4a
