source	target	weight	edge_sample	edge_color
Afipia broomeae	Acidovorax delafieldii	1.0	Anterior_nares	#8000ff
Alistipes onderdonkii	Alistipes finegoldii	0.866795764716	Stool	#ded579
Alistipes senegalensis	Alistipes finegoldii	0.822994116549	Stool	#ded579
Alistipes senegalensis	Alistipes onderdonkii	0.806994390999	Stool	#ded579
Alistipes timonensis	Alistipes senegalensis	0.816920845223	Stool	#ded579
Alkaliflexus imshenetskii	Actinotignum schaalii	1.0	Mixed	#cccccc
Bradyrhizobium sp. BTAi1	Acidovorax delafieldii	1.0	Mixed	#cccccc
Bradyrhizobium sp. BTAi1	Afipia broomeae	1.0	Mixed	#cccccc
Candidatus Saccharibacteria oral taxon TM7x	Actinomyces graevenitzii	0.893170089618	Mixed	#cccccc
[Clostridium] litorale	Acetobacterium dehalogenans	1.0	Stool	#ded579
Clostridium sp. 7_2_43FAA	Clostridium sartagoforme	1.0	Stool	#ded579
Clostridium sp. C8	Clostridium sartagoforme	1.0	Stool	#ded579
Clostridium sp. C8	Clostridium sp. 7_2_43FAA	1.0	Stool	#ded579
Collinsella sp. 4_8_47FAA	Collinsella aerofaciens	0.900773700545	Stool	#ded579
Desulfotomaculum nigrificans	Clostridium sartagoforme	1.0	Stool	#ded579
Desulfotomaculum nigrificans	Clostridium sp. 7_2_43FAA	1.0	Stool	#ded579
Desulfotomaculum nigrificans	Clostridium sp. C8	1.0	Stool	#ded579
Desulfovibrio sp. 6_1_46AFAA	Desulfovibrio sp. 3_1_syn3	0.851427252772	Stool	#ded579
Dorea sp. D27	Anaerococcus lactolyticus	0.815355425121	Mixed	#cccccc
Eggerthella sp. 1_3_56FAA	Dialister micraerophilus	0.815355425121	Mixed	#cccccc
Enterobacter cloacae	Citrobacter koseri	1.0	Mixed	#cccccc
Enterobacteriaceae bacterium strain FGI 57	Buttiauxella agrestis	1.0	Stool	#ded579
Enterococcus columbae	Eggerthia catenaformis	1.0	Mixed	#cccccc
Erwinia tracheiphila	Candidatus Hamiltonella defensa	1.0	Stool	#ded579
Escherichia albertii	Buttiauxella agrestis	1.0	Stool	#ded579
Escherichia albertii	Enterobacteriaceae bacterium strain FGI 57	1.0	Stool	#ded579
Escherichia fergusonii	Citrobacter koseri	1.0	Stool	#ded579
Escherichia fergusonii	Enterobacter cloacae	1.0	Mixed	#cccccc
[Eubacterium] infirmum	Anaerococcus lactolyticus	1.0	Mixed	#cccccc
[Eubacterium] infirmum	Dorea sp. D27	0.815355425121	Mixed	#cccccc
Fermentimonas caenicola	Citrobacter koseri	1.0	Mixed	#cccccc
Fermentimonas caenicola	Enterobacter cloacae	1.0	Mixed	#cccccc
Fermentimonas caenicola	Escherichia fergusonii	1.0	Mixed	#cccccc
Fibrella aestuarina	Actinomyces graevenitzii	0.864811632475	Mixed	#cccccc
Fusobacterium varium	Acidaminococcus sp. D21	1.0	Mixed	#cccccc
Gardnerella vaginalis	Anaerococcus lactolyticus	1.0	Mixed	#cccccc
Gardnerella vaginalis	Dorea sp. D27	0.815355425121	Mixed	#cccccc
Gardnerella vaginalis	[Eubacterium] infirmum	1.0	Mixed	#cccccc
Gemella morbillorum	Clostridium sartagoforme	1.0	Mixed	#cccccc
Gemella morbillorum	Clostridium sp. 7_2_43FAA	1.0	Mixed	#cccccc
Gemella morbillorum	Clostridium sp. C8	1.0	Mixed	#cccccc
Gemella morbillorum	Desulfotomaculum nigrificans	1.0	Mixed	#cccccc
Haemophilus haemolyticus	Candidatus Hamiltonella defensa	1.0	Mixed	#cccccc
Haemophilus haemolyticus	Erwinia tracheiphila	1.0	Mixed	#cccccc
Intestinibacter bartlettii	Clostridium sp. 1_1_41A1FAA	0.814199820876	Stool	#ded579
Klebsiella sp. 4_1_44FAA	Acidaminococcus sp. D21	1.0	Stool	#ded579
Klebsiella sp. 4_1_44FAA	Fusobacterium varium	1.0	Mixed	#cccccc
Kluyvera cryocrescens	Citrobacter koseri	1.0	Mixed	#cccccc
Kluyvera cryocrescens	Enterobacter cloacae	1.0	Mixed	#cccccc
