source	target	weight	edge_sample	edge_color
Afipia broomeae	Acidovorax delafieldii	1.0	Anterior_nares	#8000ff
Alistipes sp. AL-1	Alistipes onderdonkii	0.872125666755	Stool	#ded579
Alkaliflexus imshenetskii	Actinotignum schaalii	1.0	Mixed	#cccccc
Anaerofustis stercorihominis	Anaerococcus lactolyticus	0.816912624662	Mixed	#cccccc
Anaeroglobus geminatus	Actinomyces graevenitzii	0.941302667208	Mixed	#cccccc
Bacteroides sp. 3_1_23	Bacteroides sp. 3_1_13	0.803735362877	Stool	#ded579
Bacteroides sp. D2	Bacteroidaceae bacterium MS4	0.935480847372	Stool	#ded579
Bacteroides sp. D22	Bacteroides sp. 3_1_13	0.901209820576	Stool	#ded579
Bacteroides sp. D22	Bacteroides sp. 3_1_23	0.803899273174	Stool	#ded579
Bifidobacterium angulatum	Acidaminococcus sp. BV3L6	0.821224985168	Stool	#ded579
Bifidobacterium ruminantium	Bifidobacterium kashiwanohense	0.916488053883	Mixed	#cccccc
Blautia obeum	Bacteroides sp. 14(A)	0.840249030314	Stool	#ded579
Blautia producta	Blautia obeum	0.881042826017	Stool	#ded579
Bradyrhizobium sp. BTAi1	Acidovorax delafieldii	1.0	Mixed	#cccccc
Bradyrhizobium sp. BTAi1	Afipia broomeae	1.0	Mixed	#cccccc
Candidatus Hamiltonella defensa	Bacteroides sp. 14(A)	0.860773466311	Stool	#ded579
Candidatus Hamiltonella defensa	Blautia obeum	0.973268427291	Stool	#ded579
Candidatus Hamiltonella defensa	Blautia producta	0.878283309086	Stool	#ded579
Candidatus Saccharibacteria oral taxon TM7x	Actinomyces graevenitzii	0.893170089618	Mixed	#cccccc
Candidatus Saccharibacteria oral taxon TM7x	Anaeroglobus geminatus	0.838826904887	Mixed	#cccccc
Catabacter hongkongensis	Anaerococcus lactolyticus	0.876513567619	Mixed	#cccccc
Catabacter hongkongensis	Anaerofustis stercorihominis	0.826956385605	Stool	#ded579
Clostridiales bacterium VE202-18	Bacteroides sp. 14(A)	0.857764990667	Stool	#ded579
Clostridiales bacterium VE202-18	Blautia obeum	0.971585758486	Stool	#ded579
Clostridiales bacterium VE202-18	Blautia producta	0.877580178868	Stool	#ded579
