TAXA	sample_type	sample_color	frequency	spect_cluster	commun_cluster	spect_color	comm_color
Acinetobacter junii	Anterior_nares	#8000ff	88	119.0	12.0	#ff592d	#5641fd
Acinetobacter sp. MDS7A	Anterior_nares	#8000ff	10	119.0	12.0	#ff592d	#5641fd
Acinetobacter sp. P8-3-8	R_Retroauricular_crease	#9efaa2	2	60.0	9.0	#64fbc3	#622ffe
Acinetobacter sp. VT 511	Anterior_nares	#8000ff	1	94.0	18.0	#e4cf74	#425ffa
Acinetobacter tandoii	Anterior_nares	#8000ff	1	60.0	9.0	#64fbc3	#622ffe
Acinetobacter towneri	Anterior_nares	#8000ff	8	119.0	12.0	#ff592d	#5641fd
Acinetobacter ursingii	R_Retroauricular_crease	#9efaa2	4	60.0	9.0	#64fbc3	#622ffe
Actinobaculum massiliense	Vaginal_introitus	#ff0000	9	48.0	16.0	#37e6d8	#4856fb
Actinomyces europaeus	Anterior_nares	#8000ff	2	48.0	16.0	#37e6d8	#4856fb
Actinomyces johnsonii	Subgingival_plaque	#feb562	36	2.0	24.0	#7a09ff	#2c7ef7
Actinomyces naeslundii	Supragingival_plaque	#ff8e4a	91	123.0	26.0	#ff4121	#2489f5
Actinomyces sp. S4-C9	Anterior_nares	#8000ff	1	94.0	20.0	#e4cf74	#396bf9
Actinomyces vaccimaxillae	Anterior_nares	#8000ff	2	60.0	9.0	#64fbc3	#622ffe
Actinomyces viscosus	Attached	#622ffe	71	73.0	24.0	#94fda8	#2c7ef7
Advenella kashmirensis	Anterior_nares	#8000ff	2	48.0	16.0	#37e6d8	#4856fb
Aerococcus christensenii	Posterior_fornix	#7effb5	7	48.0	16.0	#37e6d8	#4856fb
Aerococcus urinae	Anterior_nares	#8000ff	1	120.0	35.0	#ff532a	#06aeed
Aeromonas hydrophila	L_Retroauricular_crease	#1fd3e1	1	100.0	4.0	#fcb763	#7216ff
Aeromonas rivuli	Anterior_nares	#8000ff	1	120.0	35.0	#ff532a	#06aeed
Aeromonas salmonicida	Anterior_nares	#8000ff	1	100.0	4.0	#fcb763	#7216ff
Aeromonas sanarellii	Anterior_nares	#8000ff	1	62.0	22.0	#6afdc0	#3473f8
