source	target	weight	edge_sample	edge_color
Acidovorax sp. JS42	Acidovorax ebreus	1.0	Buccal_mucosa	#425ffa
Actinomyces gerencseriae	Actinomyces dentalis	1.0	Subgingival_plaque	#feb562
Actinomyces johnsonii	Actinomyces dentalis	1.0	Subgingival_plaque	#feb562
Actinomyces johnsonii	Actinomyces gerencseriae	1.0	Subgingival_plaque	#feb562
Actinomyces massiliensis	Actinobaculum sp. oral taxon 183	0.825136612022	Mixed	#cccccc
Actinomyces naeslundii	Actinomyces dentalis	0.81325006079	Mixed	#cccccc
Actinomyces naeslundii	Actinomyces gerencseriae	0.81325006079	Mixed	#cccccc
Actinomyces naeslundii	Actinomyces johnsonii	0.81325006079	Mixed	#cccccc
Actinomyces odontolyticus	Actinomyces israelii	1.0	Mixed	#cccccc
Actinomyces sp. oral taxon 448	Abiotrophia defectiva	1.0	Mixed	#cccccc
Actinomyces turicensis	Actinomyces sp. SD1	1.0	Mixed	#cccccc
Actinomyces viscosus	Abiotrophia defectiva	0.890813328985	Mixed	#cccccc
Actinomyces viscosus	Actinomyces sp. oral taxon 448	0.890813328985	Mixed	#cccccc
Aggregatibacter sp. oral taxon 458	Actinomyces sp. oral taxon 170	1.0	Mixed	#cccccc
Alcaligenes faecalis	Actinomyces sp. oral taxon 175	1.0	Mixed	#cccccc
Alistipes sp. HGB5	Alistipes sp. AL-1	1.0	Stool	#ded579
Alloiococcus otitis	Acidovorax delafieldii	1.0	Anterior_nares	#8000ff
Alloprevotella tannerae	Alistipes sp. AL-1	1.0	Mixed	#cccccc
Alloprevotella tannerae	Alistipes sp. HGB5	1.0	Mixed	#cccccc
Anaerococcus provenciensis	Acidovorax delafieldii	0.81325006079	Mixed	#cccccc
Anaerococcus provenciensis	Alloiococcus otitis	0.81325006079	Mixed	#cccccc
Anaerococcus vaginalis	Achromobacter xylosoxidans	1.0	Mixed	#cccccc
Arcanobacterium sp. S3PF19	Anaerococcus sp. MT16	1.0	L_Retroauricular_crease	#1fd3e1
Atopobium sp. BS2	Atopobium parvulum	1.0	Saliva	#beec8e
Atopobium sp. ICM42b	Actinomyces sp. ICM39	1.0	Mixed	#cccccc
Bacillus thermoamylovorans	Acidovorax delafieldii	0.81325006079	Anterior_nares	#8000ff
Bacillus thermoamylovorans	Alloiococcus otitis	0.81325006079	Anterior_nares	#8000ff
bacterium LF-3	Actinomyces sp. oral taxon 175	1.0	Mixed	#cccccc
bacterium LF-3	Alcaligenes faecalis	1.0	Mixed	#cccccc
[Bacteroides] pectinophilus	Anaerococcus sp. MT16	1.0	Mixed	#cccccc
[Bacteroides] pectinophilus	Arcanobacterium sp. S3PF19	1.0	Mixed	#cccccc
Bacteroides salyersiae	Bacteroides fluxus	0.81325006079	Stool	#ded579
Bacteroides sartorii	Alistipes sp. AL-1	1.0	Stool	#ded579
Bacteroides sartorii	Alistipes sp. HGB5	1.0	Stool	#ded579
Bacteroides sartorii	Alloprevotella tannerae	1.0	Mixed	#cccccc
Bacteroides sp. 1_1_30	Alistipes sp. AL-1	1.0	Stool	#ded579
Bacteroides sp. 1_1_30	Alistipes sp. HGB5	1.0	Stool	#ded579
Bacteroides sp. 1_1_30	Alloprevotella tannerae	1.0	Mixed	#cccccc
Bacteroides sp. 1_1_30	Bacteroides sartorii	1.0	Stool	#ded579
Bacteroides sp. 14(A)	Alistipes sp. AL-1	1.0	Stool	#ded579
Bacteroides sp. 14(A)	Alistipes sp. HGB5	1.0	Stool	#ded579
Bacteroides sp. 14(A)	Alloprevotella tannerae	1.0	Mixed	#cccccc
Bacteroides sp. 14(A)	Bacteroides sartorii	1.0	Stool	#ded579
Bacteroides sp. 14(A)	Bacteroides sp. 1_1_30	1.0	Stool	#ded579
Bacteroides sp. 2_2_4	Atopobium parvulum	1.0	Mixed	#cccccc
Bacteroides sp. 2_2_4	Atopobium sp. BS2	1.0	Mixed	#cccccc
Bacteroides sp. 3_1_13	Atopobium parvulum	0.81325006079	Mixed	#cccccc
Bacteroides sp. 3_1_13	Atopobium sp. BS2	0.81325006079	Mixed	#cccccc
Bacteroides sp. 3_1_13	Bacteroides sp. 2_2_4	0.81325006079	Stool	#ded579
