source	target	weight	edge_sample	edge_color
Acidovorax sp. JS42	Acidovorax ebreus	0.888058889005	Buccal_mucosa	#425ffa
Acidovorax sp. MR-S7	Acidithiobacillus caldus	0.946828587971	Buccal_mucosa	#425ffa
Adlercreutzia equolifaciens	Acetivibrio ethanolgignens	0.814942827701	Stool	#ded579
Aeromonas fluvialis	Acinetobacter tandoii	1.0	Mixed	#cccccc
Alicycliphilus denitrificans	Acidovorax sp. MR-S7	0.814042787051	Mixed	#cccccc
Anaerotruncus colihominis	Acetivibrio ethanolgignens	0.814942827701	Stool	#ded579
Anaerotruncus colihominis	Adlercreutzia equolifaciens	1.0	Stool	#ded579
Anoxybacillus flavithermus	Acetobacter pasteurianus	0.814942827701	Mixed	#cccccc
Aromatoleum aromaticum	Acidovorax sp. JHL-9	1.0	Mixed	#cccccc
Azonexus hydrophilus	Alcaligenes faecalis	0.814942827701	Mixed	#cccccc
Azospira oryzae	Acidovorax sp. JHL-9	1.0	Anterior_nares	#8000ff
Azospira oryzae	Aromatoleum aromaticum	1.0	Mixed	#cccccc
Azospirillum brasilense	Aquabacterium sp. NJ1	1.0	Anterior_nares	#8000ff
bacterium LF-3	Acetivibrio ethanolgignens	0.864371103508	Stool	#ded579
bacterium LF-3	Alistipes sp. HGB5	0.892712084549	Stool	#ded579
Bacteroides faecichinchillae	Acetivibrio ethanolgignens	0.814942827701	Stool	#ded579
Bacteroides faecichinchillae	Adlercreutzia equolifaciens	1.0	Stool	#ded579
Bacteroides faecichinchillae	Anaerotruncus colihominis	1.0	Stool	#ded579
Bacteroides graminisolvens	Bacteroides coprosuis	1.0	Mixed	#cccccc
Bacteroides helcogenes	Bacteroides fluxus	0.814942827701	Stool	#ded579
Bacteroides nordii	Alistipes inops	0.924031073753	Stool	#ded579
Bacteroides oleiciplenus	Bacteroides fluxus	0.814942827701	Stool	#ded579
Bacteroides oleiciplenus	Bacteroides helcogenes	1.0	Stool	#ded579
Bacteroides propionicifaciens	Bacteroidales bacterium CF	1.0	Mixed	#cccccc
Bacteroides reticulotermitis	Bacteroides coprosuis	0.814942827701	Stool	#ded579
Bacteroides reticulotermitis	Bacteroides graminisolvens	0.814942827701	Mixed	#cccccc
Bacteroides salanitronis	Alistipes indistinctus	0.84781080576	Stool	#ded579
Bacteroides sartorii	Bacteroides fluxus	0.814942827701	Stool	#ded579
Bacteroides sartorii	Bacteroides helcogenes	1.0	Stool	#ded579
Bacteroides sartorii	Bacteroides oleiciplenus	1.0	Stool	#ded579
Bacteroides sp. 1_1_30	Bacteroides acidifaciens	0.841897386141	Stool	#ded579
Bacteroides sp. 2_1_16	Bacteroides fluxus	0.814942827701	Stool	#ded579
Bacteroides sp. 2_1_16	Bacteroides helcogenes	1.0	Stool	#ded579
Bacteroides sp. 2_1_16	Bacteroides oleiciplenus	1.0	Stool	#ded579
Bacteroides sp. 2_1_16	Bacteroides sartorii	1.0	Stool	#ded579
Bacteroides sp. 2_1_33B	Acetivibrio ethanolgignens	0.814942827701	Stool	#ded579
Bacteroides sp. 2_1_33B	Adlercreutzia equolifaciens	1.0	Stool	#ded579
Bacteroides sp. 2_1_33B	Anaerotruncus colihominis	1.0	Stool	#ded579
Bacteroides sp. 2_1_33B	Bacteroides faecichinchillae	1.0	Stool	#ded579
Bacteroides sp. 3_1_13	Bacteroides sp. 2_2_4	0.92215347111	Stool	#ded579
Bacteroides sp. 3_1_19	Alistipes sp. HGB5	0.911113716903	Stool	#ded579
Bacteroides sp. 3_1_19	bacterium LF-3	0.813362225478	Stool	#ded579
Bacteroides sp. 3_1_19	Bacteroides acidifaciens	0.911113716903	Stool	#ded579
Bacteroides sp. 3_1_23	Bacteroides sp. 3_1_13	0.814042787051	Stool	#ded579
Bacteroides sp. 3_1_40A	Bacteroides fluxus	0.814942827701	Stool	#ded579
Bacteroides sp. 3_1_40A	Bacteroides helcogenes	1.0	Stool	#ded579
Bacteroides sp. 3_1_40A	Bacteroides oleiciplenus	1.0	Stool	#ded579
Bacteroides sp. 3_1_40A	Bacteroides sartorii	1.0	Stool	#ded579
Bacteroides sp. 3_1_40A	Bacteroides sp. 2_1_16	1.0	Stool	#ded579
Bacteroides sp. 4_3_47FAA	Alistipes sp. AL-1	0.911113716903	Stool	#ded579
Bacteroides sp. 9_1_42FAA	Bacteroides fluxus	0.814942827701	Stool	#ded579
Bacteroides sp. 9_1_42FAA	Bacteroides helcogenes	1.0	Stool	#ded579
Bacteroides sp. 9_1_42FAA	Bacteroides oleiciplenus	1.0	Stool	#ded579
Bacteroides sp. 9_1_42FAA	Bacteroides sartorii	1.0	Stool	#ded579
Bacteroides sp. 9_1_42FAA	Bacteroides sp. 2_1_16	1.0	Stool	#ded579
Bacteroides sp. 9_1_42FAA	Bacteroides sp. 3_1_40A	1.0	Stool	#ded579
Bacteroides xylanisolvens	Bacteroides helcogenes	0.814942827701	Stool	#ded579
Bacteroides xylanisolvens	Bacteroides oleiciplenus	0.814942827701	Stool	#ded579
Bacteroides xylanisolvens	Bacteroides sartorii	0.814942827701	Stool	#ded579
Bacteroides xylanisolvens	Bacteroides sp. 2_1_16	0.814942827701	Stool	#ded579
Bacteroides xylanisolvens	Bacteroides sp. 3_1_40A	0.814942827701	Stool	#ded579
Bacteroides xylanisolvens	Bacteroides sp. 9_1_42FAA	0.814942827701	Stool	#ded579
Bifidobacterium pseudocatenulatum	Anaerococcus provenciensis	1.0	L_Retroauricular_crease	#1fd3e1
Bilophila wadsworthia	Acetivibrio ethanolgignens	0.814942827701	Stool	#ded579
Bilophila wadsworthia	Adlercreutzia equolifaciens	1.0	Stool	#ded579
Bilophila wadsworthia	Anaerotruncus colihominis	1.0	Stool	#ded579
Bilophila wadsworthia	Bacteroides faecichinchillae	1.0	Stool	#ded579
Bilophila wadsworthia	Bacteroides sp. 2_1_33B	1.0	Stool	#ded579
