	source	target	weight	source_freq	target_freq	first_sample	second_sample	edge_sample	fscolor	sscolor	edcolor	spect_cluster	commun_cluster	spect_color	comm_color
0	[Clostridium] bolteae	[Bacteroides] pectinophilus	5.0	12	11	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	2.0	1.0	#ff0000	#1996f3
1	[Bacteroides] pectinophilus	[Clostridium] bolteae	5.0	11	12	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	2.0	1.0	#ff0000	#1996f3
2	[Clostridium] clostridioforme	[Clostridium] asparagiforme	4.0	15	9	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	2.0	1.0	#ff0000	#1996f3
3	[Clostridium] asparagiforme	[Clostridium] clostridioforme	4.0	9	15	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	2.0	1.0	#ff0000	#1996f3
4	[Clostridium] clostridioforme	[Clostridium] bolteae	5.0	15	12	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	2.0	1.0	#ff0000	#1996f3
5	[Clostridium] bolteae	[Clostridium] clostridioforme	5.0	12	15	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	2.0	1.0	#ff0000	#1996f3
6	[Clostridium] glycyrrhizinilyticum	[Clostridium] citroniae	1.0	4	1	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	2.0	1.0	#ff0000	#1996f3
7	[Clostridium] citroniae	[Clostridium] glycyrrhizinilyticum	1.0	1	4	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	2.0	1.0	#ff0000	#1996f3
8	[Clostridium] methylpentosum	[Clostridium] aminophilum	1.0	4	1	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	2.0	1.0	#ff0000	#1996f3
9	[Clostridium] aminophilum	[Clostridium] methylpentosum	1.0	1	4	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	2.0	1.0	#ff0000	#1996f3
10	[Clostridium] methylpentosum	[Clostridium] innocuum	1.0	4	1	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	2.0	1.0	#ff0000	#1996f3
11	[Clostridium] innocuum	[Clostridium] methylpentosum	1.0	1	4	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	2.0	1.0	#ff0000	#1996f3
12	[Clostridium] saccharogumia	[Clostridium] glycyrrhizinilyticum	1.0	1	4	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	2.0	1.0	#ff0000	#1996f3
13	[Clostridium] glycyrrhizinilyticum	[Clostridium] saccharogumia	1.0	4	1	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	2.0	1.0	#ff0000	#1996f3
14	[Clostridium] scindens	[Clostridium] methylpentosum	1.0	1	4	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	2.0	1.0	#ff0000	#1996f3
15	[Clostridium] methylpentosum	[Clostridium] scindens	1.0	4	1	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	2.0	1.0	#ff0000	#1996f3
16	[Clostridium] spiroforme	[Bacteroides] pectinophilus	3.0	8	11	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	2.0	1.0	#ff0000	#1996f3
17	[Bacteroides] pectinophilus	[Clostridium] spiroforme	3.0	11	8	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	2.0	1.0	#ff0000	#1996f3
18	[Clostridium] spiroforme	[Clostridium] asparagiforme	3.0	8	9	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	2.0	1.0	#ff0000	#1996f3
19	[Clostridium] asparagiforme	[Clostridium] spiroforme	3.0	9	8	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	2.0	1.0	#ff0000	#1996f3
20	[Clostridium] symbiosum	[Clostridium] asparagiforme	4.0	9	9	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	2.0	1.0	#ff0000	#1996f3
21	[Clostridium] asparagiforme	[Clostridium] symbiosum	4.0	9	9	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	2.0	1.0	#ff0000	#1996f3
22	[Clostridium] symbiosum	[Clostridium] spiroforme	6.0	9	8	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	2.0	1.0	#ff0000	#1996f3
23	[Clostridium] spiroforme	[Clostridium] symbiosum	6.0	8	9	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	2.0	1.0	#ff0000	#1996f3
24	[Eubacterium] eligens	[Bacteroides] pectinophilus	5.0	15	11	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	2.0	1.0	#ff0000	#1996f3
