	source	target	weight	source_freq	target_freq	first_sample	second_sample	edge_sample	fscolor	sscolor	edcolor	spect_cluster	commun_cluster	spect_color	comm_color
0	Actinomyces	Actinobaculum	5.0	37	24	Supragingival_plaque	Supragingival_plaque	Supragingival_plaque	#ff964f	#ff964f	#ff964f	3.0	0.0	#0ca7ef	#8000ff
1	Actinobaculum	Actinomyces	5.0	24	37	Supragingival_plaque	Supragingival_plaque	Supragingival_plaque	#ff964f	#ff964f	#ff964f	3.0	0.0	#0ca7ef	#8000ff
2	Aggregatibacter	Abiotrophia	10.0	29	28	Mixed	Buccal_mucosa	Intertype	#cccccc	#1996f3	#cccccc	3.0	0.0	#0ca7ef	#8000ff
3	Abiotrophia	Aggregatibacter	10.0	28	29	Buccal_mucosa	Mixed	Intertype	#1996f3	#cccccc	#cccccc	3.0	0.0	#0ca7ef	#8000ff
4	Alistipes	Acholeplasma	2.0	27	3	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	12.0	1.0	#ff3e1f	#5a3bfd
5	Acholeplasma	Alistipes	2.0	3	27	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	13.0	1.0	#ff0000	#5a3bfd
6	Alistipes	Acidaminococcus	2.0	27	2	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	12.0	1.0	#ff3e1f	#5a3bfd
7	Acidaminococcus	Alistipes	2.0	2	27	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	13.0	1.0	#ff0000	#5a3bfd
8	Aliterella	Acidovorax	1.0	1	10	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	4.0	2.0	#1dd1e2	#3176f8
9	Acidovorax	Aliterella	1.0	10	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	4.0	2.0	#1dd1e2	#3176f8
10	Alysiella	Alloprevotella	2.0	2	30	Attached	Attached	Attached	#4e4dfc	#4e4dfc	#4e4dfc	11.0	4.0	#ff793e	#1dd1e2
11	Alloprevotella	Alysiella	2.0	30	2	Attached	Attached	Attached	#4e4dfc	#4e4dfc	#4e4dfc	11.0	4.0	#ff793e	#1dd1e2
12	Anaerococcus	Acidovorax	2.0	11	10	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	4.0	2.0	#1dd1e2	#3176f8
13	Acidovorax	Anaerococcus	2.0	10	11	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	4.0	2.0	#1dd1e2	#3176f8
14	Anaerofustis	Adlercreutzia	1.0	1	6	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	13.0	8.0	#ff0000	#b9ef92
15	Adlercreutzia	Anaerofustis	1.0	6	1	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	13.0	1.0	#ff0000	#5a3bfd
16	Anaeroglobus	Actinobaculum	3.0	8	24	Saliva	Supragingival_plaque	Intertype	#7effb5	#ff964f	#cccccc	3.0	3.0	#0ca7ef	#0ca7ef
17	Actinobaculum	Anaeroglobus	3.0	24	8	Supragingival_plaque	Saliva	Intertype	#ff964f	#7effb5	#cccccc	3.0	0.0	#0ca7ef	#8000ff
18	Anaerostipes	Akkermansia	3.0	9	20	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	13.0	1.0	#ff0000	#5a3bfd
