source	Unnamed: 0	source	target	weight	source_freq	target_freq	first_sample	second_sample	edge_sample	fscolor	sscolor	edcolor	num_samps	spect_cluster	commun_cluster	spect_color	comm_color
Acidaminococcales	0	Acidaminococcales	Acholeplasmatales	2.0	7	3	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	2.0	0.0	#7effb5	#8000ff
Acholeplasmatales	1	Acholeplasmatales	Acidaminococcales	2.0	3	7	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	2.0	0.0	#7effb5	#8000ff
Campylobacterales	2	Campylobacterales	Bacteroidales	10.0	33	60	Saliva	Stool	Intertype	#7effb5	#b2f396	#cccccc	61	0.0	1.0	#8000ff	#1996f3
Bacteroidales	3	Bacteroidales	Campylobacterales	10.0	60	37	Stool	Saliva	Intertype	#b2f396	#7effb5	#cccccc	61	0.0	1.0	#8000ff	#1996f3
Coriobacteriales	4	Coriobacteriales	Clostridiales	5.0	20	37	Saliva	Stool	Intertype	#7effb5	#b2f396	#cccccc	61	2.0	3.0	#7effb5	#b2f396
Clostridiales	5	Clostridiales	Coriobacteriales	5.0	58	40	Stool	Saliva	Intertype	#b2f396	#7effb5	#cccccc	61	2.0	3.0	#7effb5	#b2f396
Erysipelotrichales	6	Erysipelotrichales	Clostridiales	6.0	1	37	Throat	Stool	Intertype	#ff5029	#b2f396	#cccccc	61	2.0	3.0	#7effb5	#b2f396
Clostridiales	7	Clostridiales	Erysipelotrichales	6.0	58	41	Stool	Throat	Intertype	#b2f396	#ff5029	#cccccc	61	2.0	3.0	#7effb5	#b2f396
Flavobacteriales	8	Flavobacteriales	Campylobacterales	7.0	1	33	Supragingival_plaque	Saliva	Intertype	#ff964f	#7effb5	#cccccc	61	0.0	1.0	#8000ff	#1996f3
Campylobacterales	9	Campylobacterales	Flavobacteriales	7.0	37	35	Saliva	Supragingival_plaque	Intertype	#7effb5	#ff964f	#cccccc	61	0.0	1.0	#8000ff	#1996f3
Fusobacteriales	10	Fusobacteriales	Actinomycetales	8.0	58	44	Tongue_dorsum	Supragingival_plaque	Intertype	#ff0000	#ff964f	#cccccc	61	0.0	1.0	#8000ff	#1996f3
Actinomycetales	11	Actinomycetales	Fusobacteriales	8.0	44	33	Supragingival_plaque	Tongue_dorsum	Intertype	#ff964f	#ff0000	#cccccc	61	0.0	1.0	#8000ff	#1996f3
Fusobacteriales	12	Fusobacteriales	Campylobacterales	11.0	58	33	Tongue_dorsum	Saliva	Intertype	#ff0000	#7effb5	#cccccc	61	0.0	1.0	#8000ff	#1996f3
Campylobacterales	13	Campylobacterales	Fusobacteriales	11.0	37	33	Saliva	Tongue_dorsum	Intertype	#7effb5	#ff0000	#cccccc	61	0.0	1.0	#8000ff	#1996f3
Neisseriales	14	Neisseriales	Micrococcales	8.0	43	40	Throat	Buccal_mucosa	Intertype	#ff5029	#1996f3	#cccccc	61	3.0	4.0	#feb562	#ff964f
Micrococcales	15	Micrococcales	Neisseriales	8.0	42	36	Buccal_mucosa	Throat	Intertype	#1996f3	#ff5029	#cccccc	61	3.0	4.0	#feb562	#ff964f
Propionibacteriales	16	Propionibacteriales	Micrococcales	6.0	13	40	Anterior_nares	Buccal_mucosa	Intertype	#8000ff	#1996f3	#cccccc	61	3.0	4.0	#feb562	#ff964f
Micrococcales	17	Micrococcales	Propionibacteriales	6.0	42	40	Buccal_mucosa	Anterior_nares	Intertype	#1996f3	#8000ff	#cccccc	61	3.0	4.0	#feb562	#ff964f
Propionibacteriales	18	Propionibacteriales	Neisseriales	5.0	13	43	Anterior_nares	Throat	Intertype	#8000ff	#ff5029	#cccccc	61	3.0	4.0	#feb562	#ff964f
Neisseriales	19	Neisseriales	Propionibacteriales	5.0	36	40	Throat	Anterior_nares	Intertype	#ff5029	#8000ff	#cccccc	61	3.0	4.0	#feb562	#ff964f
Spirochaetales	20	Spirochaetales	Eggerthellales	4.0	41	1	Subgingival_plaque	Stool	Intertype	#e4cf74	#b2f396	#cccccc	61	0.0	4.0	#8000ff	#ff964f
Eggerthellales	21	Eggerthellales	Spirochaetales	4.0	19	33	Stool	Subgingival_plaque	Intertype	#b2f396	#e4cf74	#cccccc	61	0.0	4.0	#8000ff	#ff964f
Spirochaetales	22	Spirochaetales	Neisseriales	4.0	41	43	Subgingival_plaque	Throat	Intertype	#e4cf74	#ff5029	#cccccc	61	0.0	4.0	#8000ff	#ff964f
Neisseriales	23	Neisseriales	Spirochaetales	4.0	36	33	Throat	Subgingival_plaque	Intertype	#ff5029	#e4cf74	#cccccc	61	3.0	4.0	#feb562	#ff964f
