	source	target	weight	source_freq	target_freq	first_sample	second_sample	edge_sample	fscolor	sscolor	edcolor	spect_cluster	commun_cluster	spect_color	comm_color
0	[Clostridium] bolteae	[Clostridium] asparagiforme	5.0	13	10	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	0.0	1.0	#8000ff	#1996f3
1	[Clostridium] asparagiforme	[Clostridium] bolteae	5.0	10	13	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	1.0	1.0	#ff0000	#1996f3
2	[Clostridium] clostridioforme	[Bacteroides] pectinophilus	4.0	16	12	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	0.0	1.0	#8000ff	#1996f3
3	[Bacteroides] pectinophilus	[Clostridium] clostridioforme	4.0	12	16	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	1.0	1.0	#ff0000	#1996f3
4	[Clostridium] clostridioforme	[Clostridium] bolteae	5.0	16	13	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	0.0	1.0	#8000ff	#1996f3
5	[Clostridium] bolteae	[Clostridium] clostridioforme	5.0	13	16	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	0.0	1.0	#8000ff	#1996f3
6	[Clostridium] leptum	[Clostridium] asparagiforme	2.0	17	10	Anterior_nares	Stool	Intertype	#8000ff	#b2f396	#cccccc	0.0	1.0	#8000ff	#1996f3
7	[Clostridium] asparagiforme	[Clostridium] leptum	2.0	10	17	Stool	Anterior_nares	Intertype	#b2f396	#8000ff	#cccccc	1.0	1.0	#ff0000	#1996f3
8	[Clostridium] leptum	[Clostridium] clostridioforme	2.0	17	16	Anterior_nares	Stool	Intertype	#8000ff	#b2f396	#cccccc	0.0	1.0	#8000ff	#1996f3
9	[Clostridium] clostridioforme	[Clostridium] leptum	2.0	16	17	Stool	Anterior_nares	Intertype	#b2f396	#8000ff	#cccccc	0.0	1.0	#8000ff	#1996f3
10	[Clostridium] saccharogumia	[Clostridium] citroniae	1.0	2	2	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	1.0	1.0	#ff0000	#1996f3
11	[Clostridium] citroniae	[Clostridium] saccharogumia	1.0	2	2	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	1.0	1.0	#ff0000	#1996f3
12	[Clostridium] scindens	[Clostridium] citroniae	1.0	2	2	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	0.0	1.0	#8000ff	#1996f3
13	[Clostridium] citroniae	[Clostridium] scindens	1.0	2	2	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	1.0	1.0	#ff0000	#1996f3
14	[Clostridium] scindens	[Clostridium] saccharogumia	1.0	2	2	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	0.0	1.0	#8000ff	#1996f3
15	[Clostridium] saccharogumia	[Clostridium] scindens	1.0	2	2	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	1.0	1.0	#ff0000	#1996f3
16	[Clostridium] spiroforme	[Clostridium] asparagiforme	4.0	9	10	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	0.0	1.0	#8000ff	#1996f3
17	[Clostridium] asparagiforme	[Clostridium] spiroforme	4.0	10	9	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	1.0	1.0	#ff0000	#1996f3
18	[Clostridium] symbiosum	[Clostridium] bolteae	4.0	10	13	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	0.0	1.0	#8000ff	#1996f3
19	[Clostridium] bolteae	[Clostridium] symbiosum	4.0	13	10	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	0.0	1.0	#8000ff	#1996f3
20	[Clostridium] symbiosum	[Clostridium] methylpentosum	2.0	10	5	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	0.0	1.0	#8000ff	#1996f3
21	[Clostridium] methylpentosum	[Clostridium] symbiosum	2.0	5	10	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	0.0	1.0	#8000ff	#1996f3
22	[Clostridium] symbiosum	[Clostridium] spiroforme	6.0	10	9	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	0.0	1.0	#8000ff	#1996f3
23	[Clostridium] spiroforme	[Clostridium] symbiosum	6.0	9	10	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	0.0	1.0	#8000ff	#1996f3
24	[Eubacterium] eligens	[Clostridium] symbiosum	4.0	16	10	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	1.0	1.0	#ff0000	#1996f3
25	[Clostridium] symbiosum	[Eubacterium] eligens	4.0	10	16	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	0.0	1.0	#8000ff	#1996f3
26	[Eubacterium] hallii	[Clostridium] spiroforme	4.0	12	9	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	0.0	1.0	#8000ff	#1996f3
27	[Clostridium] spiroforme	[Eubacterium] hallii	4.0	9	12	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	0.0	1.0	#8000ff	#1996f3
28	[Eubacterium] hallii	[Clostridium] symbiosum	5.0	12	10	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	0.0	1.0	#8000ff	#1996f3
29	[Clostridium] symbiosum	[Eubacterium] hallii	5.0	10	12	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	0.0	1.0	#8000ff	#1996f3
30	[Eubacterium] rectale	[Clostridium] spiroforme	3.0	28	9	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	0.0	1.0	#8000ff	#1996f3
31	[Clostridium] spiroforme	[Eubacterium] rectale	3.0	9	28	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	0.0	1.0	#8000ff	#1996f3
32	[Eubacterium] siraeum	[Clostridium] aminophilum	1.0	13	1	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	1.0	1.0	#ff0000	#1996f3
33	[Clostridium] aminophilum	[Eubacterium] siraeum	1.0	1	13	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	1.0	1.0	#ff0000	#1996f3
34	[Eubacterium] siraeum	[Clostridium] innocuum	1.0	13	1	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	1.0	1.0	#ff0000	#1996f3
35	[Clostridium] innocuum	[Eubacterium] siraeum	1.0	1	13	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	0.0	1.0	#8000ff	#1996f3
36	[Eubacterium] siraeum	[Clostridium] spiroforme	3.0	13	9	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	1.0	1.0	#ff0000	#1996f3
37	[Clostridium] spiroforme	[Eubacterium] siraeum	3.0	9	13	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	0.0	1.0	#8000ff	#1996f3
38	[Eubacterium] siraeum	[Clostridium] symbiosum	2.0	13	10	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	1.0	1.0	#ff0000	#1996f3
39	[Clostridium] symbiosum	[Eubacterium] siraeum	2.0	10	13	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	0.0	1.0	#8000ff	#1996f3
40	[Haemophilus] ducreyi	[Actinobacillus] muris	2.0	2	2	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	0.0	0.0	#8000ff	#8000ff
41	[Actinobacillus] muris	[Haemophilus] ducreyi	2.0	2	2	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	1.0	0.0	#ff0000	#8000ff
42	[Haemophilus] parasuis	[Actinobacillus] muris	2.0	7	2	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	1.0	4.0	#ff0000	#ff964f
