TAXA	sample_type	sample_color	frequency	spect_cluster	commun_cluster	spect_color	comm_color	Gender_type	Gender_color
Actinomyces	Tongue_dorsum	#ff2f18	4	2.0	2.0	#10c6e6	#d4dd80	Mixed	#cccccc
Alloprevotella	Keratinized_gingiva	#17cbe4	1	3.0	0.0	#5af8c8	#8000ff	Mixed	#cccccc
Anaerococcus	L_Retroauricular_crease	#34e4d9	5	7.0	1.0	#ff0000	#2adddd	Mixed	#cccccc
Atopobium	Posterior_fornix	#8efeac	2	2.0	1.0	#10c6e6	#2adddd	Mixed	#cccccc
Bacteroides	Stool	#e8cb72	6	1.0	3.0	#386df9	#ff0000	Mixed	#cccccc
Barnesiella	Stool	#e8cb72	2	1.0	3.0	#386df9	#ff0000	Mixed	#cccccc
Bradyrhizobium	Anterior_nares	#8000ff	2	1.0	3.0	#386df9	#ff0000	Mixed	#cccccc
Campylobacter	Attached	#622ffe	2	2.0	1.0	#10c6e6	#2adddd	Mixed	#cccccc
Comamonas	R_Retroauricular_crease	#acf59a	2	2.0	1.0	#10c6e6	#2adddd	Mixed	#cccccc
Corynebacterium	Supragingival_plaque	#ff8646	5	2.0	1.0	#10c6e6	#2adddd	Mixed	#cccccc
Cupriavidus	Mid_vagina	#52f5cb	2	7.0	1.0	#ff0000	#2adddd	Mixed	#cccccc
Dialister	Stool	#e8cb72	5	2.0	1.0	#10c6e6	#2adddd	Mixed	#cccccc
Eubacterium	Palatine_Tonsils	#70febc	3	5.0	3.0	#ecc86f	#ff0000	Mixed	#cccccc
Faecalibacterium	Stool	#e8cb72	3	1.0	3.0	#386df9	#ff0000	Mixed	#cccccc
Finegoldia	R_Retroauricular_crease	#acf59a	6	2.0	1.0	#10c6e6	#2adddd	Mixed	#cccccc
Haemophilus	Buccal_mucosa_NA	#2686f5	1	3.0	0.0	#5af8c8	#8000ff	Mixed	#cccccc
Herbaspirillum	Vaginal_introitus	#ff0000	4	4.0	2.0	#a2f9a0	#d4dd80	Mixed	#cccccc
Lactococcus	Anterior_nares	#8000ff	2	2.0	1.0	#10c6e6	#2adddd	Mixed	#cccccc
Lautropia	Supragingival_plaque	#ff8646	2	1.0	3.0	#386df9	#ff0000	Mixed	#cccccc
Levyella	Anterior_nares	#8000ff	2	7.0	1.0	#ff0000	#2adddd	Mixed	#cccccc
Limnohabitans	Vaginal_introitus	#ff0000	2	1.0	3.0	#386df9	#ff0000	Mixed	#cccccc
Mobiluncus	Stool	#e8cb72	2	2.0	1.0	#10c6e6	#2adddd	Mixed	#cccccc
Mycobacterium	Mid_vagina	#52f5cb	2	2.0	1.0	#10c6e6	#2adddd	Mixed	#cccccc
Nocardia	Mid_vagina	#52f5cb	2	7.0	1.0	#ff0000	#2adddd	Mixed	#cccccc
Oscillibacter	Stool	#e8cb72	2	1.0	3.0	#386df9	#ff0000	Mixed	#cccccc
Parabacteroides	Stool	#e8cb72	4	4.0	2.0	#a2f9a0	#d4dd80	Mixed	#cccccc
Peptoniphilus	Anterior_nares	#8000ff	4	2.0	1.0	#10c6e6	#2adddd	Mixed	#cccccc
Peptostreptococcus	Throat	#ff5c2f	2	7.0	1.0	#ff0000	#2adddd	Mixed	#cccccc
Prevotella	Palatine_Tonsils	#70febc	6	2.0	1.0	#10c6e6	#2adddd	Mixed	#cccccc
Propionibacterium	R_Retroauricular_crease	#acf59a	6	2.0	1.0	#10c6e6	#2adddd	Mixed	#cccccc
Pseudomonas	Vaginal_introitus	#ff0000	4	2.0	1.0	#10c6e6	#2adddd	Mixed	#cccccc
Rothia	Hard_palate	#08acee	4	0.0	3.0	#8000ff	#ff0000	Mixed	#cccccc
Sphingobium	Vaginal_introitus	#ff0000	4	6.0	2.0	#ff703a	#d4dd80	Mixed	#cccccc
Sphingomonas	Anterior_nares	#8000ff	4	6.0	2.0	#ff703a	#d4dd80	Mixed	#cccccc
Sphingopyxis	Vaginal_introitus	#ff0000	2	2.0	1.0	#10c6e6	#2adddd	Mixed	#cccccc
Stenotrophomonas	Anterior_nares	#8000ff	2	2.0	1.0	#10c6e6	#2adddd	Mixed	#cccccc
Streptococcus	Buccal_mucosa_NA	#2686f5	4	7.0	1.0	#ff0000	#2adddd	Mixed	#cccccc
Sutterella	Stool	#e8cb72	2	1.0	3.0	#386df9	#ff0000	Mixed	#cccccc
Ureaplasma	Vaginal_introitus	#ff0000	2	2.0	1.0	#10c6e6	#2adddd	Mixed	#cccccc
Varibaculum	R_Retroauricular_crease	#acf59a	2	2.0	1.0	#10c6e6	#2adddd	Mixed	#cccccc
Veillonella	Attached	#622ffe	2	2.0	1.0	#10c6e6	#2adddd	Mixed	#cccccc
Actinobaculum	Subgingival_plaque	#ffac5c	2	2.0	1.0	#10c6e6	#2adddd	Mixed	#cccccc
Acinetobacter	Anterior_nares	#8000ff	1	3.0	0.0	#5af8c8	#8000ff	Mixed	#cccccc
Alistipes	Stool	#e8cb72	3	1.0	3.0	#386df9	#ff0000	Mixed	#cccccc
Lawsonella	Anterior_nares	#8000ff	4	6.0	2.0	#ff703a	#d4dd80	Mixed	#cccccc
Capnocytophaga	Supragingival_plaque	#ff8646	4	0.0	3.0	#8000ff	#ff0000	Mixed	#cccccc
