	source	target	weight	source_freq	target_freq	first_sample	second_sample	edge_sample	fscolor	sscolor	edcolor	num_samps
0	Acinetobacter baumannii	[Clostridium] leptum	0.999172940184	1	2	Attached	Anterior_nares	Intertype	#4e4dfc	#8000ff	#cccccc	7
1	[Clostridium] leptum	Acinetobacter baumannii	0.999172940184	2	1	Anterior_nares	Attached	Intertype	#8000ff	#4e4dfc	#cccccc	7
2	Acinetobacter johnsonii	Acinetobacter baumannii	0.998474977871	2	1	Anterior_nares	Attached	Intertype	#8000ff	#4e4dfc	#cccccc	7
3	Acinetobacter baumannii	Acinetobacter johnsonii	0.998474977871	1	2	Attached	Anterior_nares	Intertype	#4e4dfc	#8000ff	#cccccc	7
4	Acinetobacter junii	Acinetobacter baumannii	0.999357827556	2	1	Anterior_nares	Attached	Intertype	#8000ff	#4e4dfc	#cccccc	7
5	Acinetobacter baumannii	Acinetobacter junii	0.999357827556	1	2	Attached	Anterior_nares	Intertype	#4e4dfc	#8000ff	#cccccc	7
6	Acinetobacter lwoffii	[Clostridium] leptum	0.999172940184	1	2	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	7
7	[Clostridium] leptum	Acinetobacter lwoffii	0.999172940184	2	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	7
8	Acinetobacter lwoffii	Acinetobacter baumannii	1.0	1	1	Anterior_nares	Attached	Intertype	#8000ff	#4e4dfc	#cccccc	7
9	Acinetobacter baumannii	Acinetobacter lwoffii	1.0	1	1	Attached	Anterior_nares	Intertype	#4e4dfc	#8000ff	#cccccc	7
10	Acinetobacter lwoffii	Acinetobacter johnsonii	0.998474977871	1	2	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	7
11	Acinetobacter johnsonii	Acinetobacter lwoffii	0.998474977871	2	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	7
12	Acinetobacter lwoffii	Acinetobacter junii	0.999357827556	1	2	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	7
13	Acinetobacter junii	Acinetobacter lwoffii	0.999357827556	2	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	7
14	Acinetobacter sp. MDS7A	[Clostridium] leptum	0.999172940184	1	2	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	7
15	[Clostridium] leptum	Acinetobacter sp. MDS7A	0.999172940184	2	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	7
16	Acinetobacter sp. MDS7A	Acinetobacter baumannii	1.0	1	1	Anterior_nares	Attached	Intertype	#8000ff	#4e4dfc	#cccccc	7
17	Acinetobacter baumannii	Acinetobacter sp. MDS7A	1.0	1	1	Attached	Anterior_nares	Intertype	#4e4dfc	#8000ff	#cccccc	7
18	Acinetobacter sp. MDS7A	Acinetobacter johnsonii	0.998474977871	1	2	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	7
19	Acinetobacter johnsonii	Acinetobacter sp. MDS7A	0.998474977871	2	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	7
20	Acinetobacter sp. MDS7A	Acinetobacter junii	0.999357827556	1	2	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	7
21	Acinetobacter junii	Acinetobacter sp. MDS7A	0.999357827556	2	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	7
22	Acinetobacter sp. MDS7A	Acinetobacter lwoffii	1.0	1	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	7
23	Acinetobacter lwoffii	Acinetobacter sp. MDS7A	1.0	1	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	7
