	source	source_freq	first_sample	fscolor	spect_cluster	commun_cluster	spect_color	comm_color
0	[Clostridium] scindens	2	Stool	#b2f396	2.0	6.0	#7effb5	#7effb5
1	[Clostridium] methylpentosum	5	Stool	#b2f396	2.0	5.0	#7effb5	#54f6cb
2	[Eubacterium] eligens	14	Stool	#b2f396	2.0	6.0	#7effb5	#7effb5
3	[Clostridium] spiroforme	9	Stool	#b2f396	2.0	1.0	#7effb5	#5641fd
4	[Eubacterium] hallii	12	Stool	#b2f396	2.0	3.0	#7effb5	#01b3ec
5	[Clostridium] citroniae	2	Stool	#b2f396	2.0	3.0	#7effb5	#01b3ec
6	[Eubacterium] siraeum	12	Stool	#b2f396	2.0	6.0	#7effb5	#7effb5
7	[Eubacterium] eligens	14	Stool	#b2f396	2.0	6.0	#7effb5	#7effb5
8	Acidaminococcus intestini	2	Stool	#b2f396	2.0	5.0	#7effb5	#54f6cb
9	[Clostridium] methylpentosum	5	Stool	#b2f396	2.0	5.0	#7effb5	#54f6cb
10	Acidaminococcus sp. BV3L6	2	Stool	#b2f396	2.0	5.0	#7effb5	#54f6cb
11	[Clostridium] methylpentosum	5	Stool	#b2f396	2.0	5.0	#7effb5	#54f6cb
12	Acidaminococcus sp. HPA0509	2	Stool	#b2f396	2.0	5.0	#7effb5	#54f6cb
13	[Clostridium] methylpentosum	5	Stool	#b2f396	2.0	5.0	#7effb5	#54f6cb
14	Actinomyces sp. S6-Spd3	3	Tongue_dorsum	#ff0000	2.0	6.0	#7effb5	#7effb5
15	[Clostridium] scindens	2	Stool	#b2f396	2.0	6.0	#7effb5	#7effb5
16	Adlercreutzia equolifaciens	6	Stool	#b2f396	2.0	3.0	#7effb5	#01b3ec
17	[Clostridium] symbiosum	10	Stool	#b2f396	2.0	3.0	#7effb5	#01b3ec
18	Alistipes finegoldii	11	Stool	#b2f396	2.0	6.0	#7effb5	#7effb5
19	[Eubacterium] hallii	12	Stool	#b2f396	2.0	3.0	#7effb5	#01b3ec
