	source	target	weight	edge_sample	edcolor
0	Acidaminococcus	Acholeplasma	0.809039834956	Stool	#b2f396
1	Acholeplasma	Acidaminococcus	0.809039834956	Stool	#b2f396
2	Aliterella	Acinetobacter	0.996269364243	Anterior_nares	#8000ff
3	Acinetobacter	Aliterella	0.996269364243	Anterior_nares	#8000ff
4	Anaerotruncus	Acetivibrio	0.878995721172	Stool	#b2f396
5	Acetivibrio	Anaerotruncus	0.878995721172	Stool	#b2f396
6	Arthrobacter	Acinetobacter	0.996269364243	Anterior_nares	#8000ff
7	Acinetobacter	Arthrobacter	0.996269364243	Anterior_nares	#8000ff
8	Arthrobacter	Aliterella	1.0	Anterior_nares	#8000ff
9	Aliterella	Arthrobacter	1.0	Anterior_nares	#8000ff
10	Aureimonas	Arcanobacterium	0.969895294641	Anterior_nares	#8000ff
11	Arcanobacterium	Aureimonas	0.969895294641	Anterior_nares	#8000ff
12	Avibacterium	Actinobacillus	0.8274683482940001	Buccal_mucosa	#1996f3
13	Actinobacillus	Avibacterium	0.8274683482940001	Buccal_mucosa	#1996f3
14	Azohydromonas	Acinetobacter	0.996269364243	Anterior_nares	#8000ff
15	Acinetobacter	Azohydromonas	0.996269364243	Anterior_nares	#8000ff
16	Azohydromonas	Aliterella	1.0	Anterior_nares	#8000ff
17	Aliterella	Azohydromonas	1.0	Anterior_nares	#8000ff
18	Azohydromonas	Arthrobacter	1.0	Anterior_nares	#8000ff
19	Arthrobacter	Azohydromonas	1.0	Anterior_nares	#8000ff
20	Basfia	Actinobacillus	0.989910959455	Buccal_mucosa	#1996f3
21	Actinobacillus	Basfia	0.989910959455	Buccal_mucosa	#1996f3
22	Basfia	Avibacterium	0.809039834956	Buccal_mucosa	#1996f3
23	Avibacterium	Basfia	0.809039834956	Buccal_mucosa	#1996f3
24	Bibersteinia	Actinobacillus	0.937409160126	Buccal_mucosa	#1996f3
25	Actinobacillus	Bibersteinia	0.937409160126	Buccal_mucosa	#1996f3
26	Bibersteinia	Basfia	0.946963109332	Buccal_mucosa	#1996f3
27	Basfia	Bibersteinia	0.946963109332	Buccal_mucosa	#1996f3
28	Bradyrhizobium	Afipia	0.947204968944	Throat	#ff5029
29	Afipia	Bradyrhizobium	0.947204968944	Throat	#ff5029
30	Brevibacterium	Aerococcus	0.999889637745	Posterior_fornix	#4df3ce
31	Aerococcus	Brevibacterium	0.999889637745	Posterior_fornix	#4df3ce
32	Burkholderia	Aerococcus	0.999889637745	Posterior_fornix	#4df3ce
33	Aerococcus	Burkholderia	0.999889637745	Posterior_fornix	#4df3ce
34	Burkholderia	Brevibacterium	1.0	Posterior_fornix	#4df3ce
35	Brevibacterium	Burkholderia	1.0	Posterior_fornix	#4df3ce
36	Calothrix	Brevundimonas	1.0	Anterior_nares	#8000ff
37	Brevundimonas	Calothrix	1.0	Anterior_nares	#8000ff
38	Citrobacter	Afipia	0.947204968944	Throat	#ff5029
39	Afipia	Citrobacter	0.947204968944	Throat	#ff5029
40	Citrobacter	Bradyrhizobium	1.0	Throat	#ff5029
41	Bradyrhizobium	Citrobacter	1.0	Throat	#ff5029
42	Conchiformibius	Afipia	0.84143240311	Throat	#ff5029
43	Afipia	Conchiformibius	0.84143240311	Throat	#ff5029
44	Conchiformibius	Bradyrhizobium	0.892841614772	Throat	#ff5029
45	Bradyrhizobium	Conchiformibius	0.892841614772	Throat	#ff5029
46	Conchiformibius	Citrobacter	0.892841614772	Throat	#ff5029
47	Citrobacter	Conchiformibius	0.892841614772	Throat	#ff5029
48	Crocosphaera	Arcanobacterium	0.969895294641	Anterior_nares	#8000ff
49	Arcanobacterium	Crocosphaera	0.969895294641	Anterior_nares	#8000ff
50	Crocosphaera	Aureimonas	1.0	Anterior_nares	#8000ff
51	Aureimonas	Crocosphaera	1.0	Anterior_nares	#8000ff
52	Dechloromonas	Alicycliphilus	0.99386155515	Buccal_mucosa	#1996f3
53	Alicycliphilus	Dechloromonas	0.99386155515	Buccal_mucosa	#1996f3
54	Dehalobacter	Actinobacillus	0.989910959455	Buccal_mucosa	#1996f3
55	Actinobacillus	Dehalobacter	0.989910959455	Buccal_mucosa	#1996f3
56	Dehalobacter	Avibacterium	0.809039834956	Buccal_mucosa	#1996f3
57	Avibacterium	Dehalobacter	0.809039834956	Buccal_mucosa	#1996f3
58	Dehalobacter	Basfia	1.0	Buccal_mucosa	#1996f3
59	Basfia	Dehalobacter	1.0	Buccal_mucosa	#1996f3
60	Dehalobacter	Bibersteinia	0.946963109332	Buccal_mucosa	#1996f3
61	Bibersteinia	Dehalobacter	0.946963109332	Buccal_mucosa	#1996f3
62	Delftia	Acinetobacter	0.996269364243	Anterior_nares	#8000ff
63	Acinetobacter	Delftia	0.996269364243	Anterior_nares	#8000ff
64	Delftia	Aliterella	1.0	Anterior_nares	#8000ff
65	Aliterella	Delftia	1.0	Anterior_nares	#8000ff
66	Delftia	Arthrobacter	1.0	Anterior_nares	#8000ff
67	Arthrobacter	Delftia	1.0	Anterior_nares	#8000ff
68	Delftia	Azohydromonas	1.0	Anterior_nares	#8000ff
69	Azohydromonas	Delftia	1.0	Anterior_nares	#8000ff
70	Desulfotomaculum	Anaerofustis	1.0	Stool	#b2f396
71	Anaerofustis	Desulfotomaculum	1.0	Stool	#b2f396
72	Desulfovibrio	Anaerofustis	0.997686125607	Stool	#b2f396
73	Anaerofustis	Desulfovibrio	0.997686125607	Stool	#b2f396
74	Desulfovibrio	Desulfotomaculum	0.997686125607	Stool	#b2f396
75	Desulfotomaculum	Desulfovibrio	0.997686125607	Stool	#b2f396
76	Echinicola	Actinobacillus	0.989910959455	Buccal_mucosa	#1996f3
77	Actinobacillus	Echinicola	0.989910959455	Buccal_mucosa	#1996f3
78	Echinicola	Avibacterium	0.809039834956	Buccal_mucosa	#1996f3
79	Avibacterium	Echinicola	0.809039834956	Buccal_mucosa	#1996f3
80	Echinicola	Basfia	1.0	Buccal_mucosa	#1996f3
81	Basfia	Echinicola	1.0	Buccal_mucosa	#1996f3
82	Echinicola	Bibersteinia	0.946963109332	Buccal_mucosa	#1996f3
83	Bibersteinia	Echinicola	0.946963109332	Buccal_mucosa	#1996f3
84	Echinicola	Dehalobacter	1.0	Buccal_mucosa	#1996f3
85	Dehalobacter	Echinicola	1.0	Buccal_mucosa	#1996f3
