	source	target	weight	source_freq	target_freq	first_sample	second_sample	edge_sample	fscolor	sscolor	edcolor	num_samps
0	Actinomyces	Actinobaculum	5.0	8	8	Supragingival_plaque	Supragingival_plaque	Supragingival_plaque	#ff964f	#ff964f	#ff964f	8
1	Actinobaculum	Actinomyces	5.0	8	8	Supragingival_plaque	Supragingival_plaque	Supragingival_plaque	#ff964f	#ff964f	#ff964f	8
2	Aggregatibacter	Abiotrophia	6.0	8	8	Mixed	Buccal_mucosa	Intertype	#cccccc	#1996f3	#cccccc	8
3	Abiotrophia	Aggregatibacter	6.0	8	8	Buccal_mucosa	Mixed	Intertype	#1996f3	#cccccc	#cccccc	8
4	Alistipes	Akkermansia	1.0	4	1	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	8
5	Akkermansia	Alistipes	1.0	1	4	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	8
6	Avibacterium	Alloprevotella	2.0	2	8	Buccal_mucosa	Attached	Intertype	#1996f3	#4e4dfc	#cccccc	8
7	Alloprevotella	Avibacterium	2.0	8	2	Attached	Buccal_mucosa	Intertype	#4e4dfc	#1996f3	#cccccc	8
8	Bacillus	Avibacterium	2.0	4	2	Anterior_nares	Buccal_mucosa	Intertype	#8000ff	#1996f3	#cccccc	8
9	Avibacterium	Bacillus	2.0	2	4	Buccal_mucosa	Anterior_nares	Intertype	#1996f3	#8000ff	#cccccc	8
10	Basfia	Alloprevotella	2.0	2	8	Buccal_mucosa	Attached	Intertype	#1996f3	#4e4dfc	#cccccc	8
11	Alloprevotella	Basfia	2.0	8	2	Attached	Buccal_mucosa	Intertype	#4e4dfc	#1996f3	#cccccc	8
12	Basfia	Bacillus	2.0	2	4	Buccal_mucosa	Anterior_nares	Intertype	#1996f3	#8000ff	#cccccc	8
13	Bacillus	Basfia	2.0	4	2	Anterior_nares	Buccal_mucosa	Intertype	#8000ff	#1996f3	#cccccc	8
14	Brochothrix	Alicycliphilus	1.0	1	1	Saliva	Buccal_mucosa	Intertype	#7effb5	#1996f3	#cccccc	8
15	Alicycliphilus	Brochothrix	1.0	1	1	Buccal_mucosa	Saliva	Intertype	#1996f3	#7effb5	#cccccc	8
16	Bulleidia	Alicycliphilus	1.0	1	1	Throat	Buccal_mucosa	Intertype	#ff5029	#1996f3	#cccccc	8
17	Alicycliphilus	Bulleidia	1.0	1	1	Buccal_mucosa	Throat	Intertype	#1996f3	#ff5029	#cccccc	8
18	Bulleidia	Brochothrix	1.0	1	1	Throat	Saliva	Intertype	#ff5029	#7effb5	#cccccc	8
19	Brochothrix	Bulleidia	1.0	1	1	Saliva	Throat	Intertype	#7effb5	#ff5029	#cccccc	8
20	Butyrivibrio	Akkermansia	1.0	1	1	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	8
21	Akkermansia	Butyrivibrio	1.0	1	1	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	8
22	Butyrivibrio	Alistipes	1.0	1	4	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	8
23	Alistipes	Butyrivibrio	1.0	4	1	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	8
24	Campylobacter	Aggregatibacter	6.0	8	8	Saliva	Mixed	Intertype	#7effb5	#cccccc	#cccccc	8
25	Aggregatibacter	Campylobacter	6.0	8	8	Mixed	Saliva	Intertype	#cccccc	#7effb5	#cccccc	8
26	Centipeda	Alicycliphilus	1.0	1	1	Subgingival_plaque	Buccal_mucosa	Intertype	#e4cf74	#1996f3	#cccccc	8
27	Alicycliphilus	Centipeda	1.0	1	1	Buccal_mucosa	Subgingival_plaque	Intertype	#1996f3	#e4cf74	#cccccc	8
28	Centipeda	Brochothrix	1.0	1	1	Subgingival_plaque	Saliva	Intertype	#e4cf74	#7effb5	#cccccc	8
29	Brochothrix	Centipeda	1.0	1	1	Saliva	Subgingival_plaque	Intertype	#7effb5	#e4cf74	#cccccc	8
30	Centipeda	Bulleidia	1.0	1	1	Subgingival_plaque	Throat	Intertype	#e4cf74	#ff5029	#cccccc	8
31	Bulleidia	Centipeda	1.0	1	1	Throat	Subgingival_plaque	Intertype	#ff5029	#e4cf74	#cccccc	8
32	Chlamydia	Avibacterium	2.0	3	2	Attached	Buccal_mucosa	Intertype	#4e4dfc	#1996f3	#cccccc	8
33	Avibacterium	Chlamydia	2.0	2	3	Buccal_mucosa	Attached	Intertype	#1996f3	#4e4dfc	#cccccc	8
34	Chlamydia	Basfia	2.0	3	2	Attached	Buccal_mucosa	Intertype	#4e4dfc	#1996f3	#cccccc	8
35	Basfia	Chlamydia	2.0	2	3	Buccal_mucosa	Attached	Intertype	#1996f3	#4e4dfc	#cccccc	8
36	Chryseobacterium	Avibacterium	2.0	4	2	Attached	Buccal_mucosa	Intertype	#4e4dfc	#1996f3	#cccccc	8
37	Avibacterium	Chryseobacterium	2.0	2	4	Buccal_mucosa	Attached	Intertype	#1996f3	#4e4dfc	#cccccc	8
38	Chryseobacterium	Basfia	2.0	4	2	Attached	Buccal_mucosa	Intertype	#4e4dfc	#1996f3	#cccccc	8
39	Basfia	Chryseobacterium	2.0	2	4	Buccal_mucosa	Attached	Intertype	#1996f3	#4e4dfc	#cccccc	8
40	Clostridium	Bifidobacterium	2.0	3	2	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	8
41	Bifidobacterium	Clostridium	2.0	2	3	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	8
42	Comamonas	Alicycliphilus	1.0	1	1	Mid_vagina	Buccal_mucosa	Intertype	#18cde4	#1996f3	#cccccc	8
43	Alicycliphilus	Comamonas	1.0	1	1	Buccal_mucosa	Mid_vagina	Intertype	#1996f3	#18cde4	#cccccc	8
44	Comamonas	Brochothrix	1.0	1	1	Mid_vagina	Saliva	Intertype	#18cde4	#7effb5	#cccccc	8
45	Brochothrix	Comamonas	1.0	1	1	Saliva	Mid_vagina	Intertype	#7effb5	#18cde4	#cccccc	8
46	Comamonas	Bulleidia	1.0	1	1	Mid_vagina	Throat	Intertype	#18cde4	#ff5029	#cccccc	8
47	Bulleidia	Comamonas	1.0	1	1	Throat	Mid_vagina	Intertype	#ff5029	#18cde4	#cccccc	8
48	Comamonas	Centipeda	1.0	1	1	Mid_vagina	Subgingival_plaque	Intertype	#18cde4	#e4cf74	#cccccc	8
49	Centipeda	Comamonas	1.0	1	1	Subgingival_plaque	Mid_vagina	Intertype	#e4cf74	#18cde4	#cccccc	8
50	Conchiformibius	Anaeroglobus	1.0	1	1	Throat	Saliva	Intertype	#ff5029	#7effb5	#cccccc	8
51	Anaeroglobus	Conchiformibius	1.0	1	1	Saliva	Throat	Intertype	#7effb5	#ff5029	#cccccc	8
52	Coprococcus	Akkermansia	1.0	1	1	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	8
53	Akkermansia	Coprococcus	1.0	1	1	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	8
54	Coprococcus	Alistipes	1.0	1	4	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	8
55	Alistipes	Coprococcus	1.0	4	1	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	8
56	Coprococcus	Butyrivibrio	1.0	1	1	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	8
57	Butyrivibrio	Coprococcus	1.0	1	1	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	8
58	Cryptobacterium	Akkermansia	1.0	1	1	Supragingival_plaque	Stool	Intertype	#ff964f	#b2f396	#cccccc	8
59	Akkermansia	Cryptobacterium	1.0	1	1	Stool	Supragingival_plaque	Intertype	#b2f396	#ff964f	#cccccc	8
60	Cryptobacterium	Alistipes	1.0	1	4	Supragingival_plaque	Stool	Intertype	#ff964f	#b2f396	#cccccc	8
61	Alistipes	Cryptobacterium	1.0	4	1	Stool	Supragingival_plaque	Intertype	#b2f396	#ff964f	#cccccc	8
62	Cryptobacterium	Butyrivibrio	1.0	1	1	Supragingival_plaque	Stool	Intertype	#ff964f	#b2f396	#cccccc	8
63	Butyrivibrio	Cryptobacterium	1.0	1	1	Stool	Supragingival_plaque	Intertype	#b2f396	#ff964f	#cccccc	8
64	Cryptobacterium	Coprococcus	1.0	1	1	Supragingival_plaque	Stool	Intertype	#ff964f	#b2f396	#cccccc	8
65	Coprococcus	Cryptobacterium	1.0	1	1	Stool	Supragingival_plaque	Intertype	#b2f396	#ff964f	#cccccc	8
66	Dechloromonas	Corynebacterium	2.0	2	8	Buccal_mucosa	Supragingival_plaque	Intertype	#1996f3	#ff964f	#cccccc	8
67	Corynebacterium	Dechloromonas	2.0	8	2	Supragingival_plaque	Buccal_mucosa	Intertype	#ff964f	#1996f3	#cccccc	8
68	Dehalobacter	Alloprevotella	2.0	2	8	Buccal_mucosa	Attached	Intertype	#1996f3	#4e4dfc	#cccccc	8
69	Alloprevotella	Dehalobacter	2.0	8	2	Attached	Buccal_mucosa	Intertype	#4e4dfc	#1996f3	#cccccc	8
70	Dehalobacter	Bacillus	2.0	2	4	Buccal_mucosa	Anterior_nares	Intertype	#1996f3	#8000ff	#cccccc	8
71	Bacillus	Dehalobacter	2.0	4	2	Anterior_nares	Buccal_mucosa	Intertype	#8000ff	#1996f3	#cccccc	8
72	Dehalobacter	Chlamydia	2.0	2	3	Buccal_mucosa	Attached	Intertype	#1996f3	#4e4dfc	#cccccc	8
73	Chlamydia	Dehalobacter	2.0	3	2	Attached	Buccal_mucosa	Intertype	#4e4dfc	#1996f3	#cccccc	8
74	Dehalobacter	Chryseobacterium	2.0	2	4	Buccal_mucosa	Attached	Intertype	#1996f3	#4e4dfc	#cccccc	8
75	Chryseobacterium	Dehalobacter	2.0	4	2	Attached	Buccal_mucosa	Intertype	#4e4dfc	#1996f3	#cccccc	8
76	Dialister	Actinomyces	4.0	7	8	Stool	Supragingival_plaque	Intertype	#b2f396	#ff964f	#cccccc	8
77	Actinomyces	Dialister	4.0	8	7	Supragingival_plaque	Stool	Intertype	#ff964f	#b2f396	#cccccc	8
78	Dorea	Akkermansia	1.0	1	1	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	8
79	Akkermansia	Dorea	1.0	1	1	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	8
80	Dorea	Alistipes	1.0	1	4	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	8
81	Alistipes	Dorea	1.0	4	1	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	8
82	Dorea	Butyrivibrio	1.0	1	1	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	8
83	Butyrivibrio	Dorea	1.0	1	1	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	8
84	Dorea	Coprococcus	1.0	1	1	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	8
85	Coprococcus	Dorea	1.0	1	1	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	8
86	Dorea	Cryptobacterium	1.0	1	1	Stool	Supragingival_plaque	Intertype	#b2f396	#ff964f	#cccccc	8
87	Cryptobacterium	Dorea	1.0	1	1	Supragingival_plaque	Stool	Intertype	#ff964f	#b2f396	#cccccc	8
