	source	target	weight	source_freq	target_freq	first_sample	second_sample	edge_sample	fscolor	sscolor	edcolor	num_samps
0	Anaerotruncus	Acinetobacter	7.0	13	8	Stool	Anterior_nares	Intertype	#b2f396	#8000ff	#cccccc	16
1	Acinetobacter	Anaerotruncus	7.0	8	13	Anterior_nares	Stool	Intertype	#8000ff	#b2f396	#cccccc	16
2	Bacillus	Actinomyces	2.0	3	4	Anterior_nares	Supragingival_plaque	Intertype	#8000ff	#ff964f	#cccccc	16
3	Actinomyces	Bacillus	2.0	4	3	Supragingival_plaque	Anterior_nares	Intertype	#ff964f	#8000ff	#cccccc	16
4	Bacteroides	Alistipes	7.0	16	15	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	16
5	Alistipes	Bacteroides	7.0	15	16	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	16
6	Bilophila	Acidaminococcus	2.0	10	2	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	16
7	Acidaminococcus	Bilophila	2.0	2	10	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	16
8	Blautia	Acetivibrio	10.0	16	13	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	16
9	Acetivibrio	Blautia	10.0	13	16	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	16
10	Blautia	Akkermansia	7.0	16	15	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	16
11	Akkermansia	Blautia	7.0	15	16	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	16
12	Butyricimonas	Acholeplasma	2.0	11	3	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	16
13	Acholeplasma	Butyricimonas	2.0	3	11	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	16
14	Butyricimonas	Acidaminococcus	2.0	11	2	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	16
15	Acidaminococcus	Butyricimonas	2.0	2	11	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	16
16	Campylobacter	Anaerofustis	1.0	1	1	Saliva	Stool	Intertype	#7effb5	#b2f396	#cccccc	16
17	Anaerofustis	Campylobacter	1.0	1	1	Stool	Saliva	Intertype	#b2f396	#7effb5	#cccccc	16
18	Capnocytophaga	Alloprevotella	1.0	1	2	Supragingival_plaque	Attached	Intertype	#ff964f	#4e4dfc	#cccccc	16
19	Alloprevotella	Capnocytophaga	1.0	2	1	Attached	Supragingival_plaque	Intertype	#4e4dfc	#ff964f	#cccccc	16
20	Catabacter	Anaerococcus	1.0	1	1	Stool	Anterior_nares	Intertype	#b2f396	#8000ff	#cccccc	16
21	Anaerococcus	Catabacter	1.0	1	1	Anterior_nares	Stool	Intertype	#8000ff	#b2f396	#cccccc	16
22	Catenibacterium	Butyrivibrio	1.0	7	13	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	16
23	Butyrivibrio	Catenibacterium	1.0	13	7	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	16
24	Cellulomonas	Capnocytophaga	1.0	2	1	Stool	Supragingival_plaque	Intertype	#b2f396	#ff964f	#cccccc	16
25	Capnocytophaga	Cellulomonas	1.0	1	2	Supragingival_plaque	Stool	Intertype	#ff964f	#b2f396	#cccccc	16
26	Chlamydia	Butyrivibrio	1.0	1	13	Attached	Stool	Intertype	#4e4dfc	#b2f396	#cccccc	16
27	Butyrivibrio	Chlamydia	1.0	13	1	Stool	Attached	Intertype	#b2f396	#4e4dfc	#cccccc	16
28	Chlamydia	Catenibacterium	1.0	1	7	Attached	Stool	Intertype	#4e4dfc	#b2f396	#cccccc	16
29	Catenibacterium	Chlamydia	1.0	7	1	Stool	Attached	Intertype	#b2f396	#4e4dfc	#cccccc	16
30	Coprococcus	Akkermansia	5.0	15	15	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	16
31	Akkermansia	Coprococcus	5.0	15	15	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	16
32	Coprococcus	Blautia	8.0	15	16	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	16
33	Blautia	Coprococcus	8.0	16	15	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	16
34	Coprococcus	Coprobacillus	5.0	15	10	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	16
35	Coprobacillus	Coprococcus	5.0	10	15	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	16
36	Desulfotomaculum	Anaerofustis	1.0	1	1	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	16
37	Anaerofustis	Desulfotomaculum	1.0	1	1	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	16
38	Desulfotomaculum	Campylobacter	1.0	1	1	Stool	Saliva	Intertype	#b2f396	#7effb5	#cccccc	16
39	Campylobacter	Desulfotomaculum	1.0	1	1	Saliva	Stool	Intertype	#7effb5	#b2f396	#cccccc	16
40	Desulfovibrio	Anaerofustis	1.0	4	1	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	16
41	Anaerofustis	Desulfovibrio	1.0	1	4	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	16
42	Desulfovibrio	Campylobacter	1.0	4	1	Stool	Saliva	Intertype	#b2f396	#7effb5	#cccccc	16
43	Campylobacter	Desulfovibrio	1.0	1	4	Saliva	Stool	Intertype	#7effb5	#b2f396	#cccccc	16
44	Desulfovibrio	Desulfotomaculum	1.0	4	1	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	16
45	Desulfotomaculum	Desulfovibrio	1.0	1	4	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	16
46	Enterobacter	Anaerofustis	1.0	1	1	Anterior_nares	Stool	Intertype	#8000ff	#b2f396	#cccccc	16
47	Anaerofustis	Enterobacter	1.0	1	1	Stool	Anterior_nares	Intertype	#b2f396	#8000ff	#cccccc	16
48	Enterobacter	Campylobacter	1.0	1	1	Anterior_nares	Saliva	Intertype	#8000ff	#7effb5	#cccccc	16
49	Campylobacter	Enterobacter	1.0	1	1	Saliva	Anterior_nares	Intertype	#7effb5	#8000ff	#cccccc	16
50	Enterobacter	Desulfotomaculum	1.0	1	1	Anterior_nares	Stool	Intertype	#8000ff	#b2f396	#cccccc	16
51	Desulfotomaculum	Enterobacter	1.0	1	1	Stool	Anterior_nares	Intertype	#b2f396	#8000ff	#cccccc	16
52	Enterobacter	Desulfovibrio	1.0	1	4	Anterior_nares	Stool	Intertype	#8000ff	#b2f396	#cccccc	16
53	Desulfovibrio	Enterobacter	1.0	4	1	Stool	Anterior_nares	Intertype	#b2f396	#8000ff	#cccccc	16
54	Enterococcus	Acinetobacter	5.0	11	8	Attached	Anterior_nares	Intertype	#4e4dfc	#8000ff	#cccccc	16
55	Acinetobacter	Enterococcus	5.0	8	11	Anterior_nares	Attached	Intertype	#8000ff	#4e4dfc	#cccccc	16
56	Enterococcus	Alistipes	5.0	11	15	Attached	Stool	Intertype	#4e4dfc	#b2f396	#cccccc	16
57	Alistipes	Enterococcus	5.0	15	11	Stool	Attached	Intertype	#b2f396	#4e4dfc	#cccccc	16
58	Enterococcus	Bacteroides	8.0	11	16	Attached	Stool	Intertype	#4e4dfc	#b2f396	#cccccc	16
59	Bacteroides	Enterococcus	8.0	16	11	Stool	Attached	Intertype	#b2f396	#4e4dfc	#cccccc	16
60	Enterorhabdus	Alloprevotella	1.0	1	2	Stool	Attached	Intertype	#b2f396	#4e4dfc	#cccccc	16
61	Alloprevotella	Enterorhabdus	1.0	2	1	Attached	Stool	Intertype	#4e4dfc	#b2f396	#cccccc	16
62	Enterorhabdus	Capnocytophaga	1.0	1	1	Stool	Supragingival_plaque	Intertype	#b2f396	#ff964f	#cccccc	16
63	Capnocytophaga	Enterorhabdus	1.0	1	1	Supragingival_plaque	Stool	Intertype	#ff964f	#b2f396	#cccccc	16
64	Enterorhabdus	Cellulomonas	1.0	1	2	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	16
65	Cellulomonas	Enterorhabdus	1.0	2	1	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	16
66	Erysipelatoclostridium	Eggerthella	2.0	10	3	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	16
67	Eggerthella	Erysipelatoclostridium	2.0	3	10	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	16
68	Escherichia	Alloprevotella	1.0	4	2	Stool	Attached	Intertype	#b2f396	#4e4dfc	#cccccc	16
69	Alloprevotella	Escherichia	1.0	2	4	Attached	Stool	Intertype	#4e4dfc	#b2f396	#cccccc	16
70	Escherichia	Capnocytophaga	1.0	4	1	Stool	Supragingival_plaque	Intertype	#b2f396	#ff964f	#cccccc	16
71	Capnocytophaga	Escherichia	1.0	1	4	Supragingival_plaque	Stool	Intertype	#ff964f	#b2f396	#cccccc	16
72	Escherichia	Cellulomonas	1.0	4	2	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	16
73	Cellulomonas	Escherichia	1.0	2	4	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	16
74	Escherichia	Enterorhabdus	1.0	4	1	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	16
75	Enterorhabdus	Escherichia	1.0	1	4	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	16
76	Eubacterium	Acetivibrio	5.0	16	13	Subgingival_plaque	Stool	Intertype	#e4cf74	#b2f396	#cccccc	16
77	Acetivibrio	Eubacterium	5.0	13	16	Stool	Subgingival_plaque	Intertype	#b2f396	#e4cf74	#cccccc	16
78	Eubacterium	Adlercreutzia	4.0	16	6	Subgingival_plaque	Stool	Intertype	#e4cf74	#b2f396	#cccccc	16
79	Adlercreutzia	Eubacterium	4.0	6	16	Stool	Subgingival_plaque	Intertype	#b2f396	#e4cf74	#cccccc	16
80	Eubacterium	Collinsella	4.0	16	11	Subgingival_plaque	Stool	Intertype	#e4cf74	#b2f396	#cccccc	16
81	Collinsella	Eubacterium	4.0	11	16	Stool	Subgingival_plaque	Intertype	#b2f396	#e4cf74	#cccccc	16
82	Eubacterium	Coprobacter	3.0	16	5	Subgingival_plaque	Stool	Intertype	#e4cf74	#b2f396	#cccccc	16
83	Coprobacter	Eubacterium	3.0	5	16	Stool	Subgingival_plaque	Intertype	#b2f396	#e4cf74	#cccccc	16
