	source	target	weight	source_freq	target_freq	first_sample	second_sample	edge_sample	fscolor	sscolor	edcolor	spect_cluster	commun_cluster	spect_color	comm_color
0	Alloprevotella	Actinomyces	1.0	2	2	Attached	Supragingival_plaque	Intertype	#4e4dfc	#ff964f	#cccccc	1.0	0.0	#01b3ec	#8000ff
1	Actinomyces	Alloprevotella	1.0	2	2	Supragingival_plaque	Attached	Intertype	#ff964f	#4e4dfc	#cccccc	1.0	0.0	#01b3ec	#8000ff
2	Capnocytophaga	Bacteroides	1.0	2	2	Supragingival_plaque	Stool	Intertype	#ff964f	#b2f396	#cccccc	4.0	1.0	#ff0000	#ff0000
3	Bacteroides	Capnocytophaga	1.0	2	2	Stool	Supragingival_plaque	Intertype	#b2f396	#ff964f	#cccccc	4.0	1.0	#ff0000	#ff0000
4	Chlamydia	Bacteroides	1.0	2	2	Attached	Stool	Intertype	#4e4dfc	#b2f396	#cccccc	3.0	1.0	#feb562	#ff0000
5	Bacteroides	Chlamydia	1.0	2	2	Stool	Attached	Intertype	#b2f396	#4e4dfc	#cccccc	4.0	1.0	#ff0000	#ff0000
6	Chlamydia	Capnocytophaga	1.0	2	2	Attached	Supragingival_plaque	Intertype	#4e4dfc	#ff964f	#cccccc	3.0	1.0	#feb562	#ff0000
7	Capnocytophaga	Chlamydia	1.0	2	2	Supragingival_plaque	Attached	Intertype	#ff964f	#4e4dfc	#cccccc	4.0	1.0	#ff0000	#ff0000
8	Clostridium	Bacteroides	1.0	2	2	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	4.0	1.0	#ff0000	#ff0000
9	Bacteroides	Clostridium	1.0	2	2	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	4.0	1.0	#ff0000	#ff0000
10	Clostridium	Capnocytophaga	1.0	2	2	Stool	Supragingival_plaque	Intertype	#b2f396	#ff964f	#cccccc	4.0	1.0	#ff0000	#ff0000
11	Capnocytophaga	Clostridium	1.0	2	2	Supragingival_plaque	Stool	Intertype	#ff964f	#b2f396	#cccccc	4.0	1.0	#ff0000	#ff0000
12	Clostridium	Chlamydia	1.0	2	2	Stool	Attached	Intertype	#b2f396	#4e4dfc	#cccccc	4.0	1.0	#ff0000	#ff0000
13	Chlamydia	Clostridium	1.0	2	2	Attached	Stool	Intertype	#4e4dfc	#b2f396	#cccccc	3.0	1.0	#feb562	#ff0000
14	Corynebacterium	Actinomyces	1.0	2	2	Supragingival_plaque	Supragingival_plaque	Supragingival_plaque	#ff964f	#ff964f	#ff964f	1.0	0.0	#01b3ec	#8000ff
15	Actinomyces	Corynebacterium	1.0	2	2	Supragingival_plaque	Supragingival_plaque	Supragingival_plaque	#ff964f	#ff964f	#ff964f	1.0	0.0	#01b3ec	#8000ff
16	Corynebacterium	Alloprevotella	1.0	2	2	Supragingival_plaque	Attached	Intertype	#ff964f	#4e4dfc	#cccccc	1.0	0.0	#01b3ec	#8000ff
17	Alloprevotella	Corynebacterium	1.0	2	2	Attached	Supragingival_plaque	Intertype	#4e4dfc	#ff964f	#cccccc	1.0	0.0	#01b3ec	#8000ff
18	Gemella	Bacteroides	1.0	2	2	Buccal_mucosa	Stool	Intertype	#1996f3	#b2f396	#cccccc	3.0	1.0	#feb562	#ff0000
19	Bacteroides	Gemella	1.0	2	2	Stool	Buccal_mucosa	Intertype	#b2f396	#1996f3	#cccccc	4.0	1.0	#ff0000	#ff0000
20	Gemella	Capnocytophaga	1.0	2	2	Buccal_mucosa	Supragingival_plaque	Intertype	#1996f3	#ff964f	#cccccc	3.0	1.0	#feb562	#ff0000
21	Capnocytophaga	Gemella	1.0	2	2	Supragingival_plaque	Buccal_mucosa	Intertype	#ff964f	#1996f3	#cccccc	4.0	1.0	#ff0000	#ff0000
22	Gemella	Chlamydia	1.0	2	2	Buccal_mucosa	Attached	Intertype	#1996f3	#4e4dfc	#cccccc	3.0	1.0	#feb562	#ff0000
23	Chlamydia	Gemella	1.0	2	2	Attached	Buccal_mucosa	Intertype	#4e4dfc	#1996f3	#cccccc	3.0	1.0	#feb562	#ff0000
24	Gemella	Clostridium	1.0	2	2	Buccal_mucosa	Stool	Intertype	#1996f3	#b2f396	#cccccc	3.0	1.0	#feb562	#ff0000
25	Clostridium	Gemella	1.0	2	2	Stool	Buccal_mucosa	Intertype	#b2f396	#1996f3	#cccccc	4.0	1.0	#ff0000	#ff0000
26	Granulicatella	Bacteroides	1.0	2	2	Attached	Stool	Intertype	#4e4dfc	#b2f396	#cccccc	0.0	1.0	#8000ff	#ff0000
27	Bacteroides	Granulicatella	1.0	2	2	Stool	Attached	Intertype	#b2f396	#4e4dfc	#cccccc	4.0	1.0	#ff0000	#ff0000
28	Granulicatella	Capnocytophaga	1.0	2	2	Attached	Supragingival_plaque	Intertype	#4e4dfc	#ff964f	#cccccc	0.0	1.0	#8000ff	#ff0000
29	Capnocytophaga	Granulicatella	1.0	2	2	Supragingival_plaque	Attached	Intertype	#ff964f	#4e4dfc	#cccccc	4.0	1.0	#ff0000	#ff0000
30	Granulicatella	Chlamydia	1.0	2	2	Attached	Attached	Attached	#4e4dfc	#4e4dfc	#4e4dfc	0.0	1.0	#8000ff	#ff0000
31	Chlamydia	Granulicatella	1.0	2	2	Attached	Attached	Attached	#4e4dfc	#4e4dfc	#4e4dfc	3.0	1.0	#feb562	#ff0000
32	Granulicatella	Clostridium	1.0	2	2	Attached	Stool	Intertype	#4e4dfc	#b2f396	#cccccc	0.0	1.0	#8000ff	#ff0000
33	Clostridium	Granulicatella	1.0	2	2	Stool	Attached	Intertype	#b2f396	#4e4dfc	#cccccc	4.0	1.0	#ff0000	#ff0000
34	Granulicatella	Gemella	1.0	2	2	Attached	Buccal_mucosa	Intertype	#4e4dfc	#1996f3	#cccccc	0.0	1.0	#8000ff	#ff0000
35	Gemella	Granulicatella	1.0	2	2	Buccal_mucosa	Attached	Intertype	#1996f3	#4e4dfc	#cccccc	3.0	1.0	#feb562	#ff0000
36	Haemophilus	Bacteroides	1.0	2	2	Buccal_mucosa	Stool	Intertype	#1996f3	#b2f396	#cccccc	0.0	1.0	#8000ff	#ff0000
37	Bacteroides	Haemophilus	1.0	2	2	Stool	Buccal_mucosa	Intertype	#b2f396	#1996f3	#cccccc	4.0	1.0	#ff0000	#ff0000
38	Haemophilus	Capnocytophaga	1.0	2	2	Buccal_mucosa	Supragingival_plaque	Intertype	#1996f3	#ff964f	#cccccc	0.0	1.0	#8000ff	#ff0000
39	Capnocytophaga	Haemophilus	1.0	2	2	Supragingival_plaque	Buccal_mucosa	Intertype	#ff964f	#1996f3	#cccccc	4.0	1.0	#ff0000	#ff0000
40	Haemophilus	Chlamydia	1.0	2	2	Buccal_mucosa	Attached	Intertype	#1996f3	#4e4dfc	#cccccc	0.0	1.0	#8000ff	#ff0000
41	Chlamydia	Haemophilus	1.0	2	2	Attached	Buccal_mucosa	Intertype	#4e4dfc	#1996f3	#cccccc	3.0	1.0	#feb562	#ff0000
42	Haemophilus	Clostridium	1.0	2	2	Buccal_mucosa	Stool	Intertype	#1996f3	#b2f396	#cccccc	0.0	1.0	#8000ff	#ff0000
43	Clostridium	Haemophilus	1.0	2	2	Stool	Buccal_mucosa	Intertype	#b2f396	#1996f3	#cccccc	4.0	1.0	#ff0000	#ff0000
44	Haemophilus	Gemella	1.0	2	2	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	0.0	1.0	#8000ff	#ff0000
45	Gemella	Haemophilus	1.0	2	2	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	3.0	1.0	#feb562	#ff0000
46	Haemophilus	Granulicatella	1.0	2	2	Buccal_mucosa	Attached	Intertype	#1996f3	#4e4dfc	#cccccc	0.0	1.0	#8000ff	#ff0000
