TAXA	sample_type	sample_color	frequency	spect_cluster	commun_cluster	spect_color	comm_color	Gender_type	Gender_color
Acinetobacter parvus	R_Retroauricular_crease	#acf59a	3	5.0	1.0	#7413ff	#7e03ff	Mixed	#cccccc
Acinetobacter soli	R_Retroauricular_crease	#acf59a	2	188.0	1.0	#ff0905	#7e03ff	Mixed	#cccccc
Acinetobacter sp. Ag2	R_Retroauricular_crease	#acf59a	3	5.0	1.0	#7413ff	#7e03ff	Mixed	#cccccc
Acinetobacter sp. MDS7A	Anterior_nares	#8000ff	14	94.0	13.0	#7dffb6	#642cfe	Mixed	#cccccc
Acinetobacter sp. VT 511	Anterior_nares	#8000ff	1	48.0	19.0	#00b5eb	#5641fd	Mixed	#cccccc
Acinetobacter tandoii	Anterior_nares	#8000ff	1	83.0	16.0	#5efac6	#5c38fd	Mixed	#cccccc
Acinetobacter towneri	Anterior_nares	#8000ff	10	94.0	13.0	#7dffb6	#642cfe	Mixed	#cccccc
Acinetobacter ursingii	R_Retroauricular_crease	#acf59a	6	84.0	16.0	#60fac5	#5c38fd	Mixed	#cccccc
Actinomyces europaeus	Anterior_nares	#8000ff	2	81.0	17.0	#58f8c9	#5a3bfd	Mixed	#cccccc
Actinomyces sp. ph3	Tongue_dorsum	#ff2f18	360	104.0	30.0	#96fca7	#3c68f9	Mixed	#cccccc
Actinomyces sp. S4-C9	Anterior_nares	#8000ff	1	28.0	22.0	#3670f8	#4e4dfc	Mixed	#cccccc
Actinomyces vaccimaxillae	Anterior_nares	#8000ff	2	176.0	16.0	#ff3b1e	#5c38fd	Mixed	#cccccc
Advenella kashmirensis	Anterior_nares	#8000ff	1	81.0	17.0	#58f8c9	#5a3bfd	Mixed	#cccccc
Aeromonas hydrophila	L_Retroauricular_crease	#34e4d9	5	30.0	2.0	#3079f7	#7c06ff	Mixed	#cccccc
Aeromonas media	L_Retroauricular_crease	#34e4d9	1	153.0	10.0	#ff934d	#6a22fe	Mixed	#cccccc
Aeromonas rivuli	Anterior_nares	#8000ff	1	184.0	34.0	#ff1c0e	#3473f8	Mixed	#cccccc
Aeromonas sanarellii	Anterior_nares	#8000ff	1	107.0	24.0	#9efaa2	#4a53fb	Mixed	#cccccc
Afipia clevelandensis	Anterior_nares	#8000ff	3	107.0	24.0	#9efaa2	#4a53fb	Mixed	#cccccc
Afipia sp. P52-10	L_Retroauricular_crease	#34e4d9	1	153.0	10.0	#ff934d	#6a22fe	Mixed	#cccccc
Agrobacterium sp. LC34	Anterior_nares	#8000ff	2	107.0	24.0	#9efaa2	#4a53fb	Mixed	#cccccc
Agrobacterium sp. SUL3	Anterior_nares	#8000ff	9	107.0	24.0	#9efaa2	#4a53fb	Mixed	#cccccc
Agrobacterium tumefaciens	R_Retroauricular_crease	#acf59a	16	107.0	24.0	#9efaa2	#4a53fb	Mixed	#cccccc
