TAXA	sample_type	sample_color	frequency	spect_cluster	commun_cluster	spect_color	comm_color	Gender_type	Gender_color
Acidovorax ebreus	Buccal_mucosa	#445cfb	18	62.0	2.0	#fcb763	#7413ff	Mixed	#cccccc
Acidovorax sp. JS42	Buccal_mucosa	#445cfb	20	34.0	2.0	#50f4cc	#7413ff	Mixed	#cccccc
Acidovorax sp. MR-S7	Buccal_mucosa	#445cfb	10	34.0	2.0	#50f4cc	#7413ff	Mixed	#cccccc
Acidovorax temperans	L_Retroauricular_crease	#34e4d9	57	68.0	2.0	#ff8c49	#7413ff	Mixed	#cccccc
Actinomyces meyeri	Subgingival_plaque	#ffac5c	81	77.0	9.0	#ff3b1e	#4a53fb	Mixed	#cccccc
Actinomyces sp. oral taxon 171	Supragingival_plaque	#ff8646	246	24.0	13.0	#12c8e6	#3079f7	Mixed	#cccccc
Actinomyces sp. oral taxon 414	Subgingival_plaque	#ffac5c	95	77.0	9.0	#ff3b1e	#4a53fb	Mixed	#cccccc
Actinomyces sp. ph3	Tongue_dorsum	#ff2f18	112	19.0	15.0	#0ca7ef	#2489f5	Mixed	#cccccc
Actinotignum schaalii	Buccal_mucosa	#445cfb	2	45.0	10.0	#94fda8	#425ffa	Mixed	#cccccc
Adlercreutzia equolifaciens	Stool	#e8cb72	2	50.0	0.0	#b2f396	#8000ff	Mixed	#cccccc
Aeromonas fluvialis	Buccal_mucosa	#445cfb	1	40.0	6.0	#74feba	#5c38fd	Mixed	#cccccc
Alicycliphilus denitrificans	L_Retroauricular_crease	#34e4d9	12	34.0	2.0	#50f4cc	#7413ff	Mixed	#cccccc
Alicycliphilus sp. B1	Anterior_nares	#8000ff	6	44.0	2.0	#8efeac	#7413ff	Mixed	#cccccc
Alistipes indistinctus	Stool	#e8cb72	11	0.0	20.0	#8000ff	#04b0ed	Mixed	#cccccc
Alistipes putredinis	Stool	#e8cb72	91	64.0	0.0	#ffa95b	#8000ff	Mixed	#cccccc
Alistipes senegalensis	Stool	#e8cb72	13	0.0	20.0	#8000ff	#04b0ed	Mixed	#cccccc
Alistipes shahii	Stool	#e8cb72	53	64.0	0.0	#ffa95b	#8000ff	Mixed	#cccccc
Alistipes sp. AL-1	Stool	#e8cb72	5	17.0	21.0	#1898f2	#02b7eb	Mixed	#cccccc
Alistipes sp. HGB5	Stool	#e8cb72	5	50.0	0.0	#b2f396	#8000ff	Mixed	#cccccc
Anaerococcus lactolyticus	L_Retroauricular_crease	#34e4d9	3	37.0	25.0	#62fbc4	#1acfe3	Mixed	#cccccc
Anaerococcus prevotii	L_Retroauricular_crease	#34e4d9	2	32.0	20.0	#44eed2	#04b0ed	Mixed	#cccccc
Anaerococcus provenciensis	L_Retroauricular_crease	#34e4d9	1	32.0	20.0	#44eed2	#04b0ed	Mixed	#cccccc
Anaerotruncus colihominis	Stool	#e8cb72	2	50.0	0.0	#b2f396	#8000ff	Mixed	#cccccc
Aquabacterium parvum	L_Retroauricular_crease	#34e4d9	7	44.0	2.0	#8efeac	#7413ff	Mixed	#cccccc
Aquabacterium sp. NJ1	Anterior_nares	#8000ff	1	57.0	23.0	#ded579	#0fc4e7	Mixed	#cccccc
