TAXA	sample_type	sample_color	frequency	spect_cluster	commun_cluster	spect_color	comm_color	Gender_type	Gender_color
Actinobacillus suis	Tongue_dorsum	#ff2f18	1	31.0	1.0	#ff0000	#7216ff	Mixed	#cccccc
Actinomyces sp. ICM39	Tongue_dorsum	#ff2f18	276	7.0	2.0	#0ea5ef	#642cfe	Mixed	#cccccc
Actinomyces sp. ICM58	Tongue_dorsum	#ff2f18	277	24.0	2.0	#ffa759	#642cfe	Mixed	#cccccc
Actinomyces sp. oral taxon 172	Tongue_dorsum	#ff2f18	277	24.0	2.0	#ffa759	#642cfe	Mixed	#cccccc
Actinomyces sp. oral taxon 849	Supragingival_plaque	#ff8646	2	19.0	0.0	#b9ef92	#8000ff	Mixed	#cccccc
Actinomyces sp. S6-Spd3	Tongue_dorsum	#ff2f18	277	24.0	2.0	#ffa759	#642cfe	Mixed	#cccccc
Anaerostipes hadrus	Stool	#e8cb72	2	11.0	7.0	#34e4d9	#1996f3	Mixed	#cccccc
Atopobium sp. ICM42b	Saliva	#cbe486	267	16.0	8.0	#86ffb0	#0ca7ef	Mixed	#cccccc
Bacteroides cellulosilyticus	Stool	#e8cb72	2	29.0	5.0	#ff351b	#386df9	Mixed	#cccccc
Bacteroides finegoldii	Stool	#e8cb72	3	3.0	11.0	#504afc	#20d5e1	Mixed	#cccccc
Bacteroides intestinalis	Stool	#e8cb72	1	31.0	1.0	#ff0000	#7216ff	Mixed	#cccccc
Bacteroides thetaiotaomicron	Stool	#e8cb72	3	23.0	12.0	#fbb965	#2fe0db	Mixed	#cccccc
Bergeyella zoohelcum	R_Retroauricular_crease	#acf59a	2	19.0	0.0	#b9ef92	#8000ff	Mixed	#cccccc
Bifidobacterium breve	Posterior_fornix	#8efeac	2	6.0	9.0	#1e91f3	#02b7eb	Mixed	#cccccc
Campylobacter fetus	Keratinized_gingiva	#17cbe4	2	19.0	0.0	#b9ef92	#8000ff	Mixed	#cccccc
Capnocytophaga cynodegmi	R_Retroauricular_crease	#acf59a	2	19.0	0.0	#b9ef92	#8000ff	Mixed	#cccccc
Capnocytophaga sp. oral taxon 323	Supragingival_plaque	#ff8646	35	20.0	17.0	#c8e688	#76ffb9	Mixed	#cccccc
