TAXA	sample_type	sample_color	frequency	spect_cluster	commun_cluster	spect_color	comm_color	Gender_type	Gender_color
Acidovorax caeni	Anterior_nares	#8000ff	12	6.0	2.0	#5af8c8	#3c68f9	Mixed	#cccccc
Acidovorax temperans	L_Retroauricular_crease	#34e4d9	14	6.0	2.0	#5af8c8	#3c68f9	Mixed	#cccccc
Acinetobacter bohemicus	L_Retroauricular_crease	#34e4d9	1	9.0	0.0	#c6e789	#8000ff	Mixed	#cccccc
Acinetobacter sp. MDS7A	Anterior_nares	#8000ff	1	7.0	2.0	#7effb5	#3c68f9	Mixed	#cccccc
Acinetobacter sp. NIPH 284	L_Retroauricular_crease	#34e4d9	1	7.0	2.0	#7effb5	#3c68f9	Mixed	#cccccc
Acinetobacter sp. TTH0-4	Anterior_nares	#8000ff	1	9.0	0.0	#c6e789	#8000ff	Mixed	#cccccc
Acinetobacter towneri	Anterior_nares	#8000ff	4	6.0	2.0	#5af8c8	#3c68f9	Mixed	#cccccc
Actinobaculum sp. oral taxon 183	Subgingival_plaque	#ffac5c	10	6.0	2.0	#5af8c8	#3c68f9	Mixed	#cccccc
Actinomyces gerencseriae	Subgingival_plaque	#ffac5c	8	9.0	2.0	#c6e789	#3c68f9	Mixed	#cccccc
Actinomyces graevenitzii	Tongue_dorsum	#ff2f18	16	8.0	1.0	#a2f9a0	#5e35fe	Mixed	#cccccc
Actinomyces israelii	Subgingival_plaque	#ffac5c	4	1.0	2.0	#5c38fd	#3c68f9	Mixed	#cccccc
Actinomyces johnsonii	Subgingival_plaque	#ffac5c	8	9.0	2.0	#c6e789	#3c68f9	Mixed	#cccccc
Actinomyces massiliensis	Supragingival_plaque	#ff8646	16	9.0	2.0	#c6e789	#3c68f9	Mixed	#cccccc
Actinomyces naeslundii	Supragingival_plaque	#ff8646	15	9.0	2.0	#c6e789	#3c68f9	Mixed	#cccccc
Actinomyces odontolyticus	Throat	#ff5c2f	9	9.0	2.0	#c6e789	#3c68f9	Mixed	#cccccc
Actinomyces oris	Supragingival_plaque	#ff8646	16	1.0	2.0	#5c38fd	#3c68f9	Mixed	#cccccc
Actinomyces sp. ICM39	Tongue_dorsum	#ff2f18	4	7.0	2.0	#7effb5	#3c68f9	Mixed	#cccccc
Actinomyces sp. ICM58	Tongue_dorsum	#ff2f18	2	8.0	1.0	#a2f9a0	#5e35fe	Mixed	#cccccc
Actinomyces sp. oral taxon 170	Supragingival_plaque	#ff8646	9	1.0	2.0	#5c38fd	#3c68f9	Mixed	#cccccc
Actinomyces sp. oral taxon 171	Supragingival_plaque	#ff8646	12	7.0	2.0	#7effb5	#3c68f9	Mixed	#cccccc
Actinomyces sp. oral taxon 172	Tongue_dorsum	#ff2f18	2	8.0	1.0	#a2f9a0	#5e35fe	Mixed	#cccccc
Actinomyces sp. oral taxon 175	Supragingival_plaque	#ff8646	7	9.0	2.0	#c6e789	#3c68f9	Mixed	#cccccc
Actinomyces sp. oral taxon 180	Tongue_dorsum	#ff2f18	1	9.0	0.0	#c6e789	#8000ff	Mixed	#cccccc
Actinomyces sp. oral taxon 414	Subgingival_plaque	#ffac5c	5	1.0	2.0	#5c38fd	#3c68f9	Mixed	#cccccc
Actinomyces sp. oral taxon 448	Supragingival_plaque	#ff8646	13	6.0	2.0	#5af8c8	#3c68f9	Mixed	#cccccc
Actinomyces sp. oral taxon 848	Supragingival_plaque	#ff8646	2	9.0	2.0	#c6e789	#3c68f9	Mixed	#cccccc
Actinomyces sp. oral taxon 849	Supragingival_plaque	#ff8646	2	9.0	2.0	#c6e789	#3c68f9	Mixed	#cccccc
Actinomyces sp. oral taxon 877	Supragingival_plaque	#ff8646	1	5.0	4.0	#37e6d8	#08bee9	Mixed	#cccccc
Actinomyces timonensis	Subgingival_plaque	#ffac5c	3	9.0	2.0	#c6e789	#3c68f9	Mixed	#cccccc
Actinomyces viscosus	Attached	#622ffe	9	1.0	2.0	#5c38fd	#3c68f9	Mixed	#cccccc
Aerococcus christensenii	Posterior_fornix	#8efeac	5	6.0	2.0	#5af8c8	#3c68f9	Mixed	#cccccc
Aerococcus viridans	R_Retroauricular_crease	#acf59a	1	9.0	0.0	#c6e789	#8000ff	Mixed	#cccccc
Aeromonas caviae	L_Retroauricular_crease	#34e4d9	1	6.0	2.0	#5af8c8	#3c68f9	Mixed	#cccccc
Aeromonas hydrophila	L_Retroauricular_crease	#34e4d9	5	6.0	2.0	#5af8c8	#3c68f9	Mixed	#cccccc
Aeromonas media	L_Retroauricular_crease	#34e4d9	1	7.0	2.0	#7effb5	#3c68f9	Mixed	#cccccc
Afipia sp. P52-10	L_Retroauricular_crease	#34e4d9	1	7.0	2.0	#7effb5	#3c68f9	Mixed	#cccccc
Aggregatibacter actinomycetemcomitans	Buccal_mucosa	#445cfb	2	9.0	0.0	#c6e789	#8000ff	Mixed	#cccccc
Aggregatibacter aphrophilus	Saliva	#cbe486	14	9.0	0.0	#c6e789	#8000ff	Mixed	#cccccc
Aggregatibacter segnis	Supragingival_plaque	#ff8646	3	9.0	0.0	#c6e789	#8000ff	Mixed	#cccccc
Akkermansia muciniphila	Stool	#e8cb72	4	8.0	1.0	#a2f9a0	#5e35fe	Mixed	#cccccc
Alicycliphilus denitrificans	L_Retroauricular_crease	#34e4d9	1	6.0	2.0	#5af8c8	#3c68f9	Mixed	#cccccc
Alistipes inops	Stool	#e8cb72	2	8.0	1.0	#a2f9a0	#5e35fe	Mixed	#cccccc
Alistipes obesi	Stool	#e8cb72	9	8.0	1.0	#a2f9a0	#5e35fe	Mixed	#cccccc
