source	Unnamed: 0	source	target	weight	source_freq	target_freq	first_sample	second_sample	edge_sample	fscolor	sscolor	edcolor	num_samps	spect_cluster	commun_cluster	spect_color	comm_color
Acidaminococcales	0	Acidaminococcales	Acholeplasmatales	0.714271217078	7	3	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	0.0	0.0	#8000ff	#8000ff
Acholeplasmatales	1	Acholeplasmatales	Acidaminococcales	0.714271217078	3	7	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	6.0	0.0	#feb562	#8000ff
Chlamydiales	2	Chlamydiales	Acholeplasmatales	0.014589603651100002	33	3	Attached	Stool	Intertype	#4e4dfc	#b2f396	#cccccc	61	4.0	1.0	#7effb5	#2c7ef7
Acholeplasmatales	3	Acholeplasmatales	Chlamydiales	0.014589603651100002	3	8	Stool	Attached	Intertype	#b2f396	#4e4dfc	#cccccc	61	6.0	0.0	#feb562	#8000ff
Chlamydiales	4	Chlamydiales	Alteromonadales	0.10093898773700001	33	44	Attached	Subgingival_plaque	Intertype	#4e4dfc	#e4cf74	#cccccc	61	4.0	1.0	#7effb5	#2c7ef7
Alteromonadales	5	Alteromonadales	Chlamydiales	0.10093898773700001	8	8	Subgingival_plaque	Attached	Intertype	#e4cf74	#4e4dfc	#cccccc	61	3.0	1.0	#3febd5	#2c7ef7
Cytophagales	6	Cytophagales	Alteromonadales	0.0279316721691	20	44	Anterior_nares	Subgingival_plaque	Intertype	#8000ff	#e4cf74	#cccccc	61	5.0	4.0	#beec8e	#d4dd80
Alteromonadales	7	Alteromonadales	Cytophagales	0.0279316721691	8	9	Subgingival_plaque	Anterior_nares	Intertype	#e4cf74	#8000ff	#cccccc	61	3.0	1.0	#3febd5	#2c7ef7
Cytophagales	8	Cytophagales	Chlamydiales	0.043318381892099994	20	33	Anterior_nares	Attached	Intertype	#8000ff	#4e4dfc	#cccccc	61	5.0	4.0	#beec8e	#d4dd80
Chlamydiales	9	Chlamydiales	Cytophagales	0.043318381892099994	8	9	Attached	Anterior_nares	Intertype	#4e4dfc	#8000ff	#cccccc	61	4.0	1.0	#7effb5	#2c7ef7
Cytophagales	10	Cytophagales	Chromatiales	0.98085090707	20	54	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61	5.0	4.0	#beec8e	#d4dd80
Chromatiales	11	Chromatiales	Cytophagales	0.98085090707	1	9	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61	5.0	4.0	#beec8e	#d4dd80
Desulfovibrionales	12	Desulfovibrionales	Acholeplasmatales	0.49920658647200006	2	3	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	7.0	0.0	#ff6232	#8000ff
Acholeplasmatales	13	Acholeplasmatales	Desulfovibrionales	0.49920658647200006	3	13	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	6.0	0.0	#feb562	#8000ff
