source	Unnamed: 0	source	target	weight	source_freq	target_freq	first_sample	second_sample	edge_sample	fscolor	sscolor	edcolor	spect_cluster	commun_cluster	spect_color	comm_color
Acidaminococcaceae	0	Acidaminococcaceae	Acholeplasmataceae	2.0	7	3	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	0.0	0.0	#8000ff	#8000ff
Acholeplasmataceae	1	Acholeplasmataceae	Acidaminococcaceae	2.0	3	7	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	2.0	0.0	#4df3ce	#8000ff
Aerococcaceae	2	Aerococcaceae	Actinomycetaceae	2.0	33	44	Posterior_fornix	Supragingival_plaque	Intertype	#4df3ce	#ff964f	#cccccc	4.0	1.0	#ff964f	#01b3ec
Actinomycetaceae	3	Actinomycetaceae	Aerococcaceae	2.0	44	33	Supragingival_plaque	Posterior_fornix	Intertype	#ff964f	#4df3ce	#cccccc	4.0	1.0	#ff964f	#01b3ec
Akkermansiaceae	4	Akkermansiaceae	Acidaminococcaceae	1.0	21	7	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	0.0	0.0	#8000ff	#8000ff
Acidaminococcaceae	5	Acidaminococcaceae	Akkermansiaceae	1.0	7	21	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	0.0	0.0	#8000ff	#8000ff
Atopobiaceae	6	Atopobiaceae	Actinomycetaceae	1.0	24	44	Saliva	Supragingival_plaque	Intertype	#7effb5	#ff964f	#cccccc	4.0	1.0	#ff964f	#01b3ec
Actinomycetaceae	7	Actinomycetaceae	Atopobiaceae	1.0	44	24	Supragingival_plaque	Saliva	Intertype	#ff964f	#7effb5	#cccccc	4.0	1.0	#ff964f	#01b3ec
Bacillaceae	8	Bacillaceae	Alcaligenaceae	1.0	22	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	3.0	2.0	#b2f396	#7effb5
Alcaligenaceae	9	Alcaligenaceae	Bacillaceae	1.0	1	22	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	3.0	2.0	#b2f396	#7effb5
Bacillaceae	10	Bacillaceae	Atopobiaceae	1.0	22	24	Anterior_nares	Saliva	Intertype	#8000ff	#7effb5	#cccccc	3.0	2.0	#b2f396	#7effb5
Atopobiaceae	11	Atopobiaceae	Bacillaceae	1.0	24	22	Saliva	Anterior_nares	Intertype	#7effb5	#8000ff	#cccccc	4.0	1.0	#ff964f	#01b3ec
Bacteroidaceae	12	Bacteroidaceae	Acidaminococcaceae	2.0	47	7	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	0.0	0.0	#8000ff	#8000ff
Acidaminococcaceae	13	Acidaminococcaceae	Bacteroidaceae	2.0	7	47	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	0.0	0.0	#8000ff	#8000ff
Bacteroidaceae	14	Bacteroidaceae	Akkermansiaceae	2.0	47	21	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	0.0	0.0	#8000ff	#8000ff
Akkermansiaceae	15	Akkermansiaceae	Bacteroidaceae	2.0	21	47	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	0.0	0.0	#8000ff	#8000ff
Bifidobacteriaceae	16	Bifidobacteriaceae	Atopobiaceae	2.0	33	24	Posterior_fornix	Saliva	Intertype	#4df3ce	#7effb5	#cccccc	4.0	1.0	#ff964f	#01b3ec
Atopobiaceae	17	Atopobiaceae	Bifidobacteriaceae	2.0	24	33	Saliva	Posterior_fornix	Intertype	#7effb5	#4df3ce	#cccccc	4.0	1.0	#ff964f	#01b3ec
Bradyrhizobiaceae	18	Bradyrhizobiaceae	Alcaligenaceae	1.0	5	1	Throat	Anterior_nares	Intertype	#ff5029	#8000ff	#cccccc	3.0	2.0	#b2f396	#7effb5
Alcaligenaceae	19	Alcaligenaceae	Bradyrhizobiaceae	1.0	1	5	Anterior_nares	Throat	Intertype	#8000ff	#ff5029	#cccccc	3.0	2.0	#b2f396	#7effb5
Bradyrhizobiaceae	20	Bradyrhizobiaceae	Bacillaceae	1.0	5	22	Throat	Anterior_nares	Intertype	#ff5029	#8000ff	#cccccc	3.0	2.0	#b2f396	#7effb5
Bacillaceae	21	Bacillaceae	Bradyrhizobiaceae	1.0	22	5	Anterior_nares	Throat	Intertype	#8000ff	#ff5029	#cccccc	3.0	2.0	#b2f396	#7effb5
Brevibacteriaceae	22	Brevibacteriaceae	Aerococcaceae	1.0	1	33	Posterior_fornix	Posterior_fornix	Posterior_fornix	#4df3ce	#4df3ce	#4df3ce	2.0	2.0	#4df3ce	#7effb5
Aerococcaceae	23	Aerococcaceae	Brevibacteriaceae	1.0	33	1	Posterior_fornix	Posterior_fornix	Posterior_fornix	#4df3ce	#4df3ce	#4df3ce	4.0	1.0	#ff964f	#01b3ec
Burkholderiaceae	24	Burkholderiaceae	Aerococcaceae	1.0	37	33	Supragingival_plaque	Posterior_fornix	Intertype	#ff964f	#4df3ce	#cccccc	4.0	1.0	#ff964f	#01b3ec
Aerococcaceae	25	Aerococcaceae	Burkholderiaceae	1.0	33	37	Posterior_fornix	Supragingival_plaque	Intertype	#4df3ce	#ff964f	#cccccc	4.0	1.0	#ff964f	#01b3ec
Campylobacteraceae	26	Campylobacteraceae	Actinomycetaceae	8.0	37	44	Saliva	Supragingival_plaque	Intertype	#7effb5	#ff964f	#cccccc	4.0	1.0	#ff964f	#01b3ec
Actinomycetaceae	27	Actinomycetaceae	Campylobacteraceae	8.0	44	37	Supragingival_plaque	Saliva	Intertype	#ff964f	#7effb5	#cccccc	4.0	1.0	#ff964f	#01b3ec
Campylobacteraceae	28	Campylobacteraceae	Aerococcaceae	2.0	37	33	Saliva	Posterior_fornix	Intertype	#7effb5	#4df3ce	#cccccc	4.0	1.0	#ff964f	#01b3ec
Aerococcaceae	29	Aerococcaceae	Campylobacteraceae	2.0	33	37	Posterior_fornix	Saliva	Intertype	#4df3ce	#7effb5	#cccccc	4.0	1.0	#ff964f	#01b3ec
Campylobacteraceae	30	Campylobacteraceae	Atopobiaceae	1.0	37	24	Saliva	Saliva	Saliva	#7effb5	#7effb5	#7effb5	4.0	1.0	#ff964f	#01b3ec
Atopobiaceae	31	Atopobiaceae	Campylobacteraceae	1.0	24	37	Saliva	Saliva	Saliva	#7effb5	#7effb5	#7effb5	4.0	1.0	#ff964f	#01b3ec
Campylobacteraceae	32	Campylobacteraceae	Burkholderiaceae	3.0	37	37	Saliva	Supragingival_plaque	Intertype	#7effb5	#ff964f	#cccccc	4.0	1.0	#ff964f	#01b3ec
Burkholderiaceae	33	Burkholderiaceae	Campylobacteraceae	3.0	37	37	Supragingival_plaque	Saliva	Intertype	#ff964f	#7effb5	#cccccc	4.0	1.0	#ff964f	#01b3ec
Cardiobacteriaceae	34	Cardiobacteriaceae	Actinomycetaceae	2.0	20	44	Subgingival_plaque	Supragingival_plaque	Intertype	#e4cf74	#ff964f	#cccccc	4.0	1.0	#ff964f	#01b3ec
Actinomycetaceae	35	Actinomycetaceae	Cardiobacteriaceae	2.0	44	20	Supragingival_plaque	Subgingival_plaque	Intertype	#ff964f	#e4cf74	#cccccc	4.0	1.0	#ff964f	#01b3ec
Cardiobacteriaceae	36	Cardiobacteriaceae	Aerococcaceae	1.0	20	33	Subgingival_plaque	Posterior_fornix	Intertype	#e4cf74	#4df3ce	#cccccc	4.0	1.0	#ff964f	#01b3ec
Aerococcaceae	37	Aerococcaceae	Cardiobacteriaceae	1.0	33	20	Posterior_fornix	Subgingival_plaque	Intertype	#4df3ce	#e4cf74	#cccccc	4.0	1.0	#ff964f	#01b3ec
Cardiobacteriaceae	38	Cardiobacteriaceae	Burkholderiaceae	4.0	20	37	Subgingival_plaque	Supragingival_plaque	Intertype	#e4cf74	#ff964f	#cccccc	4.0	1.0	#ff964f	#01b3ec
Burkholderiaceae	39	Burkholderiaceae	Cardiobacteriaceae	4.0	37	20	Supragingival_plaque	Subgingival_plaque	Intertype	#ff964f	#e4cf74	#cccccc	4.0	1.0	#ff964f	#01b3ec
Cardiobacteriaceae	40	Cardiobacteriaceae	Campylobacteraceae	3.0	20	37	Subgingival_plaque	Saliva	Intertype	#e4cf74	#7effb5	#cccccc	4.0	1.0	#ff964f	#01b3ec
Campylobacteraceae	41	Campylobacteraceae	Cardiobacteriaceae	3.0	37	20	Saliva	Subgingival_plaque	Intertype	#7effb5	#e4cf74	#cccccc	4.0	1.0	#ff964f	#01b3ec
Carnobacteriaceae	42	Carnobacteriaceae	Campylobacteraceae	2.0	36	37	Anterior_nares	Saliva	Intertype	#8000ff	#7effb5	#cccccc	2.0	2.0	#4df3ce	#7effb5
Campylobacteraceae	43	Campylobacteraceae	Carnobacteriaceae	2.0	37	36	Saliva	Anterior_nares	Intertype	#7effb5	#8000ff	#cccccc	4.0	1.0	#ff964f	#01b3ec
Caulobacteraceae	44	Caulobacteraceae	Carnobacteriaceae	1.0	2	36	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	2.0	2.0	#4df3ce	#7effb5
Carnobacteriaceae	45	Carnobacteriaceae	Caulobacteraceae	1.0	36	2	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	2.0	2.0	#4df3ce	#7effb5
Cellulomonadaceae	46	Cellulomonadaceae	Actinomycetaceae	1.0	6	44	Stool	Supragingival_plaque	Intertype	#b2f396	#ff964f	#cccccc	4.0	1.0	#ff964f	#01b3ec
Actinomycetaceae	47	Actinomycetaceae	Cellulomonadaceae	1.0	44	6	Supragingival_plaque	Stool	Intertype	#ff964f	#b2f396	#cccccc	4.0	1.0	#ff964f	#01b3ec
Cellulomonadaceae	48	Cellulomonadaceae	Aerococcaceae	1.0	6	33	Stool	Posterior_fornix	Intertype	#b2f396	#4df3ce	#cccccc	4.0	1.0	#ff964f	#01b3ec
Aerococcaceae	49	Aerococcaceae	Cellulomonadaceae	1.0	33	6	Posterior_fornix	Stool	Intertype	#4df3ce	#b2f396	#cccccc	4.0	1.0	#ff964f	#01b3ec
Cellulomonadaceae	50	Cellulomonadaceae	Akkermansiaceae	2.0	6	21	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	4.0	1.0	#ff964f	#01b3ec
Akkermansiaceae	51	Akkermansiaceae	Cellulomonadaceae	2.0	21	6	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	0.0	0.0	#8000ff	#8000ff
Cellulomonadaceae	52	Cellulomonadaceae	Atopobiaceae	2.0	6	24	Stool	Saliva	Intertype	#b2f396	#7effb5	#cccccc	4.0	1.0	#ff964f	#01b3ec
Atopobiaceae	53	Atopobiaceae	Cellulomonadaceae	2.0	24	6	Saliva	Stool	Intertype	#7effb5	#b2f396	#cccccc	4.0	1.0	#ff964f	#01b3ec
Cellulomonadaceae	54	Cellulomonadaceae	Bacteroidaceae	1.0	6	47	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	4.0	1.0	#ff964f	#01b3ec
Bacteroidaceae	55	Bacteroidaceae	Cellulomonadaceae	1.0	47	6	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	0.0	0.0	#8000ff	#8000ff
Cellulomonadaceae	56	Cellulomonadaceae	Burkholderiaceae	1.0	6	37	Stool	Supragingival_plaque	Intertype	#b2f396	#ff964f	#cccccc	4.0	1.0	#ff964f	#01b3ec
Burkholderiaceae	57	Burkholderiaceae	Cellulomonadaceae	1.0	37	6	Supragingival_plaque	Stool	Intertype	#ff964f	#b2f396	#cccccc	4.0	1.0	#ff964f	#01b3ec
Cellulomonadaceae	58	Cellulomonadaceae	Campylobacteraceae	2.0	6	37	Stool	Saliva	Intertype	#b2f396	#7effb5	#cccccc	4.0	1.0	#ff964f	#01b3ec
Campylobacteraceae	59	Campylobacteraceae	Cellulomonadaceae	2.0	37	6	Saliva	Stool	Intertype	#7effb5	#b2f396	#cccccc	4.0	1.0	#ff964f	#01b3ec
Cellulomonadaceae	60	Cellulomonadaceae	Cardiobacteriaceae	1.0	6	20	Stool	Subgingival_plaque	Intertype	#b2f396	#e4cf74	#cccccc	4.0	1.0	#ff964f	#01b3ec
Cardiobacteriaceae	61	Cardiobacteriaceae	Cellulomonadaceae	1.0	20	6	Subgingival_plaque	Stool	Intertype	#e4cf74	#b2f396	#cccccc	4.0	1.0	#ff964f	#01b3ec
Cellvibrionaceae	62	Cellvibrionaceae	Burkholderiaceae	1.0	1	37	Buccal_mucosa	Supragingival_plaque	Intertype	#1996f3	#ff964f	#cccccc	4.0	1.0	#ff964f	#01b3ec
Burkholderiaceae	63	Burkholderiaceae	Cellvibrionaceae	1.0	37	1	Supragingival_plaque	Buccal_mucosa	Intertype	#ff964f	#1996f3	#cccccc	4.0	1.0	#ff964f	#01b3ec
Chlamydiaceae	64	Chlamydiaceae	Actinomycetaceae	1.0	8	44	Attached	Supragingival_plaque	Intertype	#4e4dfc	#ff964f	#cccccc	4.0	1.0	#ff964f	#01b3ec
