	source	source_freq	first_sample	fscolor	spect_cluster	commun_cluster	spect_color	comm_color
0	Atopobium	5	Saliva	#7effb5	7.0	1.0	#ffa558	#386df9
1	Actinobaculum	8	Supragingival_plaque	#ff964f	7.0	1.0	#ffa558	#386df9
2	Campylobacter	8	Saliva	#7effb5	2.0	4.0	#10a2f0	#a2f9a0
3	Bergeyella	3	Supragingival_plaque	#ff964f	2.0	4.0	#10a2f0	#a2f9a0
4	Capnocytophaga	8	Supragingival_plaque	#ff964f	2.0	4.0	#10a2f0	#a2f9a0
5	Bergeyella	3	Supragingival_plaque	#ff964f	2.0	4.0	#10a2f0	#a2f9a0
6	Chryseobacterium	5	Attached	#4e4dfc	2.0	4.0	#10a2f0	#a2f9a0
7	Campylobacter	8	Saliva	#7effb5	2.0	4.0	#10a2f0	#a2f9a0
8	Eubacterium	8	Subgingival_plaque	#e4cf74	1.0	5.0	#4856fb	#ecc86f
9	Dialister	6	Stool	#b2f396	1.0	5.0	#4856fb	#ecc86f
10	Filifactor	3	Throat	#ff5029	5.0	3.0	#9bfba5	#5af8c8
11	Bacteroides	3	Stool	#b2f396	5.0	3.0	#9bfba5	#5af8c8
12	Fusobacterium	7	Tongue_dorsum	#ff0000	4.0	5.0	#62fbc4	#ecc86f
13	Catonella	6	Subgingival_plaque	#e4cf74	4.0	5.0	#62fbc4	#ecc86f
14	Gemella	8	Buccal_mucosa	#1996f3	1.0	5.0	#4856fb	#ecc86f
15	Eubacterium	8	Subgingival_plaque	#e4cf74	1.0	5.0	#4856fb	#ecc86f
16	Haemophilus	8	Buccal_mucosa	#1996f3	4.0	5.0	#62fbc4	#ecc86f
17	Gemella	8	Buccal_mucosa	#1996f3	1.0	5.0	#4856fb	#ecc86f
18	Johnsonella	5	Subgingival_plaque	#e4cf74	4.0	5.0	#62fbc4	#ecc86f
19	Catonella	6	Subgingival_plaque	#e4cf74	4.0	5.0	#62fbc4	#ecc86f
20	Johnsonella	5	Subgingival_plaque	#e4cf74	4.0	5.0	#62fbc4	#ecc86f
21	Fusobacterium	7	Tongue_dorsum	#ff0000	4.0	5.0	#62fbc4	#ecc86f
22	Johnsonella	5	Subgingival_plaque	#e4cf74	4.0	5.0	#62fbc4	#ecc86f
23	Gemella	8	Buccal_mucosa	#1996f3	1.0	5.0	#4856fb	#ecc86f
24	Johnsonella	5	Subgingival_plaque	#e4cf74	4.0	5.0	#62fbc4	#ecc86f
25	Haemophilus	8	Buccal_mucosa	#1996f3	4.0	5.0	#62fbc4	#ecc86f
26	Lachnoanaerobaculum	6	Tongue_dorsum	#ff0000	6.0	1.0	#d4dd80	#386df9
