	source	target	weight	source_freq	target_freq	first_sample	second_sample	edge_sample	fscolor	sscolor	edcolor	spect_cluster	commun_cluster	spect_color	comm_color
0	Acidaminococcus	Acholeplasma	0.809039834956	3	12	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	3.0	1.0	#3079f7	#6a22fe
1	Acholeplasma	Acidaminococcus	0.809039834956	12	3	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	3.0	1.0	#3079f7	#6a22fe
2	Aliterella	Acinetobacter	0.996194152991	4	2	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	15.0	2.0	#ff9d53	#5247fc
3	Acinetobacter	Aliterella	0.996194152991	2	4	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	8.0	2.0	#56f7ca	#5247fc
4	Anaerotruncus	Acetivibrio	0.8780506908310001	30	28	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	1.0	0.0	#6629fe	#8000ff
5	Acetivibrio	Anaerotruncus	0.8780506908310001	28	30	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	1.0	0.0	#6629fe	#8000ff
6	Arthrobacter	Acinetobacter	0.996194152991	1	2	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	15.0	2.0	#ff9d53	#5247fc
7	Acinetobacter	Arthrobacter	0.996194152991	2	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	8.0	2.0	#56f7ca	#5247fc
8	Arthrobacter	Aliterella	1.0	1	4	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	15.0	2.0	#ff9d53	#5247fc
9	Aliterella	Arthrobacter	1.0	4	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	15.0	2.0	#ff9d53	#5247fc
10	Atopobacter	Amphibacillus	1.0	11	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	6.0	9.0	#20d5e1	#50f4cc
11	Amphibacillus	Atopobacter	1.0	1	11	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	6.0	9.0	#20d5e1	#50f4cc
12	Aureimonas	Arcanobacterium	0.969895294641	8	2	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	18.0	11.0	#ff2c16	#7effb5
13	Arcanobacterium	Aureimonas	0.969895294641	2	8	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	18.0	11.0	#ff2c16	#7effb5
14	Avibacterium	Actinobacillus	0.826132455582	9	10	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	4.0	3.0	#169bf2	#3c68f9
15	Actinobacillus	Avibacterium	0.826132455582	10	9	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	4.0	3.0	#169bf2	#3c68f9
16	Azohydromonas	Acinetobacter	0.996194152991	12	2	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	8.0	2.0	#56f7ca	#5247fc
17	Acinetobacter	Azohydromonas	0.996194152991	2	12	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	8.0	2.0	#56f7ca	#5247fc
18	Azohydromonas	Aliterella	1.0	12	4	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	8.0	2.0	#56f7ca	#5247fc
19	Aliterella	Azohydromonas	1.0	4	12	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	15.0	2.0	#ff9d53	#5247fc
20	Azohydromonas	Arthrobacter	1.0	12	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	8.0	2.0	#56f7ca	#5247fc
21	Arthrobacter	Azohydromonas	1.0	1	12	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	15.0	2.0	#ff9d53	#5247fc
22	Basfia	Actinobacillus	0.988934054219	23	10	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	4.0	3.0	#169bf2	#3c68f9
23	Actinobacillus	Basfia	0.988934054219	10	23	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	4.0	3.0	#169bf2	#3c68f9
24	Basfia	Avibacterium	0.809039834956	23	9	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	4.0	3.0	#169bf2	#3c68f9
25	Avibacterium	Basfia	0.809039834956	9	23	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	4.0	3.0	#169bf2	#3c68f9
26	Bibersteinia	Actinobacillus	0.936484066907	1	10	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	4.0	3.0	#169bf2	#3c68f9
27	Actinobacillus	Bibersteinia	0.936484066907	10	1	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	4.0	3.0	#169bf2	#3c68f9
28	Bibersteinia	Basfia	0.946963109332	1	23	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	4.0	3.0	#169bf2	#3c68f9
29	Basfia	Bibersteinia	0.946963109332	23	1	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	4.0	3.0	#169bf2	#3c68f9
30	Bradyrhizobium	Afipia	0.947204968944	43	24	Throat	Throat	Throat	#ff5029	#ff5029	#ff5029	13.0	6.0	#dcd67a	#0ac0e8
