	source	source_freq	first_sample	fscolor	spect_cluster	commun_cluster	spect_color	comm_color
0	[Clostridium] innocuum	1	Stool	#b2f396	22.0	1.0	#7effb5	#7610ff
1	[Clostridium] aminophilum	1	Stool	#b2f396	22.0	1.0	#7effb5	#7610ff
2	[Clostridium] spiroforme	1	Stool	#b2f396	22.0	1.0	#7effb5	#7610ff
3	[Bacteroides] pectinophilus	12	Stool	#b2f396	22.0	1.0	#7effb5	#7610ff
4	[Clostridium] spiroforme	1	Stool	#b2f396	22.0	1.0	#7effb5	#7610ff
5	[Clostridium] aminophilum	1	Stool	#b2f396	22.0	1.0	#7effb5	#7610ff
6	[Clostridium] spiroforme	1	Stool	#b2f396	22.0	1.0	#7effb5	#7610ff
7	[Clostridium] innocuum	1	Stool	#b2f396	22.0	1.0	#7effb5	#7610ff
8	[Eubacterium] cellulosolvens	10	Stool	#b2f396	13.0	1.0	#17cbe4	#7610ff
9	[Clostridium] citroniae	2	Stool	#b2f396	13.0	1.0	#17cbe4	#7610ff
10	[Eubacterium] hallii	5	Stool	#b2f396	13.0	1.0	#17cbe4	#7610ff
11	[Clostridium] citroniae	2	Stool	#b2f396	13.0	1.0	#17cbe4	#7610ff
12	[Eubacterium] hallii	5	Stool	#b2f396	13.0	1.0	#17cbe4	#7610ff
13	[Clostridium] symbiosum	9	Stool	#b2f396	13.0	1.0	#17cbe4	#7610ff
14	[Eubacterium] hallii	5	Stool	#b2f396	13.0	1.0	#17cbe4	#7610ff
15	[Eubacterium] cellulosolvens	10	Stool	#b2f396	13.0	1.0	#17cbe4	#7610ff
16	[Haemophilus] ducreyi	16	Buccal_mucosa	#1996f3	40.0	0.0	#ff4a26	#8000ff
17	[Actinobacillus] muris	2	Buccal_mucosa	#1996f3	40.0	0.0	#ff4a26	#8000ff
18	[Haemophilus] parasuis	8	Buccal_mucosa	#1996f3	40.0	0.0	#ff4a26	#8000ff
19	[Actinobacillus] muris	2	Buccal_mucosa	#1996f3	40.0	0.0	#ff4a26	#8000ff
20	[Haemophilus] parasuis	8	Buccal_mucosa	#1996f3	40.0	0.0	#ff4a26	#8000ff
21	[Haemophilus] ducreyi	16	Buccal_mucosa	#1996f3	40.0	0.0	#ff4a26	#8000ff
22	[Mannheimia] succiniciproducens	2	Buccal_mucosa	#1996f3	40.0	0.0	#ff4a26	#8000ff
23	[Actinobacillus] muris	2	Buccal_mucosa	#1996f3	40.0	0.0	#ff4a26	#8000ff
24	[Mannheimia] succiniciproducens	2	Buccal_mucosa	#1996f3	40.0	0.0	#ff4a26	#8000ff
25	[Haemophilus] ducreyi	16	Buccal_mucosa	#1996f3	40.0	0.0	#ff4a26	#8000ff
26	[Mannheimia] succiniciproducens	2	Buccal_mucosa	#1996f3	40.0	0.0	#ff4a26	#8000ff
27	[Haemophilus] parasuis	8	Buccal_mucosa	#1996f3	40.0	0.0	#ff4a26	#8000ff
28	[Ruminococcus] gnavus	2	Stool	#b2f396	13.0	1.0	#17cbe4	#7610ff
29	[Clostridium] citroniae	2	Stool	#b2f396	13.0	1.0	#17cbe4	#7610ff
30	[Ruminococcus] gnavus	2	Stool	#b2f396	13.0	1.0	#17cbe4	#7610ff
31	[Eubacterium] cellulosolvens	10	Stool	#b2f396	13.0	1.0	#17cbe4	#7610ff
32	Acetivibrio ethanolgignens	12	Stool	#b2f396	13.0	1.0	#17cbe4	#7610ff
33	[Bacteroides] pectinophilus	12	Stool	#b2f396	22.0	1.0	#7effb5	#7610ff
